TOA5,MONALISA_domef1500 router IP,CR1000,E8813,CR1000.Std.27.04,CPU:171108_MONALISA Router Station - Hourly.CR1,29465,MeteoVal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Batt_V_Avg,Log_T_Avg,SWC_P_02_Avg,SWC_P_02_Std,SWC_WC_02_Avg,SWC_WC_02_Std,SWC_ST_02_Avg,SWC_ST_02_Std,SWC_P_05_Avg,SWC_P_05_Std,SWC_WC_05_Avg,SWC_WC_05_Std,SWC_ST_05_Avg,SWC_ST_05_Std,SWC_P_20_Avg,SWC_P_20_Std,SWC_WC_20_Avg,SWC_WC_20_Std,SWC_ST_20_Avg,SWC_ST_20_Std,PAR_Up_Avg,PAR_Up_Std,PAR_Soil_Avg,PAR_Soil_Std,NDVI_Up_Red_Avg,NDVI_Up_Red_Std,NDVI_Up_NIR_Avg,NDVI_Up_NIR_Std,NDVI_Dn_Red_Avg,NDVI_Dn_Red_Std,NDVI_Dn_NIR_Avg,NDVI_Dn_NIR_Std,NDVI_Ind1_Avg,NDVI_Ind2_Avg,NDVI_Avg,NDVI_Std,PRI_Up_Green_Avg,PRI_Up_Green_Std,PRI_Up_Yellow_Avg,PRI_Up_Yellow_Std,PRI_Dn_Green_Avg,PRI_Dn_Green_Std,PRI_Dn_Yellow_Avg,PRI_Dn_Yellow_Std,PRI_Ind1_Avg,PRI_Ind2_Avg,PRI_Avg,PRI_Std
2017-11-08 19:15,8,12.81,2.183,41.48566,0.027,0.51878,0,2.865,0.025,39.90751,0.002,0.50968,0,3.265,0.012,30.35054,0.025,0.4468,0,5.107,0.017,0,0,-3.391,0,1.33E-05,0,4.67E-05,0,5.33E-05,0,5.33E-05,0,2,1,NA,NA,0.001113333,0.001,0.000326667,0,9.33E-05,0,2.67E-05,0,2,1,NA,NA
2017-11-08 19:30,9,12.87,2.035,41.60516,0.141,0.5194733,0.001,2.875,0.017,39.91198,0.017,0.5097067,0,3.26,0.015,30.39981,0,0.4472,0,5.112,0.024,0,0,-3.391,0,6.67E-06,0,2.67E-05,0,8.67E-05,0,3.33E-05,0,2,1,NA,NA,0.001206667,0.001,0.000893333,0.001,0.000133333,0,6.67E-06,0,2,1,NA,NA
2017-11-08 19:45,10,12.87,2.216,41.75182,0.129,0.5203267,0.001,2.873,0.021,39.97989,0.03,0.5101067,0,3.263,0.017,30.44086,0.029,0.4475333,0,5.096,0.022,0,0,-3.391,0,2.67E-05,0,9.33E-05,0,5.33E-05,0,2.67E-05,0,2,1,NA,NA,0.001753333,0.001,0.000393333,0.001,6.00E-05,0,2.00E-05,0,2,1,NA,NA
2017-11-08 20:00,11,12.86,2.395,41.59188,0.047,0.5193933,0,2.862,0.017,40.15435,0.07,0.5111267,0,3.257,0.018,30.46131,0,0.4477,0,5.106,0.016,0,0,-3.391,0,0,0,6.00E-05,0,1.33E-05,0,4.00E-05,0,2,1,NA,NA,0.001186667,0.001,0.000693333,0.001,6.67E-05,0,2.67E-05,0,2,1,NA,NA
2017-11-08 20:15,12,12.78,2.423,41.65663,0.106,0.5197733,0.001,2.869,0.015,40.183,0.001,0.5113,0,3.258,0.015,30.46127,0,0.4477,0,5.106,0.016,0,0,-3.391,0,3.33E-05,0,0.000106667,0,3.33E-05,0,4.67E-05,0,2,1,NA,NA,0.001226667,0.001,0.00044,0,0.00012,0,3.33E-05,0,2,1,NA,NA
2017-11-08 20:30,13,12.85,2.275,41.5052,0.034,0.5189067,0,2.877,0.021,40.10941,0.069,0.5108667,0,3.252,0.008,30.46126,0,0.4477,0,5.096,0.016,0,0,-3.391,0,4.00E-05,0,5.33E-05,0,4.00E-05,0,1.33E-05,0,2,1,NA,NA,0.00104,0.001,0.00056,0.001,4.00E-05,0,4.00E-05,0,2,1,NA,NA
2017-11-08 20:45,14,12.85,2.418,41.65191,0.055,0.51974,0,2.874,0.017,40.04414,0.001,0.5104867,0,3.257,0.017,30.52297,0,0.4481,0,5.091,0.019,0,0,-3.391,0,2.67E-05,0,5.33E-05,0,1.00E-04,0,4.00E-05,0,2,1,NA,NA,0.001026667,0.001,0.000713333,0.001,0.000106667,0,2.67E-05,0,2,1,NA,NA
2017-11-08 21:00,15,12.85,2.594,41.71629,0.07,0.5201133,0,2.875,0.014,40.22449,0.107,0.51154,0.001,3.245,0.01,30.52294,0,0.4481,0,5.093,0.018,0,0,-3.39,0,4.67E-05,0,4.67E-05,0,5.33E-05,0,6.67E-05,0,2,1,NA,NA,0.001086667,0.001,0.00064,0.001,9.33E-05,0,4.00E-05,0,2,1,NA,NA
2017-11-08 21:15,16,12.84,2.744,41.51951,0.054,0.519,0,2.866,0.017,40.22382,0.056,0.5115333,0,3.252,0.014,30.52295,0,0.4481,0,5.089,0.027,0,0,-3.39,0,2.00E-05,0,6.67E-05,0,6.00E-05,0,1.00E-04,0,2,1,NA,NA,0.001473333,0.001,0.000926667,0.001,0.000153333,0,1.33E-05,0,2,1,NA,NA
2017-11-08 21:30,17,12.84,2.835,41.54253,0.001,0.51912,0,2.872,0.029,40.3945,0.127,0.51252,0.001,3.245,0.016,30.52302,0,0.4481,0,5.091,0.016,0,0,-3.39,0,6.67E-06,0,5.33E-05,0,3.33E-05,0,6.00E-05,0,2,1,NA,NA,0.001606667,0.001,0.001326667,0.001,0.000233333,0,4.67E-05,0,2,1,NA,NA
2017-11-08 21:45,18,12.83,2.915,41.54239,0.001,0.5191133,0,2.876,0.022,40.30293,0.059,0.5119933,0,3.245,0.014,30.52296,0,0.4481,0,5.094,0.027,0,0,-3.39,0,4.00E-05,0,1.33E-05,0,0,0,6.67E-05,0,2,1,NA,NA,0.000986667,0.001,0.00052,0.001,4.67E-05,0,2.67E-05,0,2,1,NA,NA
2017-11-08 22:00,19,12.83,2.967,41.54264,0.001,0.5191067,0,2.876,0.024,40.25227,0.002,0.5116933,0,3.242,0.015,30.56816,0.027,0.4484667,0,5.074,0.02,0,0,-3.39,0,4.67E-05,0,6.67E-05,0,4.00E-05,0,2.67E-05,0,2,1,NA,NA,0.001506667,0.001,0.00046,0.001,0.000133333,0,2.67E-05,0,2,1,NA,NA
2017-11-08 22:15,20,12.82,3,41.54266,0.001,0.51912,0,2.882,0.019,40.28448,0.034,0.5118867,0,3.246,0.012,30.58465,0,0.4486,0,5.084,0.025,0,0,-3.39,0,2.00E-05,0,8.67E-05,0,4.67E-05,0,4.67E-05,0,2,1,NA,NA,0.001286667,0.001,0.00066,0.001,0.00018,0,2.00E-05,0,2,1,NA,NA
2017-11-08 22:30,21,12.82,3.014,41.54229,0.001,0.5191133,0,2.871,0.022,40.25211,0.001,0.5117,0,3.238,0.018,30.58465,0,0.4486,0,5.079,0.023,0,0,-3.39,0,2.00E-05,0,1.00E-04,0,2.67E-05,0,2.00E-05,0,2,1,NA,NA,0.001173333,0.001,0.000873333,0.001,6.00E-05,0,6.67E-06,0,2,1,NA,NA
2017-11-08 22:45,22,12.82,3.032,41.54291,0.001,0.5191333,0,2.882,0.028,40.25698,0.017,0.5117266,0,3.238,0.014,30.5846,0,0.4486,0,5.077,0.025,0,0,-3.39,0,2.67E-05,0,1.33E-05,0,2.67E-05,0,9.33E-05,0,2,1,NA,NA,9.00E-04,0.001,0.00078,0.001,0.000153333,0,3.33E-05,0,2,1,NA,NA
2017-11-08 23:00,23,12.81,3.057,41.54242,0.002,0.5191267,0,2.869,0.024,40.32127,0.001,0.5121,0,3.238,0.016,30.58463,0,0.4486,0,5.079,0.023,0,0,-3.39,0,3.33E-05,0,4.67E-05,0,8.00E-05,0,1.33E-05,0,2,1,NA,NA,0.00104,0.001,0.00068,0.001,0.000113333,0,6.67E-06,0,2,1,NA,NA
2017-11-08 23:15,24,12.81,3.054,41.54272,0.001,0.51912,0,2.878,0.017,40.32089,0.001,0.5121,0,3.238,0.017,30.58461,0,0.4486,0,5.07,0.025,0,0,-3.39,0,2.67E-05,0,8.00E-05,0,4.67E-05,0,4.00E-05,0,2,1,NA,NA,0.001086667,0.001,0.000653333,0.001,1.00E-04,0,4.67E-05,0,2,1,NA,NA
2017-11-08 23:30,25,12.81,3.035,41.54333,0.002,0.51916,0,2.888,0.037,40.32058,0.001,0.5121,0,3.232,0.021,30.62171,0.03,0.4489,0,5.061,0.013,0,0,-3.39,0,0,0,5.33E-05,0,9.33E-05,0,2.67E-05,0,2,1,NA,NA,0.00136,0.001,0.000653333,0.001,7.33E-05,0,2.67E-05,0,2,1,NA,NA
2017-11-08 23:45,26,12.8,2.994,41.58003,0.034,0.5193467,0,2.878,0.024,40.32108,0.001,0.5121,0,3.243,0.011,30.64636,0,0.4491,0,5.069,0.018,0,0,-3.39,0,6.67E-06,0,1.33E-05,0,6.67E-06,0,5.33E-05,0,2,1,NA,NA,0.001166667,0.001,0.000453333,0.001,0.000193333,0,6.67E-06,0,2,1,NA,NA
2017-11-09 00:00,27,12.8,2.919,41.55729,0.027,0.5192267,0,2.873,0.017,40.33032,0.023,0.5121533,0,3.236,0.014,30.64635,0,0.4491,0,5.071,0.019,0,0,-3.39,0,0,0,3.33E-05,0,5.33E-05,0,4.67E-05,0,2,1,NA,NA,0.001386667,0.001,0.000553333,0.001,6.00E-05,0,1.33E-05,0,2,1,NA,NA
2017-11-09 00:15,28,12.8,2.832,41.56233,0.031,0.51926,0,2.877,0.031,40.34399,0.033,0.5122333,0,3.231,0.012,30.64622,0,0.4491,0,5.056,0.019,0,0,-3.39,0,1.33E-05,0,8.67E-05,0,6.67E-05,0,6.00E-05,0,2,1,NA,NA,0.00154,0.001,0.000493333,0.001,4.67E-05,0,4.67E-05,0,2,1,NA,NA
2017-11-09 00:30,29,12.79,2.801,41.62665,0.076,0.5196133,0,2.884,0.031,40.39029,0.001,0.5125,0,3.239,0.016,30.64631,0,0.4491,0,5.059,0.018,0,0,-3.39,0,0,0,2.00E-05,0,5.33E-05,0,1.33E-05,0,2,1,NA,NA,0.001793333,0.001,0.000566667,0.001,0.000133333,0,6.67E-06,0,2,1,NA,NA
2017-11-09 00:45,30,12.79,2.813,42.19319,0.753,NA,7999,2.884,0.027,40.39071,0.001,0.5125,0,3.236,0.012,30.64628,0,0.4491,0,5.067,0.016,0,0,-3.39,0,2.00E-05,0,6.67E-05,0,1.00E-04,0,6.00E-05,0,2,1,NA,NA,0.001073333,0.001,0.000633333,0.001,0.000106667,0,1.33E-05,0,2,1,NA,NA
2017-11-09 01:00,31,12.79,2.838,41.87024,0.474,NA,7999,2.882,0.025,40.45501,0.017,0.5128733,0,3.233,0.021,30.64628,0,0.4491,0,5.056,0.016,0,0,-3.39,0,1.33E-05,0,2.67E-05,0,4.67E-05,0,8.00E-05,0,2,1,NA,NA,0.000826667,0.001,0.00058,0.001,7.33E-05,0,1.33E-05,0,2,1,NA,NA
2017-11-09 01:15,32,12.79,2.844,41.68208,0.001,0.5199467,0,2.891,0.019,40.45948,0.001,0.5129,0,3.235,0.018,30.64625,0,0.4491,0,5.055,0.017,0,0,-3.39,0,0,0,4.00E-05,0,0.00012,0,2.67E-05,0,2,1,NA,NA,0.001166667,0.001,0.000673333,0.001,4.67E-05,0,2.00E-05,0,2,1,NA,NA
2017-11-09 01:30,33,12.78,2.844,41.68165,0.001,0.5199267,0,2.887,0.029,40.45441,0.018,0.5128733,0,3.235,0.014,30.64623,0,0.4491,0,5.055,0.032,0,0,-3.39,0,6.67E-06,0,7.33E-05,0,2.00E-05,0,5.33E-05,0,2,1,NA,NA,0.001693333,0.001,0.000613333,0.001,3.33E-05,0,4.00E-05,0,2,1,NA,NA
2017-11-09 01:45,34,12.78,2.84,41.68657,0.017,0.51996,0,2.887,0.022,40.45953,0.001,0.5129,0,3.232,0.013,30.67915,0.031,0.44932,0,5.053,0.026,0,0,-3.39,0,5.33E-05,0,0.00014,0,6.67E-05,0,2.67E-05,0,2,1,NA,NA,0.000946667,0.001,0.000673333,0.001,8.67E-05,0,1.33E-05,0,2,1,NA,NA
2017-11-09 02:00,35,12.78,2.822,41.64203,0.055,0.5197466,0,2.894,0.016,40.48701,0.034,0.51306,0,3.236,0.015,30.70811,0,0.4495333,0,5.036,0.022,0,0,-3.39,0,6.67E-06,0,4.00E-05,0,8.67E-05,0,4.67E-05,0,2,1,NA,NA,0.0016,0.001,0.000926667,0.001,7.33E-05,0,8.00E-05,0,2,1,NA,NA
2017-11-09 02:15,36,12.78,2.82,41.61412,0.001,0.5195866,0,2.889,0.021,40.58843,0.023,0.51364,0,3.23,0.013,30.70813,0,0.4495267,0,5.056,0.025,0,0,-3.39,0,2.67E-05,0,6.00E-05,0,5.33E-05,0,8.00E-05,0,2,1,NA,NA,0.001373333,0.002,0.000446667,0.001,0.00014,0,4.00E-05,0,2,1,NA,NA
2017-11-09 02:30,37,12.77,2.785,41.61405,0.001,0.51958,0,2.889,0.016,40.59755,0.002,0.5137,0,3.232,0.012,30.7081,0,0.4495267,0,5.052,0.028,0,0,-3.39,0,6.67E-06,0,2.67E-05,0,8.67E-05,0,6.67E-06,0,2,1,NA,NA,0.001086667,0.001,0.000653333,0.001,0.000146667,0,1.33E-05,0,2,1,NA,NA
2017-11-09 02:45,38,12.77,2.7,41.61432,0.001,0.5195933,0,2.887,0.019,40.59795,0.002,0.5137,0,3.231,0.013,30.70803,0,0.44952,0,5.04,0.019,0,0,-3.39,0,1.33E-05,0,0.000113333,0,4.00E-05,0,6.67E-05,0,2,1,NA,NA,0.00136,0.001,0.000533333,0.001,0.00012,0,1.33E-05,0,2,1,NA,NA
2017-11-09 03:00,39,12.77,2.63,41.61428,0.001,0.51958,0,2.886,0.014,40.59796,0.001,0.5137,0,3.229,0.016,30.70807,0,0.44952,0,5.031,0.023,0,0,-3.39,0,1.33E-05,0,4.67E-05,0,0.000133333,0,6.67E-05,0,2,1,NA,NA,0.001433333,0.001,0.00042,0.001,0.000153333,0,3.33E-05,0,2,1,NA,NA
2017-11-09 03:15,40,12.77,2.587,41.61446,0.001,0.51958,0,2.886,0.031,40.65811,0.024,0.5140467,0,3.224,0.014,30.70807,0,0.4495267,0,5.041,0.016,0,0,-3.39,0,0,0,6.00E-05,0,3.33E-05,0,2.67E-05,0,2,1,NA,NA,0.001393333,0.001,0.000606667,0.001,0.00012,0,4.00E-05,0,2,1,NA,NA
2017-11-09 03:30,41,12.76,2.556,41.61469,0.002,0.5195866,0,2.891,0.022,40.66698,0.001,0.5141,0,3.225,0.015,30.70805,0,0.4495267,0,5.043,0.013,0,0,-3.39,0,0,0,2.67E-05,0,4.00E-05,0,4.00E-05,0,2,1,NA,NA,0.001133333,0.001,0.00064,0.001,0.00012,0,1.33E-05,0,2,1,NA,NA
2017-11-09 03:45,42,12.76,2.544,41.61438,0.001,0.51958,0,2.888,0.018,40.66676,0.001,0.5141,0,3.23,0.012,30.70809,0,0.44952,0,5.028,0.014,0,0,-3.391,0,0,0,7.33E-05,0,7.33E-05,0,5.33E-05,0,2,1,NA,NA,0.001,0.001,0.00064,0.001,0.000106667,0,2.67E-05,0,2,1,NA,NA
2017-11-09 04:00,43,12.76,2.536,41.65552,0.033,0.51982,0,2.883,0.021,40.66687,0.001,0.5141,0,3.229,0.017,30.70807,0,0.44952,0,5.034,0.017,0,0,-3.391,0,2.67E-05,0,2.00E-05,0,4.00E-05,0,4.00E-05,0,2,1,NA,NA,0.0013,0.001,0.000726667,0.001,1.00E-04,0,2.00E-05,0,2,1,NA,NA
2017-11-09 04:15,44,12.76,2.518,41.68279,0.001,0.5199667,0,2.885,0.022,40.66668,0.001,0.5141,0,3.224,0.014,30.70808,0,0.44952,0,5.025,0.023,0,0,-3.391,0,5.33E-05,0,0.000146667,0,2.67E-05,0,2.67E-05,0,2,1,NA,NA,0.0011,0.001,0.00056,0.001,8.00E-05,0,2.67E-05,0,2,1,NA,NA
2017-11-09 04:30,45,12.75,2.487,41.68359,0.001,0.5199733,0,2.897,0.033,40.66674,0.001,0.5141,0,3.222,0.016,30.70805,0,0.44952,0,5.022,0.018,0,0,-3.391,0,3.33E-05,0,6.00E-05,0,2.67E-05,0,4.00E-05,0,2,1,NA,NA,0.00142,0.001,0.000593333,0.001,0.000113333,0,4.00E-05,0,2,1,NA,NA
2017-11-09 04:45,46,12.75,2.427,41.68364,0.002,0.5199866,0,2.889,0.022,40.66709,0.001,0.5141,0,3.219,0.015,30.70807,0,0.4495267,0,5.032,0.015,0,0,-3.391,0,2.00E-05,0,3.33E-05,0,6.67E-05,0,5.33E-05,0,2,1,NA,NA,0.001246667,0.001,0.00088,0.001,9.33E-05,0,2.67E-05,0,2,1,NA,NA
2017-11-09 05:00,47,12.75,2.365,41.68361,0.001,0.5199866,0,2.882,0.029,40.68085,0.028,0.51418,0,3.218,0.013,30.70801,0,0.44952,0,5.033,0.018,0,0,-3.391,0,3.33E-05,0,8.00E-05,0,7.33E-05,0,6.00E-05,0,2,1,NA,NA,0.000946667,0.001,0.00062,0.001,0.000133333,0,4.00E-05,0,2,1,NA,NA
2017-11-09 05:15,48,12.75,2.335,41.68317,0.001,0.5199733,0,2.884,0.016,40.71751,0.031,0.5143933,0,3.218,0.017,30.70794,0,0.4495133,0,5.018,0.022,0,0,-3.391,0,1.33E-05,0,0.000133333,0,0.000106667,0,0,0,2,1,NA,NA,0.00092,0.001,0.000313333,0.001,0.000126667,0,2.67E-05,0,2,1,NA,NA
2017-11-09 05:30,49,12.75,2.327,41.68374,0.001,0.5199866,0,2.892,0.016,40.70332,0.034,0.5143133,0,3.221,0.013,30.708,0,0.44952,0,5.03,0.018,0,0,-3.391,0,1.33E-05,0,3.33E-05,0,5.33E-05,0,2.00E-05,0,2,1,NA,NA,0.00146,0.001,7.00E-04,0.001,4.00E-05,0,2.67E-05,0,2,1,NA,NA
2017-11-09 05:45,50,12.74,2.368,41.68394,0.001,0.51998,0,2.894,0.015,40.73656,0.001,0.5145,0,3.221,0.016,30.70799,0,0.44952,0,5.014,0.018,0,0,-3.391,0,2.00E-05,0,2.00E-05,0,4.67E-05,0,3.33E-05,0,2,1,NA,NA,0.001106667,0.001,0.000713333,0.001,0.00012,0,2.00E-05,0,2,1,NA,NA
2017-11-09 06:00,51,12.73,2.388,41.68433,0.001,0.5199933,0,2.894,0.02,40.72276,0.028,0.51442,0,3.216,0.017,30.70803,0,0.44952,0,5.01,0.022,0,0,-3.391,0,0,0,0.00012,0,6.00E-05,0,6.67E-06,0,2,1,NA,NA,0.001353333,0.001,0.000906667,0.001,7.33E-05,0,0,0,2,1,NA,NA
2017-11-09 06:15,52,12.66,2.328,41.68431,0.001,0.51998,0,2.883,0.023,40.66224,0.017,0.5140733,0,3.216,0.013,30.70803,0,0.44952,0,5.008,0.017,0,0,-3.391,0,7.33E-05,0,6.67E-05,0,9.33E-05,0,6.00E-05,0,2,1,NA,NA,0.001453333,0.001,0.000513333,0.001,2.67E-05,0,2.67E-05,0,2,1,NA,NA
2017-11-09 06:30,53,12.73,2.162,41.68457,0.002,0.5199866,0,2.889,0.021,40.66656,0.001,0.5141,0,3.222,0.015,30.70801,0,0.44952,0,5.017,0.027,0,0,-3.391,0,0,0,8.00E-05,0,3.33E-05,0,3.33E-05,0,2,1,NA,NA,0.001206667,0.001,0.000706667,0.001,0.000126667,0,1.33E-05,0,2,1,NA,NA
2017-11-09 06:45,54,12.73,2.289,41.71666,0.034,0.5201733,0,2.89,0.015,40.73597,0.001,0.5145,0,3.214,0.02,30.72864,0.029,0.44968,0,5.006,0.024,0,0,-3.391,0,2.67E-05,0,0.00014,0,2.00E-05,0,6.67E-05,0,2,1,NA,NA,0.001393333,0.001,0.000646667,0.001,0.000126667,0,4.00E-05,0,2,1,NA,NA
2017-11-09 07:00,55,12.71,2.427,41.7542,0.001,0.5204,0,2.888,0.02,40.73658,0.001,0.5145,0,3.213,0.013,30.76996,0,0.45,0,5.004,0.024,0,0,-3.391,0,0.000186667,0,0.000533333,0,0.00022,0,0.000133333,0,2,1,NA,NA,0.002086666,0.001,0.000606667,0.001,0.000146667,0,4.67E-05,0,2,1,NA,NA
2017-11-09 07:15,56,12.58,2.559,41.75392,0.001,0.5203933,0,2.892,0.017,40.72328,0.028,0.51442,0,3.22,0.012,30.76987,0,0.45,0,5.011,0.024,5.651,2.371,-3.391,0,0.00256,0.002,0.002966666,0.002,0.00072,0,0.00056,0,2,1,-0.218,0.33,0.004906666,0.002,0.00268,0.001,0.00056,0,1.00E-04,0,2,1,NA,NA
2017-11-09 07:30,57,12.73,2.474,41.75436,0.001,0.5204,0,2.893,0.019,40.71843,0.03,0.5143933,0,3.214,0.012,30.76996,0,0.45,0,5.018,0.034,16.05,2.895,-3.391,0,0.007853333,0.002,0.008226667,0.001,0.00212,0.001,0.001506667,0,2,1,-0.187,0.101,0.01174,0.003,0.007866667,0.002,0.00136,0,0.000433333,0,2,1,-0.337,0.231
2017-11-09 07:45,58,12.74,2.569,41.75409,0.002,0.5203866,0,2.893,0.022,40.76951,0.104,0.5146867,0.001,3.221,0.019,30.76993,0,0.45,0,5.005,0.014,44.08,13.67,-3.391,0,0.0251,0.008,0.02430666,0.007,0.00644,0.002,0.004466666,0.001,2,1,-0.173,0.033,0.0286,0.007,0.02379333,0.007,0.003493333,0.001,0.00124,0,2,1,-0.397,0.058
2017-11-09 08:00,59,12.76,2.761,41.75407,0.001,0.5203933,0,2.887,0.019,40.82133,0.028,0.51498,0,3.211,0.02,30.76993,0,0.45,0,5.001,0.02,99,17.64,-3.39,0,0.05628667,0.009,0.04948666,0.005,0.01497333,0.003,0.01018,0.002,2,1,-0.131,0.03,0.05762,0.008,0.05205333,0.008,0.007926666,0.001,0.003,0.001,2,1,-0.409,0.028
2017-11-09 08:15,60,12.65,3.118,41.75444,0.001,0.5204,0,2.884,0.026,40.86761,0.023,0.5152466,0,3.217,0.016,30.76991,0,0.45,0,5.001,0.021,179.9,58.24,-3.39,0,0.1005867,0.037,0.08123999,0.025,0.02831333,0.01,0.01826667,0.007,2,1,-0.122,0.039,0.0975,0.027,0.09582666,0.032,0.01456667,0.004,0.005546666,0.002,2,1,-0.439,0.017
