TOA5,HiResAlp_I1 IP by B2,CR1000,E8768,CR1000.Std.27.04,CPU:150901_ModemStation.CR1,10337,MeteoVal,,,,,,,,,,,,
TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Avg,SWC_02_Avg,SWC_02_Std,ST_02_Avg,ST_02_Std,SWC_05_Avg,SWC_05_Std,ST_05_Avg,ST_05_Std,SWC_20_Avg,SWC_20_Std,ST_20_Avg,ST_20_Std,PARup_Avg,PARup_Std,PARdn_Avg,PARdn_Std
TS,RN,Volts,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,umol/m2s1,umol/m2s1,umol/m2s1,umol/m2s1
,,Avg,Avg,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std
2015-12-03 14:30:00,8944,13.97,17.48,0.3198,0,4.288,0.031,0.4317,0,4.406,0.047,0.4056,0,2.364,0.021,506.3,16.84,449.6,35.15
2015-12-03 14:45:00,8945,13.97,17.55,0.3198,0,4.358,0.031,0.4317133,0,4.525,0.035,0.4056,0,2.38,0.024,442.8,19.67,354,29.68
2015-12-03 15:00:00,8946,14.01,17.17,0.3198,0,4.408,0.028,0.43162,0,4.605,0.038,0.4056,0,2.401,0.014,377.4,19.53,282.1,32.86
2015-12-03 15:15:00,8947,14.02,16.81,0.3198,0,4.451,0.023,0.4313,0,4.686,0.028,0.4056,0,2.419,0.022,311.4,18.31,200.2,24.11
2015-12-03 15:30:00,8948,14.02,16.48,0.3198,0,4.449,0.021,0.4313,0,4.723,0.035,0.4056,0,2.438,0.02,243.7,17.26,123.7,15.8
2015-12-03 15:45:00,8949,14.03,15.96,0.3198,0,4.429,0.021,0.4313,0,4.767,0.017,0.4056,0,2.465,0.022,180.2,18.83,76.03,10.88
2015-12-03 16:00:00,8950,14.08,15.28,0.3198,0,4.391,0.017,0.4313,0,4.768,0.029,0.4056,0,2.496,0.025,117.6,17.26,43.8,7.749
2015-12-03 16:15:00,8951,13.99,14.37,0.3198,0,4.324,0.037,0.4313,0,4.777,0.023,0.4056,0,2.527,0.025,61.51,14.36,23.38,5.105
2015-12-03 16:30:00,8952,13.69,12.98,0.3198,0,4.218,0.042,0.4313,0,4.747,0.026,0.4056,0,2.548,0.024,21.11,8.45,12.26,3.688
2015-12-03 16:45:00,8953,13.42,10.84,0.3198,0,4.093,0.059,0.4313,0,4.71,0.028,0.4056,0,2.578,0.02,3.405,2.78,2.27,2.381
2015-12-03 17:00:00,8954,13.29,8.4,0.3198,0,3.938,0.053,0.4313,0,4.643,0.03,0.4056,0,2.614,0.019,-1.59,1.699,-0.227,0.85
2015-12-03 17:15:00,8955,13.23,6.299,0.31976,0,3.754,0.056,0.4314333,0,4.567,0.038,0.4056,0,2.635,0.018,-3.407,0,-1.59,1.7
2015-12-03 17:30:00,8956,13.19,4.791,0.31924,0,3.578,0.053,0.4317,0,4.477,0.031,0.4056,0,2.666,0.021,-3.407,0,-1.817,1.7
2015-12-03 17:45:00,8957,13.17,3.687,0.3192,0,3.392,0.059,0.4317,0,4.377,0.042,0.4056,0,2.705,0.019,-3.408,0,-0.454,1.158
2015-12-03 18:00:00,8958,13.17,2.855,0.3192,0,3.221,0.038,0.4317,0,4.261,0.035,0.4056,0,2.734,0.019,-3.408,0,-0.682,1.363
2015-12-03 18:15:00,8959,13.14,2.159,0.3192,0,3.041,0.054,0.4317,0,4.152,0.03,0.4056,0,2.755,0.023,-3.408,0,-1.136,1.607
2015-12-03 18:30:00,8960,13.12,1.699,0.3192,0,2.897,0.048,0.4317,0,4.046,0.035,0.4056,0,2.778,0.02,-3.408,0,-0.227,0.85
2015-12-03 18:45:00,8961,13.11,1.201,0.3192,0,2.772,0.054,0.4317,0,3.927,0.039,0.4056,0,2.805,0.018,-3.408,0,-1.363,1.67
2015-12-03 19:00:00,8962,13.11,0.799,0.3192,0,2.618,0.038,0.4317,0,3.82,0.036,0.4056,0,2.834,0.018,-3.408,0,-0.909,1.507
2015-12-03 19:15:00,8963,13.09,0.506,0.3192,0,2.493,0.036,0.4317,0,3.711,0.035,0.4056,0,2.854,0.025,-3.408,0,-0.909,1.507
2015-12-03 19:30:00,8964,13.08,0.357,0.3192,0,2.384,0.051,0.4317,0,3.601,0.037,0.4056,0,2.874,0.019,-3.408,0,-1.591,1.7
2015-12-03 19:45:00,8965,13.07,0.325,0.3192,0,2.282,0.039,0.4317,0,3.499,0.028,0.4056,0,2.896,0.017,-3.408,0,-0.682,1.363
2015-12-03 20:00:00,8966,13.08,0.272,0.3192133,0,2.189,0.031,0.4317,0,3.415,0.028,0.4056,0,2.905,0.018,-3.408,0,-0.909,1.507
2015-12-03 20:15:00,8967,13.06,0.299,0.3192067,0,2.109,0.027,0.4317,0,3.332,0.034,0.4056,0,2.924,0.018,-3.408,0,-1.591,1.7
2015-12-03 20:30:00,8968,13.05,0.396,0.3192133,0,2.043,0.031,0.4317,0,3.231,0.034,0.4056,0,2.933,0.025,-3.408,0,-0.909,1.507
2015-12-03 20:45:00,8969,13.04,0.461,0.3192133,0,1.984,0.026,0.4317666,0,3.16,0.025,0.4056,0,2.948,0.016,-3.408,0,-1.363,1.67
2015-12-03 21:00:00,8970,13.06,0.519,0.31922,0,1.937,0.029,0.4322,0,3.079,0.02,0.4056,0,2.959,0.01,-3.408,0,-0.454,1.159
2015-12-03 21:15:00,8971,13.04,0.509,0.31924,0,1.88,0.02,0.4322,0,3.001,0.022,0.4056,0,2.972,0.023,-3.408,0,-0.682,1.363
2015-12-03 21:30:00,8972,13.03,0.52,0.31924,0,1.843,0.024,0.4322,0,2.937,0.022,0.4056,0,2.987,0.018,-3.408,0,-0.682,1.363
2015-12-03 21:45:00,8973,13.03,0.411,0.3192666,0,1.795,0.025,0.4322,0,2.879,0.025,0.4056,0,2.967,0.023,-3.408,0,-1.363,1.67
2015-12-03 22:00:00,8974,13.04,0.045,0.31864,0,1.757,0.026,0.4322,0,2.808,0.026,0.4056,0,2.99,0.015,-3.408,0,-0.682,1.363
2015-12-03 22:15:00,8975,13.02,-0.186,0.3186,0,1.721,0.019,0.4322,0,2.751,0.026,0.4056,0,2.979,0.02,-3.408,0,-0.682,1.363
2015-12-03 22:30:00,8976,13.01,-0.3,0.3186,0,1.693,0.026,0.4322,0,2.688,0.029,0.4056,0,2.991,0.023,-3.408,0,-1.136,1.607
2015-12-03 22:45:00,8977,13.01,-0.369,0.3186,0,1.659,0.024,0.4322,0,2.626,0.036,0.4056,0,2.986,0.018,-3.408,0,-0.682,1.363
2015-12-03 23:00:00,8978,13.02,-0.466,0.3186,0,1.627,0.013,0.4322,0,2.591,0.024,0.40556,0,2.984,0.018,-3.408,0,-1.136,1.607
2015-12-03 23:15:00,8979,13,-0.539,0.3186,0,1.592,0.016,0.4322,0,2.532,0.022,0.4056,0,2.98,0.018,-3.408,0,-0.682,1.363
2015-12-03 23:30:00,8980,13,-0.411,0.3186,0,1.552,0.016,0.4322,0,2.489,0.026,0.4056,0,2.982,0.013,-3.408,0,-1.136,1.607
2015-12-03 23:45:00,8981,13,-0.232,0.3186,0,1.533,0.024,0.4322,0,2.437,0.018,0.4056,0,2.977,0.02,-3.408,0,-1.136,1.607
2015-12-04 00:00:00,8982,13.01,-0.111,0.3186,0,1.5,0.022,0.4322,0,2.391,0.02,0.4056,0,2.965,0.024,-3.408,0,-0.909,1.507
2015-12-04 00:15:00,8983,12.99,-0.091,0.3186,0,1.464,0.024,0.4322,0,2.356,0.02,0.4056,0,2.962,0.019,-3.408,0,-0.682,1.363
2015-12-04 00:30:00,8984,12.99,-0.021,0.3186,0,1.439,0.031,0.4322,0,2.306,0.021,0.4056,0,2.952,0.017,-3.408,0,-1.818,1.7
2015-12-04 00:45:00,8985,12.99,0.063,0.3186,0,1.425,0.018,0.4322,0,2.262,0.033,0.4056,0,2.944,0.021,-3.408,0,-0.682,1.363
2015-12-04 01:00:00,8986,13,0.16,0.3186,0,1.4,0.019,0.4322,0,2.24,0.02,0.4056,0,2.945,0.018,-3.408,0,-0.682,1.363
2015-12-04 01:15:00,8987,12.98,0.171,0.3184,0,1.379,0.022,0.4322,0,2.205,0.02,0.4056,0,2.934,0.014,-3.408,0,-1.136,1.607
2015-12-04 01:30:00,8988,12.98,0.308,0.318,0,1.358,0.021,0.4322,0,2.175,0.022,0.4056,0,2.934,0.023,-3.408,0,-0.454,1.159
2015-12-04 01:45:00,8989,12.97,0.441,0.318,0,1.334,0.02,0.4322,0,2.13,0.023,0.4056,0,2.918,0.011,-3.408,0,-0.454,1.159
2015-12-04 02:00:00,8990,12.99,0.476,0.318,0,1.302,0.022,0.4322,0,2.101,0.017,0.4056,0,2.916,0.017,-3.408,0,-1.363,1.67
2015-12-04 02:15:00,8991,12.97,0.37,0.318,0,1.285,0.036,0.4322,0,2.074,0.025,0.4056,0,2.9,0.018,-3.408,0,-0.682,1.363
2015-12-04 02:30:00,8992,12.96,0.298,0.318,0,1.272,0.019,0.4322,0,2.038,0.026,0.4056,0,2.889,0.02,-3.408,0,-1.818,1.7
2015-12-04 02:45:00,8993,12.96,0.215,0.318,0,1.25,0.023,0.4322,0,2.02,0.031,0.4056,0,2.89,0.019,-3.408,0,-0.227,0.85
2015-12-04 03:00:00,8994,12.97,0.102,0.318,0,1.218,0.033,0.4322,0,1.984,0.027,0.4056,0,2.874,0.015,-3.408,0,0,0
2015-12-04 03:15:00,8995,12.95,-0.052,0.318,0,1.206,0.024,0.4322,0,1.961,0.013,0.4056,0,2.859,0.027,-3.408,0,-0.454,1.159
2015-12-04 03:30:00,8996,12.95,-0.123,0.318,0,1.196,0.033,0.4322,0,1.932,0.033,0.4056,0,2.864,0.015,-3.408,0,-1.136,1.607
2015-12-04 03:45:00,8997,12.94,-0.173,0.318,0,1.187,0.025,0.4322,0,1.906,0.02,0.4056,0,2.843,0.016,-3.408,0,-1.818,1.7
2015-12-04 04:00:00,8998,12.96,-0.263,0.31772,0,1.167,0.022,0.4322,0,1.884,0.033,0.4056,0,2.83,0.02,-3.408,0,-0.909,1.507
2015-12-04 04:15:00,8999,12.94,-0.398,0.3174,0,1.141,0.028,0.4322,0,1.857,0.022,0.4056,0,2.816,0.015,-3.408,0,-1.136,1.607
2015-12-04 04:30:00,9000,12.93,-0.332,0.3174,0,1.126,0.023,0.4322,0,1.842,0.02,0.4056,0,2.807,0.02,-3.408,0,-0.909,1.507
2015-12-04 04:45:00,9001,12.92,-0.228,0.3174,0,1.111,0.024,0.4322,0,1.816,0.022,0.4056,0,2.802,0.022,-3.408,0,-1.136,1.607
2015-12-04 05:00:00,9002,12.94,-0.301,0.3174,0,1.101,0.025,0.4322,0,1.798,0.023,0.4056,0,2.792,0.019,-3.408,0,-0.682,1.363
2015-12-04 05:15:00,9003,12.92,-0.486,0.3174,0,1.087,0.032,0.4322,0,1.765,0.024,0.4056,0,2.781,0.023,-3.408,0,-1.363,1.67
2015-12-04 05:30:00,9004,12.91,-0.577,0.3174,0,1.065,0.024,0.4322,0,1.764,0.026,0.4056,0,2.773,0.016,-3.408,0,-1.363,1.67
2015-12-04 05:45:00,9005,12.9,-0.624,0.3174,0,1.05,0.032,0.4322,0,1.737,0.023,0.4056,0,2.759,0.019,-3.408,0,-0.909,1.507
2015-12-04 06:00:00,9006,12.92,-0.645,0.3174,0,1.043,0.019,0.4322,0,1.713,0.023,0.4056,0,2.746,0.013,-3.408,0,-0.682,1.363
2015-12-04 06:15:00,9007,12.9,-0.748,0.3174,0,1.025,0.023,0.4322,0,1.696,0.027,0.4056,0,2.731,0.013,-3.408,0,-1.818,1.7
2015-12-04 06:30:00,9008,12.89,-0.759,0.3174,0,1.001,0.023,0.4322,0,1.668,0.026,0.4056,0,2.725,0.014,-3.408,0,-1.591,1.7
2015-12-04 06:45:00,9009,12.89,-0.68,0.3167067,0,1.006,0.024,0.4322,0,1.647,0.031,0.4056,0,2.717,0.019,-3.408,0,-0.454,1.159
2015-12-04 07:00:00,9010,12.9,-0.641,0.3167067,0,0.986,0.026,0.4322,0,1.63,0.024,0.4056,0,2.709,0.017,-3.408,0,-0.909,1.507
2015-12-04 07:15:00,9011,12.88,-0.828,0.3167,0,0.967,0.027,0.4322,0,1.616,0.021,0.4056,0,2.696,0.013,-3.181,0.85,-0.682,1.363
2015-12-04 07:30:00,9012,12.88,-0.935,0.3167133,0,0.965,0.032,0.4322,0,1.597,0.021,0.4056,0,2.684,0.02,0.909,1.507,0.454,1.159
2015-12-04 07:45:00,9013,12.88,-1.053,0.3167067,0,0.945,0.025,0.4322,0,1.597,0.021,0.4056,0,2.67,0.026,10.23,4.488,7.499,3.564
2015-12-04 08:00:00,9014,14.03,-0.876,0.31672,0,0.937,0.025,0.4322,0,1.575,0.025,0.4056,0,2.67,0.019,40.45,18.46,24.54,7.49
2015-12-04 08:15:00,9015,15.07,0.906,0.3167,0,0.924,0.032,0.4322,0,1.549,0.025,0.4056,0,2.654,0.02,101.6,18.59,47.49,6.279
2015-12-04 08:30:00,9016,14.98,4.144,0.3167267,0,0.916,0.025,0.4322,0,1.532,0.015,0.4056,0,2.646,0.017,168.1,19.73,67.71,5.401
2015-12-04 08:45:00,9017,14.86,7.504,0.31672,0,0.901,0.028,0.4322,0,1.527,0.034,0.4056,0,2.637,0.025,236.9,19.88,84.3,4.725
2015-12-04 09:00:00,9018,14.79,10.12,0.3167267,0,0.89,0.021,0.4322,0,1.502,0.026,0.4056,0,2.621,0.019,302,16.14,99.2,4.279
2015-12-04 09:15:00,9019,14.74,11.9,0.3167,0,0.882,0.02,0.4322,0,1.481,0.023,0.4056,0,2.608,0.018,369.2,30.07,122.4,10.94
2015-12-04 09:30:00,9020,14.71,13.33,0.3167067,0,0.879,0.03,0.4324667,0,1.501,0.023,0.4056,0,2.601,0.021,441.6,18.66,162.6,14.68
2015-12-04 09:45:00,9021,14.67,14.47,0.3167,0,0.877,0.027,0.4327,0,1.47,0.022,0.4056,0,2.592,0.02,505.1,16.89,224.3,19.65
2015-12-04 10:00:00,9022,14.65,15.01,0.3167133,0,0.874,0.029,0.4327,0,1.476,0.018,0.4056,0,2.582,0.018,570,17.78,301.5,21.7
2015-12-04 10:15:00,9023,14.33,15.17,0.3167067,0,0.86,0.032,0.4327,0,1.461,0.024,0.4056,0,2.582,0.023,627.4,13.53,371.8,19.07
2015-12-04 10:30:00,9024,14.05,15.32,0.3167,0,0.873,0.029,0.4325667,0,1.481,0.032,0.4056,0,2.566,0.024,660.1,10.32,428.6,16.58
2015-12-04 10:45:00,9025,14.05,15.44,0.3167,0,0.903,0.035,0.4326,0,1.502,0.022,0.4056,0,2.557,0.021,688,14.89,483.3,20.14
2015-12-04 11:00:00,9026,14.06,15.38,0.3167,0,0.982,0.034,0.4327,0,1.567,0.035,0.4056,0,2.551,0.014,742.7,13.72,571.1,24.06
2015-12-04 11:15:00,9027,14.05,15.13,0.3167,0,1.096,0.053,0.4322333,0,1.64,0.039,0.4056,0,2.536,0.012,770.4,7.504,626.9,8.69
2015-12-04 11:30:00,9028,14.08,14.88,0.3167,0,1.283,0.068,0.4322,0,1.781,0.043,0.4056,0,2.53,0.019,762.3,6.806,644.7,11.31
2015-12-04 11:45:00,9029,14.1,14.71,0.3167,0,1.506,0.082,0.4322,0,1.953,0.051,0.4056,0,2.525,0.021,769.5,10.1,666.7,9.96
2015-12-04 12:00:00,9030,14.08,14.66,0.3167,0,1.775,0.08,0.4322,0,2.156,0.052,0.4056,0,2.514,0.025,799.1,7.322,715.1,10.41
2015-12-04 12:15:00,9031,14.05,14.75,0.3167,0,2.042,0.082,0.4319333,0,2.368,0.066,0.4056,0,2.5,0.01,802,3.204,743.2,7.287
2015-12-04 12:30:00,9032,14.05,14.89,0.3167,0,2.337,0.088,0.4317,0,2.596,0.072,0.4056,0,2.5,0.019,796.5,2.627,753.2,3.092
2015-12-04 12:45:00,9033,14.05,14.91,0.3161733,0,2.638,0.1,0.4317,0,2.816,0.067,0.4056,0,2.492,0.015,778.6,7.516,731.1,8.73
2015-12-04 13:00:00,9034,14.06,14.83,0.3160467,0,2.924,0.088,0.4317,0,3.037,0.063,0.4056,0,2.483,0.026,725,24.57,687.8,21.82
2015-12-04 13:15:00,9035,14.06,14.72,0.3160133,0,3.205,0.078,0.43138,0,3.262,0.058,0.4056,0,2.48,0.021,732.3,9.91,691.2,19.9
2015-12-04 13:30:00,9036,14.05,14.67,0.316,0,3.461,0.071,0.4313,0,3.457,0.059,0.4056,0,2.479,0.012,693.9,14.45,654.4,14.24
2015-12-04 13:45:00,9037,14.06,14.76,0.316,0,3.696,0.068,0.4313,0,3.641,0.055,0.4056,0,2.477,0.015,661.2,12.01,613.3,6.202
2015-12-04 14:00:00,9038,14.06,14.95,0.316,0,3.889,0.065,0.4313,0,3.801,0.048,0.4056,0,2.49,0.023,601.7,18.12,555.9,25.67
2015-12-04 14:15:00,9039,14.07,14.75,0.316,0,4.045,0.045,0.4313,0,3.94,0.041,0.4056,0,2.489,0.023,560.2,22.17,494.4,24.43
2015-12-04 14:30:00,9040,14.06,14.7,0.316,0,4.182,0.041,0.4309,0,4.073,0.045,0.4056,0,2.49,0.023,491.2,13.48,427.6,12.79
2015-12-04 14:45:00,9041,14.06,14.71,0.316,0,4.271,0.034,0.4308,0,4.169,0.03,0.4056,0,2.505,0.017,427.9,28.4,333,26.9
2015-12-04 15:00:00,9042,14.07,14.81,0.316,0,4.336,0.025,0.4308,0,4.255,0.034,0.4056,0,2.51,0.023,333.2,37.03,245.4,37.04
2015-12-04 15:15:00,9043,14.11,14.06,0.316,0,4.34,0.033,0.4308,0,4.321,0.02,0.4056,0,2.531,0.01,230.9,25.24,158.4,19.61
2015-12-04 15:30:00,9044,14.14,12.88,0.316,0,4.336,0.026,0.4308,0,4.382,0.024,0.4056,0,2.553,0.021,173.9,19.87,108.3,13.11
2015-12-04 15:45:00,9045,14.1,11.59,0.316,0,4.293,0.033,0.4308,0,4.403,0.011,0.4056,0,2.564,0.026,117.4,19.58,74.24,8.17
2015-12-04 16:00:00,9046,13.94,10.03,0.31596,0,4.208,0.033,0.4308,0,4.408,0.015,0.4056,0,2.587,0.025,70.39,16.9,46.55,9.44
2015-12-04 16:15:00,9047,13.67,8.3,0.31564,0,4.091,0.038,0.4308,0,4.401,0.013,0.4056,0,2.606,0.011,31.79,9.77,22.03,4.954
2015-12-04 16:30:00,9048,13.42,6.66,0.3154,0,3.965,0.041,0.4308,0,4.371,0.022,0.4056,0,2.631,0.021,11.13,3.827,8.4,3.488
2015-12-04 16:45:00,9049,13.27,5.274,0.3154,0,3.816,0.049,0.4308,0,4.325,0.023,0.4056,0,2.651,0.021,1.363,1.669,0.909,1.507
2015-12-04 17:00:00,9050,13.23,4.277,0.3154,0,3.654,0.055,0.4308,0,4.256,0.029,0.4056,0,2.681,0.017,-2.499,1.507,-0.454,1.158
2015-12-04 17:15:00,9051,13.19,3.607,0.3154,0,3.496,0.06,0.4308,0,4.181,0.032,0.4056,0,2.708,0.019,-3.408,0,-0.909,1.507
2015-12-04 17:30:00,9052,13.17,3.234,0.3154,0,3.339,0.052,0.4308,0,4.091,0.03,0.4056,0,2.744,0.017,-3.408,0,-1.136,1.606
2015-12-04 17:45:00,9053,13.15,3.076,0.3154,0,3.197,0.046,0.4308,0,4.014,0.03,0.4056,0,2.754,0.019,-3.408,0,-1.363,1.669
2015-12-04 18:00:00,9054,13.15,3.01,0.3154,0,3.068,0.035,0.4308,0,3.923,0.038,0.4056,0,2.783,0.015,-3.408,0,-0.682,1.363
2015-12-04 18:15:00,9055,13.13,2.894,0.3154,0,2.947,0.036,0.4308667,0,3.84,0.029,0.4056,0,2.801,0.023,-3.408,0,-1.136,1.606
2015-12-04 18:30:00,9056,13.11,2.741,0.3154,0,2.851,0.046,0.4310333,0,3.744,0.03,0.4056,0,2.822,0.02,-3.408,0,-1.59,1.7
2015-12-04 18:45:00,9057,13.1,2.58,0.3154,0,2.759,0.036,0.4313,0,3.667,0.031,0.4056,0,2.852,0.018,-3.408,0,-0.909,1.507
2015-12-04 19:00:00,9058,13.11,2.559,0.3154,0,2.649,0.029,0.4313,0,3.581,0.026,0.4056,0,2.868,0.021,-3.408,0,-1.136,1.607
2015-12-04 19:15:00,9059,13.09,2.508,0.3154,0,2.549,0.02,0.4313,0,3.507,0.031,0.40532,0,2.882,0.013,-3.408,0,-0.909,1.507
2015-12-04 19:30:00,9060,13.08,2.515,0.3154,0,2.475,0.037,0.4313,0,3.427,0.023,0.405,0,2.905,0.019,-3.408,0,-1.59,1.7
2015-12-04 19:45:00,9061,13.07,2.627,0.3154,0,2.388,0.038,0.4313,0,3.36,0.026,0.405,0,2.918,0.017,-3.408,0,-0.909,1.507
2015-12-04 20:00:00,9062,13.09,2.741,0.3154,0,2.333,0.045,0.4313,0,3.273,0.021,0.405,0,2.936,0.014,-3.408,0,-1.363,1.67
2015-12-04 20:15:00,9063,13.07,2.75,0.3154,0,2.275,0.025,0.4313,0,3.217,0.026,0.405,0,2.953,0.015,-3.408,0,-1.59,1.7
2015-12-04 20:30:00,9064,13.06,2.832,0.3154,0,2.226,0.028,0.4313,0,3.145,0.021,0.405,0,2.953,0.017,-3.408,0,-1.59,1.7
2015-12-04 20:45:00,9065,13.05,2.815,0.3154,0,2.195,0.026,0.4313,0,3.1,0.021,0.405,0,2.96,0.02,-3.408,0,-1.59,1.7
2015-12-04 21:00:00,9066,13.06,2.801,0.3154,0,2.144,0.022,0.4313,0,3.049,0.026,0.405,0,2.977,0.021,-3.408,0,-0.909,1.507
2015-12-04 21:15:00,9067,13.05,2.849,0.3154133,0,2.1,0.019,0.4313,0,2.993,0.02,0.405,0,2.983,0.026,-3.408,0,-1.363,1.67
2015-12-04 21:30:00,9068,13.04,3.017,0.3154133,0,2.055,0.02,0.4312933,0,2.939,0.018,0.405,0,2.99,0.02,-3.408,0,-1.136,1.606
2015-12-04 21:45:00,9069,13.04,3.14,0.3154067,0,2.012,0.016,0.43162,0,2.895,0.022,0.405,0,2.987,0.011,-3.408,0,-0.909,1.507
2015-12-04 22:00:00,9070,13.05,3.235,0.3154067,0,1.99,0.027,0.43154,0,2.853,0.029,0.405,0,3,0.015,-3.408,0,-0.454,1.158
2015-12-04 22:15:00,9071,13.04,3.313,0.3154067,0,1.967,0.018,0.4317,0,2.813,0.016,0.405,0,3,0.022,-3.408,0,-1.136,1.606
2015-12-04 22:30:00,9072,13.03,3.421,0.3154067,0,1.944,0.018,0.4317,0,2.777,0.022,0.405,0,2.992,0.016,-3.408,0,-1.363,1.669
2015-12-04 22:45:00,9073,13.03,3.398,0.3154267,0,1.921,0.026,0.4315667,0,2.743,0.025,0.405,0,2.992,0.022,-3.408,0,-1.817,1.7
2015-12-04 23:00:00,9074,13.04,3.229,0.3154267,0,1.903,0.024,0.4312933,0,2.714,0.023,0.405,0,2.989,0.022,-3.408,0,-1.136,1.606
2015-12-04 23:15:00,9075,13.03,2.938,0.3154267,0,1.877,0.028,0.4313,0,2.67,0.024,0.405,0,2.997,0.027,-3.408,0,-1.363,1.669
2015-12-04 23:30:00,9076,13.02,2.684,0.31544,0,1.839,0.021,0.4314333,0,2.642,0.021,0.405,0,2.986,0.017,-3.408,0,-0.909,1.507
2015-12-04 23:45:00,9077,13.01,2.528,0.3154333,0,1.802,0.022,0.4317,0,2.602,0.022,0.405,0,2.99,0.031,-3.408,0,-1.363,1.67
2015-12-05 00:00:00,9078,13.03,2.458,0.31546,0,1.768,0.02,0.4317,0,2.564,0.019,0.405,0,2.985,0.018,-3.408,0,-1.59,1.7
2015-12-05 00:15:00,9079,13.01,2.223,0.31546,0,1.726,0.03,0.4317,0,2.537,0.03,0.405,0,2.985,0.023,-3.408,0,-1.363,1.67
2015-12-05 00:30:00,9080,13,1.98,0.3154933,0,1.691,0.024,0.4317,0,2.507,0.019,0.405,0,2.976,0.028,-3.408,0,-1.59,1.7
2015-12-05 00:45:00,9081,13,1.855,0.3154733,0,1.65,0.032,0.4317,0,2.473,0.019,0.405,0,2.974,0.021,-3.408,0,-0.909,1.507
2015-12-05 01:00:00,9082,13.01,1.775,0.3154733,0,1.618,0.02,0.4317,0,2.439,0.021,0.405,0,2.981,0.017,-3.408,0,-1.591,1.7
2015-12-05 01:15:00,9083,12.99,1.589,0.3154933,0,1.583,0.031,0.4317,0,2.411,0.03,0.405,0,2.963,0.028,-3.408,0,-1.591,1.7
2015-12-05 01:30:00,9084,12.98,1.709,0.31548,0,1.554,0.015,0.4317,0,2.37,0.022,0.405,0,2.956,0.019,-3.408,0,-0.682,1.363
2015-12-05 01:45:00,9085,12.98,1.981,0.3155,0,1.534,0.02,0.4317,0,2.338,0.02,0.405,0,2.957,0.022,-3.408,0,-1.363,1.67
2015-12-05 02:00:00,9086,12.99,2.201,0.31522,0,1.52,0.024,0.4317,0,2.31,0.017,0.405,0,2.936,0.015,-3.408,0,-0.682,1.363
2015-12-05 02:15:00,9087,12.98,2.246,0.3148,0,1.509,0.02,0.4317,0,2.286,0.016,0.405,0,2.94,0.014,-3.408,0,-2.272,1.607
2015-12-05 02:30:00,9088,12.97,2.309,0.3148,0,1.507,0.029,0.4317,0,2.247,0.015,0.405,0,2.942,0.017,-3.408,0,-1.59,1.7
2015-12-05 02:45:00,9089,12.96,2.349,0.3148,0,1.496,0.017,0.4317,0,2.241,0.016,0.405,0,2.938,0.021,-3.408,0,-1.363,1.67
2015-12-05 03:00:00,9090,12.98,2.349,0.3148,0,1.482,0.023,0.4317,0,2.215,0.02,0.405,0,2.923,0.029,-3.408,0,-1.136,1.607
2015-12-05 03:15:00,9091,12.96,2.282,0.3148,0,1.486,0.015,0.4317,0,2.193,0.019,0.405,0,2.906,0.017,-3.408,0,-1.59,1.7
2015-12-05 03:30:00,9092,12.95,2.276,0.3148,0,1.474,0.028,0.4317,0,2.174,0.026,0.405,0,2.911,0.018,-3.408,0,-0.909,1.507
2015-12-05 03:45:00,9093,12.94,2.196,0.3148,0,1.473,0.02,0.4317,0,2.153,0.02,0.405,0,2.892,0.019,-3.408,0,-1.818,1.7
2015-12-05 04:00:00,9094,12.96,1.956,0.3148,0,1.461,0.026,0.4317,0,2.141,0.026,0.405,0,2.887,0.01,-3.408,0,-1.136,1.607
2015-12-05 04:15:00,9095,12.94,1.624,0.3148,0,1.457,0.028,0.4317,0,2.128,0.017,0.405,0,2.876,0.016,-3.408,0,-1.363,1.67
2015-12-05 04:30:00,9096,12.93,1.427,0.3148,0,1.442,0.03,0.4317,0,2.097,0.016,0.405,0,2.869,0.026,-3.408,0,-1.136,1.607
2015-12-05 04:45:00,9097,12.92,1.286,0.3148,0,1.433,0.024,0.4317,0,2.083,0.018,0.405,0,2.849,0.022,-3.408,0,-1.591,1.7
2015-12-05 05:00:00,9098,12.93,1.267,0.3148,0,1.413,0.019,0.4317,0,2.064,0.028,0.405,0,2.868,0.018,-3.408,0,-0.909,1.507
2015-12-05 05:15:00,9099,12.91,1.285,0.3148,0,1.389,0.025,0.4317,0,2.05,0.015,0.405,0,2.857,0.014,-3.408,0,-0.682,1.363
2015-12-05 05:30:00,9100,12.91,1.333,0.3148,0,1.364,0.026,0.4317,0,2.025,0.023,0.405,0,2.846,0.02,-3.408,0,-0.682,1.363
2015-12-05 05:45:00,9101,12.9,1.073,0.3148,0,1.372,0.022,0.4317,0,2.017,0.018,0.405,0,2.833,0.025,-3.408,0,-1.818,1.7
2015-12-05 06:00:00,9102,12.91,0.68,0.3148,0,1.339,0.024,0.4317,0,2.002,0.018,0.405,0,2.834,0.02,-3.408,0,-0.909,1.507
