TOA5,HiResAlp_I1 IP by B2,CR1000,E8768,CR1000.Std.27.04,CPU:150901_ModemStation.CR1,10337,MeteoVal,,,,,,,,,,,,
TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Avg,SWC_02_Avg,SWC_02_Std,ST_02_Avg,ST_02_Std,SWC_05_Avg,SWC_05_Std,ST_05_Avg,ST_05_Std,SWC_20_Avg,SWC_20_Std,ST_20_Avg,ST_20_Std,PARup_Avg,PARup_Std,PARdn_Avg,PARdn_Std
TS,RN,Volts,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,umol/m2s1,umol/m2s1,umol/m2s1,umol/m2s1
,,Avg,Avg,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std
2016-01-29 02:15:00,14367,12.91,-3.266,0.3392067,0,0.031,0.023,0.2513,0,0.054,0.018,0.3859,0,0.421,0.017,-3.409,0,-1.136,1.607
2016-01-29 02:30:00,14368,12.9,-3.311,0.3386067,0,0.021,0.023,0.25172,0,0.058,0.021,0.3859,0,0.425,0.022,-3.409,0,-1.364,1.67
2016-01-29 02:45:00,14369,12.89,-3.345,0.3386067,0,0.033,0.033,0.252,0,0.057,0.028,0.3859,0,0.422,0.02,-3.409,0,-0.909,1.508
2016-01-29 03:00:00,14370,12.9,-3.354,0.3383733,0,0.024,0.032,0.252,0,0.06,0.02,0.3859,0,0.43,0.024,-3.41,0,-0.227,0.85
2016-01-29 03:15:00,14371,12.88,-3.374,0.338,0,0.024,0.038,0.252,0,0.058,0.025,0.3859,0,0.425,0.023,-3.409,0,-0.909,1.508
2016-01-29 03:30:00,14372,12.87,-3.259,0.338,0,0.028,0.023,0.2521867,0,0.047,0.023,0.3859,0,0.43,0.018,-3.409,0,-0.455,1.159
2016-01-29 03:45:00,14373,12.86,-3.185,0.33756,0,0.018,0.026,0.2525933,0,0.056,0.018,0.3859,0,0.43,0.021,-3.409,0,-1.136,1.607
2016-01-29 04:00:00,14374,12.88,-3.124,0.3374,0,0.037,0.031,0.2520467,0,0.055,0.021,0.3859,0,0.432,0.02,-3.409,0,-0.909,1.508
2016-01-29 04:15:00,14375,12.86,-3.026,0.3374,0,0.031,0.026,0.252,0,0.065,0.026,0.3859,0,0.42,0.021,-3.409,0,-1.136,1.607
2016-01-29 04:30:00,14376,12.85,-3.039,0.33692,0,0.003,0.027,0.252,0,0.054,0.024,0.3859,0,0.432,0.022,-3.409,0,-0.682,1.364
2016-01-29 04:45:00,14377,12.84,-3.11,0.3368,0,0.022,0.03,0.25254,0,0.053,0.017,0.3859,0,0.43,0.023,-3.409,0,-0.455,1.159
2016-01-29 05:00:00,14378,12.86,-3.04,0.33668,0,0.022,0.023,0.2526933,0,0.061,0.025,0.3859,0,0.432,0.025,-3.409,0,-1.364,1.67
2016-01-29 05:15:00,14379,12.84,-3.074,0.3362,0,0.039,0.027,0.2526866,0,0.053,0.019,0.3859,0,0.437,0.015,-3.409,0,-0.682,1.364
2016-01-29 05:30:00,14380,12.83,-2.902,0.3362,0,0.039,0.023,0.2526866,0,0.052,0.018,0.3859,0,0.427,0.019,-3.409,0,-1.136,1.607
2016-01-29 05:45:00,14381,12.83,-2.536,0.33572,0,0.022,0.024,0.253,0,0.055,0.02,0.3859,0,0.428,0.018,-3.409,0,-0.909,1.508
2016-01-29 06:00:00,14382,12.85,-2.179,0.3356,0,0.027,0.022,0.2533267,0,0.059,0.019,0.3859,0,0.431,0.016,-3.409,0,0,0
2016-01-29 06:15:00,14383,12.83,-1.897,0.33552,0,0.028,0.03,0.25352,0,0.053,0.014,0.3859,0,0.428,0.021,-3.409,0,-0.455,1.159
2016-01-29 06:30:00,14384,12.83,-1.649,0.335,0,0.035,0.019,0.2540067,0,0.063,0.038,0.3859,0,0.436,0.016,-3.409,0,-1.136,1.607
2016-01-29 06:45:00,14385,12.83,-1.503,0.335,0,0.018,0.025,0.2540067,0,0.051,0.033,0.3859,0,0.437,0.019,-3.409,0,-0.909,1.507
2016-01-29 07:00:00,14386,12.84,-1.453,0.33484,0,0.027,0.025,0.2541867,0,0.061,0.021,0.3859,0,0.439,0.023,-3.409,0,-0.909,1.507
2016-01-29 07:15:00,14387,12.83,-1.581,0.3344,0,0.023,0.027,0.2547,0,0.046,0.029,0.3859,0,0.434,0.017,-3.409,0,-0.909,1.507
2016-01-29 07:30:00,14388,12.82,-1.686,0.3344,0,0.032,0.022,0.2547,0,0.072,0.033,0.3859,0,0.429,0.019,-0.909,1.507,-0.909,1.507
2016-01-29 07:45:00,14389,12.82,-1.763,0.33436,0,0.025,0.032,0.2547,0,0.055,0.02,0.3859,0,0.43,0.014,3.864,3.015,0,0
2016-01-29 08:00:00,14390,12.85,-1.785,0.3338,0,0.016,0.027,0.2547,0,0.051,0.032,0.3853,0,0.435,0.029,15.23,3.262,0,0
2016-01-29 08:15:00,14391,12.87,-1.789,0.3338,0,0.02,0.017,0.2551666,0,0.064,0.035,0.3853,0,0.428,0.02,30.91,5.767,0,0
2016-01-29 08:30:00,14392,12.96,-1.598,0.3335666,0,0.028,0.027,0.2548867,0,0.06,0.02,0.3853,0,0.429,0.017,60.45,15.87,0.682,1.364
2016-01-29 08:45:00,14393,14.88,-0.764,0.3331,0,0.026,0.019,0.2547,0,0.065,0.022,0.3853,0,0.426,0.018,222.2,51.78,10.45,3.401
2016-01-29 09:00:00,14394,15.04,2.133,0.3331,0,0.025,0.027,0.2547,0,0.054,0.017,0.3853,0,0.433,0.027,317.9,21.75,15.68,1.67
2016-01-29 09:15:00,14395,14.95,5.015,0.3331,0,0.031,0.027,0.2548867,0,0.057,0.026,0.3853,0,0.438,0.018,393,21.88,17.04,0.001
2016-01-29 09:30:00,14396,14.87,7.274,0.33266,0,0.018,0.023,0.2554,0,0.063,0.02,0.3853,0,0.433,0.013,466.8,20.44,19.76,1.362
2016-01-29 09:45:00,14397,14.84,8.8,0.3325,0,0.018,0.021,0.2554,0,0.049,0.034,0.3853,0,0.435,0.021,536.2,19.71,23.85,1.243
2016-01-29 10:00:00,14398,14.83,9.63,0.3325,0,0.033,0.025,0.2554,0,0.048,0.029,0.3853,0,0.431,0.025,603.4,19.27,27.48,0.85
2016-01-29 10:15:00,14399,14.82,10.11,0.3325,0,0.026,0.019,0.25554,0,0.053,0.023,0.3853,0,0.439,0.02,665.8,17.56,31.34,1.362
2016-01-29 10:30:00,14400,14.83,10.48,0.3325,0,0.025,0.03,0.2561,0,0.064,0.028,0.3853,0,0.436,0.022,722.3,14.84,34.97,1.506
2016-01-29 10:45:00,14401,14.8,10.54,0.3325,0,0.022,0.024,0.2561,0,0.055,0.02,0.3853,0,0.434,0.022,775.9,14.93,38.37,1.506
2016-01-29 11:00:00,14402,14.21,10.57,0.3325,0,0.016,0.032,0.2561,0,0.066,0.029,0.3853,0,0.431,0.02,821,13.27,41.55,1.362
2016-01-29 11:15:00,14403,14.2,10.55,0.3325,0,0.022,0.031,0.2565466,0,0.067,0.026,0.3853,0,0.438,0.021,863,10.68,44.96,1.362
2016-01-29 11:30:00,14404,14.2,10.61,0.33262,0,0.029,0.025,0.25706,0,0.059,0.02,0.3853,0,0.43,0.028,895,9.09,47.68,0
2016-01-29 11:45:00,14405,14.2,10.7,0.3333333,0,0.02,0.024,0.2574,0,0.064,0.02,0.3852333,0,0.435,0.026,922,7.108,51.54,2.106
2016-01-29 12:00:00,14406,14.21,10.64,0.33436,0,0.024,0.026,0.2574,0,0.06,0.018,0.3848,0,0.43,0.02,942,4.785,55.86,1.669
2016-01-29 12:15:00,14407,14.2,10.56,0.33512,0,0.027,0.018,0.2574067,0,0.051,0.026,0.3848,0,0.439,0.016,953,2.628,57.9,0
2016-01-29 12:30:00,14408,14.2,10.45,0.3356,0,0.019,0.024,0.25754,0,0.054,0.026,0.3848,0,0.436,0.017,959,1.699,58.81,1.506
2016-01-29 12:45:00,14409,14.17,10.39,0.3362,0,0.035,0.024,0.2577733,0,0.057,0.028,0.3848,0,0.436,0.023,957,2.446,61.31,0
2016-01-29 13:00:00,14410,14.17,10.36,0.33668,0,0.02,0.035,0.2574133,0,0.057,0.017,0.3848,0,0.44,0.018,947,4.284,61.31,0
2016-01-29 13:15:00,14411,14.17,10.4,0.33716,0,0.015,0.029,0.2574133,0,0.061,0.029,0.3848,0,0.441,0.017,930,6.518,61.31,0
2016-01-29 13:30:00,14412,14.17,10.79,0.33756,0,0.012,0.027,0.25742,0,0.067,0.023,0.3848,0,0.432,0.018,906,7.757,59.95,1.669
2016-01-29 13:45:00,14413,14.16,11.22,0.33816,0,0.022,0.026,0.2580133,0,0.059,0.033,0.3848,0,0.436,0.019,874,10.74,57.9,0.001
2016-01-29 14:00:00,14414,14.16,11.56,0.3387667,0,0.017,0.025,0.2581,0,0.061,0.03,0.3848,0,0.439,0.02,833,11.57,54.72,0.85
2016-01-29 14:15:00,14415,14.16,11.93,0.3394133,0,0.015,0.03,0.2581,0,0.059,0.027,0.3848,0,0.433,0.021,791.5,13.38,51.54,1.157
2016-01-29 14:30:00,14416,14.11,12.48,0.3401,0,0.025,0.021,0.2581,0,0.059,0.018,0.3848,0,0.437,0.021,738.5,16.17,47.45,0.85
2016-01-29 14:45:00,14417,14.11,12.86,0.34058,0,0.016,0.022,0.2585667,0,0.056,0.023,0.3848,0,0.439,0.018,678.3,18.88,42.91,1.669
2016-01-29 15:00:00,14418,14.12,12.99,0.34122,0,0.016,0.031,0.2588,0,0.051,0.026,0.3848,0,0.436,0.015,616.3,18.52,38.82,1.668
2016-01-29 15:15:00,14419,14.11,13.06,0.34186,0,0.024,0.02,0.2588,0,0.06,0.025,0.3848,0,0.445,0.018,550.3,20.59,33.37,1.845
2016-01-29 15:30:00,14420,14.1,13.03,0.3425,0,0.027,0.025,0.2588,0,0.06,0.019,0.3848,0,0.434,0.021,479.9,20.37,28.15,1.953
2016-01-29 15:45:00,14421,14.1,12.92,0.34314,0,0.026,0.02,0.2589867,0,0.058,0.021,0.3848,0,0.432,0.022,407.7,21.15,22.02,1.699
2016-01-29 16:00:00,14422,14.11,12.67,0.34366,0,0.026,0.028,0.2595867,0,0.058,0.018,0.3848,0,0.443,0.02,333.9,21.28,17.48,1.157
2016-01-29 16:15:00,14423,14.16,12.25,0.3441,0,0.015,0.027,0.26018,0,0.061,0.011,0.3848,0,0.437,0.022,259,21.3,15.21,1.699
2016-01-29 16:30:00,14424,14.17,11.74,0.34466,0,0.044,0.032,0.2601667,0,0.064,0.023,0.3848,0,0.437,0.016,187.3,20.62,9.76,2.105
2016-01-29 16:45:00,14425,14.07,11.08,0.34494,0,0.025,0.025,0.2601733,0,0.06,0.015,0.3848,0,0.43,0.022,118.5,18.74,5.449,1.668
2016-01-29 17:00:00,14426,13.8,9.92,0.3453,0,0.028,0.026,0.2601533,0,0.055,0.025,0.3848,0,0.43,0.022,58.58,15.69,0.227,0.85
2016-01-29 17:15:00,14427,13.51,7.718,0.3453,0,0.027,0.027,0.2606,0,0.072,0.024,0.3848,0,0.433,0.029,16.58,6.446,0,0
2016-01-29 17:30:00,14428,13.3,5.252,0.3453,0,0.025,0.028,0.2601667,0,0.059,0.027,0.3848,0,0.43,0.017,2.498,2.629,-0.227,0.85
2016-01-29 17:45:00,14429,13.21,3.23,0.3453,0,0.03,0.018,0.2601533,0,0.061,0.025,0.3848,0,0.439,0.018,-2.045,1.669,-1.817,1.7
2016-01-29 18:00:00,14430,13.19,1.69,0.3453,0,0.008,0.02,0.26012,0,0.046,0.023,0.3848,0,0.445,0.022,-3.408,0,-1.363,1.67
2016-01-29 18:15:00,14431,13.16,0.39,0.3453,0,0.02,0.022,0.26026,0,0.056,0.023,0.3848,0,0.431,0.023,-3.408,0,-0.682,1.363
2016-01-29 18:30:00,14432,13.13,-0.559,0.3453,0,0.012,0.012,0.2608,0,0.061,0.023,0.3848,0,0.432,0.024,-3.408,0,-0.909,1.507
2016-01-29 18:45:00,14433,13.11,-1.329,0.3453,0,0.014,0.027,0.2608,0,0.059,0.025,0.3848,0,0.426,0.016,-3.408,0,-1.136,1.607
2016-01-29 19:00:00,14434,13.11,-1.932,0.3449,0,0.018,0.025,0.26082,0,0.059,0.03,0.3848,0,0.435,0.02,-3.409,0,-0.682,1.364
2016-01-29 19:15:00,14435,13.09,-2.417,0.3447,0,0.017,0.02,0.2608133,0,0.066,0.018,0.3848,0,0.438,0.018,-3.409,0,-1.136,1.607
2016-01-29 19:30:00,14436,13.07,-2.69,0.3447,0,0.022,0.015,0.2612733,0,0.057,0.027,0.3848,0,0.433,0.023,-3.409,0,-1.591,1.701
2016-01-29 19:45:00,14437,13.06,-2.866,0.3447,0,0.015,0.026,0.2615,0,0.059,0.043,0.3848,0,0.425,0.02,-3.409,0,-1.591,1.701
2016-01-29 20:00:00,14438,13.07,-3.039,0.34446,0,0.02,0.036,0.2615,0,0.059,0.015,0.3848,0,0.432,0.02,-3.409,0,-0.909,1.508
2016-01-29 20:15:00,14439,13.05,-3.242,0.3441,0,0.031,0.024,0.2615,0,0.051,0.028,0.3848,0,0.436,0.018,-3.409,0,-0.455,1.159
2016-01-29 20:30:00,14440,13.03,-3.288,0.3441,0,0.029,0.025,0.2615,0,0.065,0.022,0.3848,0,0.432,0.018,-3.409,0,-1.818,1.701
2016-01-29 20:45:00,14441,13.02,-3.224,0.3441,0,0.024,0.018,0.2621067,0,0.056,0.023,0.3848,0,0.434,0.018,-3.409,0,-1.136,1.607
2016-01-29 21:00:00,14442,13.04,-3.112,0.34394,0,0.024,0.027,0.2622,0,0.046,0.031,0.3848,0,0.433,0.021,-3.409,0,-1.136,1.607
2016-01-29 21:15:00,14443,13.01,-3.056,0.34378,0,0.015,0.025,0.2622,0,0.055,0.02,0.3848,0,0.436,0.017,-3.409,0,-1.136,1.607
2016-01-29 21:30:00,14444,13,-2.944,0.3435,0,0.022,0.021,0.2627133,0,0.056,0.015,0.3848,0,0.436,0.017,-3.409,0,-1.591,1.701
2016-01-29 21:45:00,14445,13,-2.846,0.3435,0,0.028,0.015,0.26288,0,0.065,0.027,0.3848,0,0.438,0.018,-3.409,0,-0.909,1.508
2016-01-29 22:00:00,14446,13.01,-2.838,0.3435,0,0.013,0.026,0.2629733,0,0.065,0.026,0.3848,0,0.438,0.02,-3.409,0,-0.682,1.364
2016-01-29 22:15:00,14447,12.99,-2.892,0.34302,0,0.026,0.028,0.2633267,0,0.056,0.019,0.3848,0,0.439,0.016,-3.409,0,-1.136,1.607
2016-01-29 22:30:00,14448,12.98,-2.83,0.3429,0,0.016,0.029,0.2629,0,0.068,0.017,0.3848,0,0.436,0.023,-3.409,0,-1.136,1.607
2016-01-29 22:45:00,14449,12.98,-2.753,0.3429,0,0.02,0.018,0.2628933,0,0.056,0.02,0.3848,0,0.437,0.018,-3.409,0,-0.682,1.364
2016-01-29 23:00:00,14450,12.99,-2.678,0.34274,0,0.032,0.031,0.26286,0,0.059,0.01,0.3848,0,0.445,0.023,-3.409,0,-0.455,1.159
2016-01-29 23:15:00,14451,12.98,-2.698,0.3423,0,0.022,0.016,0.2629667,0,0.055,0.025,0.3848,0,0.436,0.021,-3.409,0,-1.364,1.67
2016-01-29 23:30:00,14452,12.97,-2.667,0.3423,0,0.014,0.022,0.2635266,0,0.063,0.018,0.3848,0,0.431,0.018,-3.409,0,-0.455,1.159
2016-01-29 23:45:00,14453,12.96,-2.582,0.3423,0,0.016,0.025,0.26354,0,0.062,0.021,0.3848,0,0.439,0.021,-3.409,0,-0.682,1.364
2016-01-30 00:00:00,14454,12.98,-2.464,0.34186,0,0.022,0.021,0.26352,0,0.057,0.023,0.3848,0,0.427,0.018,-3.409,0,-0.682,1.364
2016-01-30 00:15:00,14455,12.96,-2.379,0.3417,0,0.032,0.022,0.26352,0,0.057,0.022,0.3848,0,0.437,0.018,-3.409,0,-0.455,1.159
2016-01-30 00:30:00,14456,12.95,-2.16,0.3417,0,0.026,0.023,0.2636467,0,0.057,0.02,0.3848,0,0.438,0.02,-3.409,0,-1.136,1.607
2016-01-30 00:45:00,14457,12.94,-2.126,0.34154,0,0.024,0.028,0.2642,0,0.058,0.024,0.3848,0,0.44,0.01,-3.409,0,-1.136,1.607
2016-01-30 01:00:00,14458,12.96,-2.327,0.3411,0,0.029,0.026,0.2642,0,0.067,0.019,0.3848,0,0.44,0.017,-3.409,0,-1.364,1.67
2016-01-30 01:15:00,14459,12.94,-2.637,0.3411,0,0.021,0.023,0.2642,0,0.06,0.037,0.3848,0,0.438,0.023,-3.409,0,-1.818,1.701
2016-01-30 01:30:00,14460,12.93,-2.857,0.34102,0,0.03,0.024,0.2642,0,0.067,0.022,0.3848,0,0.441,0.026,-3.409,0,-0.909,1.508
2016-01-30 01:45:00,14461,12.92,-2.987,0.3405,0,0.035,0.021,0.2642466,0,0.065,0.021,0.3848,0,0.444,0.019,-3.409,0,-0.909,1.508
2016-01-30 02:00:00,14462,12.93,-2.976,0.3405,0,0.017,0.013,0.2649,0,0.056,0.027,0.3848,0,0.437,0.019,-3.409,0,-1.136,1.607
2016-01-30 02:15:00,14463,12.92,-2.897,0.3405,0,0.018,0.024,0.2649,0,0.061,0.042,0.3848,0,0.423,0.023,-3.409,0,-0.227,0.85
2016-01-30 02:30:00,14464,12.91,-2.704,0.3401,0,0.02,0.019,0.2649,0,0.062,0.033,0.3848,0,0.441,0.013,-3.409,0,-0.455,1.159
2016-01-30 02:45:00,14465,12.9,-2.53,0.3399,0,0.017,0.021,0.2649,0,0.056,0.03,0.3848,0,0.445,0.025,-3.409,0,-0.909,1.508
2016-01-30 03:00:00,14466,12.91,-2.552,0.3399,0,0.027,0.024,0.2649,0,0.056,0.019,0.3848,0,0.431,0.019,-3.409,0,-0.909,1.508
2016-01-30 03:15:00,14467,12.89,-2.801,0.3395,0,0.027,0.028,0.2655067,0,0.06,0.024,0.3848,0,0.432,0.019,-3.409,0,-0.909,1.508
2016-01-30 03:30:00,14468,12.88,-3.06,0.3392467,0,0.024,0.028,0.26614,0,0.064,0.029,0.38452,0,0.435,0.015,-3.409,0,-0.455,1.159
2016-01-30 03:45:00,14469,12.87,-3.275,0.3392533,0,0.023,0.027,0.2656733,0,0.067,0.02,0.3842,0,0.444,0.029,-3.409,0,0,0
2016-01-30 04:00:00,14470,12.88,-3.475,0.33872,0,0.03,0.03,0.2656,0,0.061,0.028,0.3842,0,0.433,0.014,-3.409,0,0,0
2016-01-30 04:15:00,14471,12.86,-3.701,0.3386,0,0.02,0.025,0.2656,0,0.069,0.022,0.3842,0,0.436,0.016,-3.41,0,-0.227,0.85
2016-01-30 04:30:00,14472,12.85,-3.812,0.33852,0,0.034,0.019,0.2655867,0,0.066,0.024,0.3842,0,0.436,0.021,-3.41,0,-0.455,1.159
2016-01-30 04:45:00,14473,12.85,-3.745,0.338,0,0.022,0.029,0.26576,0,0.061,0.032,0.3842,0,0.433,0.021,-3.41,0,-0.455,1.159
2016-01-30 05:00:00,14474,12.86,-3.455,0.338,0,0.031,0.021,0.2662266,0,0.065,0.034,0.3842,0,0.436,0.014,-3.41,0,0,0
2016-01-30 05:15:00,14475,12.84,-3.248,0.33772,0,0.022,0.022,0.26622,0,0.062,0.025,0.3842,0,0.432,0.017,-3.409,0,0,0
2016-01-30 05:30:00,14476,12.83,-2.879,0.3374,0,0.025,0.023,0.2662333,0,0.058,0.031,0.3842,0,0.43,0.023,-3.409,0,-0.682,1.364
2016-01-30 05:45:00,14477,12.83,-2.584,0.3374,0,0.02,0.024,0.2662266,0,0.053,0.016,0.3842,0,0.436,0.017,-3.409,0,-1.364,1.67
2016-01-30 06:00:00,14478,12.85,-2.532,0.33732,0,0.033,0.032,0.2662266,0,0.054,0.02,0.3842,0,0.436,0.021,-3.409,0,-0.227,0.85
2016-01-30 06:15:00,14479,12.83,-2.653,0.3368,0,0.025,0.028,0.2665333,0,0.065,0.021,0.3842,0,0.434,0.014,-3.409,0,-0.455,1.159
2016-01-30 06:30:00,14480,12.82,-2.528,0.3368,0,0.033,0.031,0.2669,0,0.052,0.027,0.3842,0,0.437,0.02,-3.409,0,-0.682,1.364
2016-01-30 06:45:00,14481,12.82,-2.303,0.33652,0,0.025,0.032,0.2669,0,0.069,0.031,0.3842,0,0.436,0.022,-3.409,0,-0.682,1.364
2016-01-30 07:00:00,14482,12.84,-2.179,0.3362,0,0.028,0.026,0.2669,0,0.072,0.037,0.3842,0,0.435,0.017,-3.409,0,-0.227,0.85
2016-01-30 07:15:00,14483,12.82,-2.319,0.3362,0,0.038,0.02,0.2669,0,0.065,0.028,0.3842,0,0.445,0.016,-3.409,0,-0.227,0.85
2016-01-30 07:30:00,14484,12.82,-2.563,0.3358,0,0.027,0.019,0.2669,0,0.077,0.023,0.3842,0,0.439,0.018,-1.136,1.607,-0.455,1.159
2016-01-30 07:45:00,14485,12.81,-2.57,0.3356,0,0.022,0.019,0.26732,0,0.069,0.024,0.3842,0,0.439,0.031,1.591,1.701,0,0
2016-01-30 08:00:00,14486,12.83,-2.514,0.3356,0,0.022,0.031,0.2676,0,0.06,0.026,0.3842,0,0.441,0.016,8.64,3.015,0,0
2016-01-30 08:15:00,14487,12.83,-2.501,0.3352,0,0.028,0.029,0.2676,0,0.052,0.036,0.3842,0,0.436,0.022,20.46,8.98,0,0
2016-01-30 08:30:00,14488,12.9,-2.419,0.335,0,0.029,0.026,0.2676,0,0.057,0.018,0.3842,0,0.443,0.014,55.23,7.28,2.046,1.67
2016-01-30 08:45:00,14489,12.95,-2.295,0.335,0,0.033,0.019,0.2676,0,0.067,0.032,0.3842,0,0.445,0.017,73.86,8.77,3.409,0
2016-01-30 09:00:00,14490,13.02,-2.158,0.33472,0,0.015,0.025,0.2676,0,0.064,0.02,0.3842,0,0.433,0.023,85,7.308,3.409,0
2016-01-30 09:15:00,14491,13.07,-2.068,0.3344,0,0.014,0.025,0.2682,0,0.061,0.025,0.3842,0,0.448,0.016,98,10.3,3.636,0.85
2016-01-30 09:30:00,14492,13.12,-1.88,0.3344,0,0.017,0.018,0.2682933,0,0.066,0.027,0.3842,0,0.434,0.019,110.9,13.85,5,1.701
2016-01-30 09:45:00,14493,13.15,-1.724,0.3344,0,0.028,0.024,0.2682866,0,0.081,0.029,0.3842,0,0.434,0.025,106.8,10.9,4.545,1.607
2016-01-30 10:00:00,14494,13.22,-1.623,0.3341733,0,0.042,0.017,0.26828,0,0.066,0.028,0.384,0,0.439,0.021,121.8,18.31,5.682,1.607
2016-01-30 10:15:00,14495,13.33,-1.573,0.3337666,0,0.031,0.021,0.2683,0,0.064,0.027,0.3837,0,0.443,0.018,137.5,11.45,6.818,0
2016-01-30 10:30:00,14496,13.47,-1.423,0.33376,0,0.03,0.015,0.2682866,0,0.067,0.019,0.3837,0,0.442,0.017,194.5,25.1,10,1.955
2016-01-30 10:45:00,14497,13.59,-1.266,0.3337866,0,0.031,0.031,0.2682933,0,0.066,0.03,0.3837,0,0.449,0.02,188.4,37.39,9.09,2.689
2016-01-30 11:00:00,14498,13.66,-1.144,0.3331867,0,0.006,0.022,0.2688066,0,0.063,0.016,0.3837,0,0.452,0.018,164.8,30.99,7.954,1.607
2016-01-30 11:15:00,14499,13.69,-1.128,0.3331,0,0.029,0.027,0.2689067,0,0.058,0.028,0.3837,0,0.443,0.019,162,24.39,7.5,1.364
2016-01-30 11:30:00,14500,13.68,-1.052,0.3331,0,0.02,0.029,0.2689267,0,0.057,0.024,0.3837,0,0.441,0.015,178.6,37.6,8.86,2.426
2016-01-30 11:45:00,14501,13.68,-1.006,0.3331,0,0.024,0.023,0.2689133,0,0.062,0.021,0.3837,0,0.446,0.016,176.6,27.94,8.64,2.107
2016-01-30 12:00:00,14502,13.82,-0.937,0.33258,0,0.029,0.027,0.2689,0,0.063,0.024,0.3837,0,0.444,0.019,227.7,38.1,12.04,2.447
2016-01-30 12:15:00,14503,13.93,-0.88,0.3325,0,0.023,0.024,0.2689133,0,0.063,0.022,0.3837,0,0.438,0.016,243.2,34.31,12.27,2.083
2016-01-30 12:30:00,14504,14.05,-0.734,0.3325,0,0.033,0.027,0.26914,0,0.058,0.015,0.3837,0,0.441,0.021,293.1,79.54,14.54,3.621
2016-01-30 12:45:00,14505,14.19,-0.492,0.3325,0,0.014,0.021,0.2696,0,0.064,0.026,0.3837,0,0.448,0.016,287.4,114.4,14.09,5.547
2016-01-30 13:00:00,14506,13.96,-0.439,0.33222,0,0.028,0.02,0.2696,0,0.068,0.025,0.3837,0,0.441,0.022,164.7,27.03,7.953,1.607
2016-01-30 13:15:00,14507,13.82,-0.606,0.3319,0,0.029,0.022,0.2696,0,0.075,0.025,0.3837,0,0.454,0.019,170.4,34.94,8.18,2.083
2016-01-30 13:30:00,14508,13.87,-0.709,0.3319,0,0.04,0.019,0.2696,0,0.061,0.024,0.3837,0,0.44,0.018,259.9,150.2,12.5,7.003
2016-01-30 13:45:00,14509,15.05,-0.342,0.3319,0,0.026,0.026,0.2696,0,0.066,0.023,0.3837,0,0.442,0.019,756.4,263.7,42.49,18.87
2016-01-30 14:00:00,14510,14.93,0.528,0.3319,0,0.017,0.026,0.2696,0,0.066,0.028,0.3837,0,0.443,0.027,527.8,158.8,26.81,9.55
2016-01-30 14:15:00,14511,15,0.793,0.33158,0,0.021,0.028,0.27016,0,0.061,0.023,0.3837,0,0.446,0.019,459.9,81.6,23.18,4.852
2016-01-30 14:30:00,14512,14.45,0.953,0.3313,0,0.02,0.023,0.2703,0,0.063,0.021,0.3837,0,0.432,0.013,257.7,43.05,13.41,2.63
2016-01-30 14:45:00,14513,14.9,0.921,0.3313,0,0.032,0.028,0.2703,0,0.06,0.016,0.3837,0,0.438,0.024,464,197.1,24.31,11.8
2016-01-30 15:00:00,14514,15.02,1.353,0.3313,0,0.014,0.028,0.2703,0,0.062,0.031,0.3837,0,0.447,0.017,661.7,167.5,36.58,9.91
2016-01-30 15:15:00,14515,14.62,1.839,0.3313,0,0.019,0.034,0.2703,0,0.049,0.024,0.3837,0,0.446,0.019,283.1,92.6,15.68,5.101
2016-01-30 15:30:00,14516,14.28,1.579,0.3313,0,0.027,0.026,0.2703,0,0.06,0.026,0.3837,0,0.448,0.013,140.2,56.48,6.816,3.936
2016-01-30 15:45:00,14517,13.88,1.03,0.33114,0,0.012,0.03,0.27034,0,0.061,0.035,0.3837,0,0.445,0.019,83.2,21.19,3.863,1.159
2016-01-30 16:00:00,14518,13.7,0.539,0.3307,0,0.012,0.025,0.2709933,0,0.061,0.026,0.3837,0,0.442,0.018,76.35,15.68,3.181,0.85
2016-01-30 16:15:00,14519,13.49,0.086,0.3307,0,0.028,0.016,0.27098,0,0.057,0.029,0.3833,0,0.446,0.016,53.4,16.73,1.818,1.7
2016-01-30 16:30:00,14520,13.35,-0.177,0.3307,0,0.011,0.026,0.2709666,0,0.059,0.031,0.3831,0,0.446,0.024,40.45,13.57,0.682,1.363
2016-01-30 16:45:00,14521,13.24,-0.368,0.3307,0,0.023,0.018,0.2709733,0,0.056,0.024,0.3831,0,0.439,0.024,19.09,2.083,0,0
2016-01-30 17:00:00,14522,13.21,-0.562,0.3307,0,0.023,0.022,0.27098,0,0.055,0.021,0.3831,0,0.442,0.021,12.72,4.895,0,0
2016-01-30 17:15:00,14523,13.15,-0.811,0.3302933,0,0.016,0.017,0.27098,0,0.055,0.028,0.3831,0,0.441,0.019,1.363,1.67,0,0
2016-01-30 17:30:00,14524,13.12,-0.961,0.3300866,0,0.021,0.021,0.27098,0,0.061,0.027,0.3831,0,0.443,0.024,-1.136,1.607,-0.454,1.159
