TOA5,LTER_M3 IP,CR1000,E9185,CR1000.Std.27.04,CPU:LTER - M3 - 171113.CR1,3438,M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Batt_V_Avg,Log_T_Avg,Wind_Dir,Wind_Speed_Avg,Wind_Speed_Max,Wind_Speed_Std,Wind_SmplsF_Tot,Wind_Diag1F_Tot,Wind_Diag2F_Tot,Wind_Diag4F_Tot,Wind_Diag8F_Tot,Wind_Diag9F_Tot,Wind_Diag10F_Tot,Wind_NNDF_Tot,Air_T_Avg,Air_T_Std,Air_RH_Avg,Air_RH_Std,Precip_Tot,SWC_P_02_Avg,SWC_P_02_Std,SWC_WC_02_Avg,SWC_WC_02_Std,SWC_ST_02_Avg,SWC_ST_02_Std,SWC_P_05_Avg,SWC_P_05_Std,SWC_WC_05_Avg,SWC_WC_05_Std,SWC_ST_05_Avg,SWC_ST_05_Std,SWC_P_20_Avg,SWC_P_20_Std,SWC_WC_20_Avg,SWC_WC_20_Std,SWC_ST_20_Avg,SWC_ST_20_Std,SWP_WP_05_Avg,SWP_WP_05_Std,SWP_ST_05_Avg,SWP_ST_05_Std,SWP_WP_20_Avg,SWP_WP_20_Std,SWP_ST_20_Avg,SWP_ST_20_Std,SR_SW_Avg,SR_SW_Std,PAR_Up_Avg,PAR_Up_Std,PAR_Soil_Avg,PAR_Soil_Std,NDVI_Up_Red_Avg,NDVI_Up_Red_Std,NDVI_Up_NIR_Avg,NDVI_Up_NIR_Std,NDVI_Dn_Red_Avg,NDVI_Dn_Red_Std,NDVI_Dn_NIR_Avg,NDVI_Dn_NIR_Std,NDVI_Up_Tilt_Avg,NDVI_Dn_Tilt_Avg,NDVI_Avg,NDVI_Std,PRI_Up_Green_Avg,PRI_Up_Green_Std,PRI_Up_Yellow_Avg,PRI_Up_Yellow_Std,PRI_Dn_Green_Avg,PRI_Dn_Green_Std,PRI_Dn_Yellow_Avg,PRI_Dn_Yellow_Std,PRI_Up_Tilt_Avg,PRI_Dn_Tilt_Avg,PRI_Avg,PRI_Std
TS,RN,Volts,Deg C,degrees,meters/Second,meters/Second,meters/Second,,,,,,,,,Deg C,Deg C,%,%,mm,unitless,unitless,m^3/m^3,m^3/m^3,Deg C,Deg C,unitless,unitless,m^3/m^3,m^3/m^3,Deg C,Deg C,unitless,unitless,m^3/m^3,m^3/m^3,Deg C,Deg C,kPa,kPa,Deg C,Deg C,kPa,kPa,Deg C,Deg C,W/m2,W/m2,umol/m2s1,umol/m2s1,umol/m2s1,umol/m2s1,W/m^2 nm,W/m^2 nm,W/m^2 nm,W/m^2 nm,W/m^2 nm sr,W/m^2 nm sr,W/m^2 nm sr,W/m^2 nm sr,,,,,W/m^2 nm,W/m^2 nm,W/m^2 nm,W/m^2 nm,W/m^2 nm sr,W/m^2 nm sr,W/m^2 nm sr,W/m^2 nm sr,,,,
,,Avg,Avg,Smp,Avg,Max,Std,Tot,Tot,Tot,Tot,Tot,Tot,Tot,Tot,Avg,Std,Avg,Std,Tot,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Avg,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Avg,Avg,Std
2017-10-16 14:30:00,1050,13.81,22.14,184,2.489,3.14,0.41,15,0,0,0,0,0,0,0,14,0.253,33.41,NaN,0,20.76321,0.022,0.35466,0,11.85,0.02,37.34216,0,0.4944,0,7.066,0.036,31.09103,0,0.4524,0,4.895,0.018,-8,0,5.733,0.06,-5.5,0,5.2,0,1024,1.357,1062,22.06,5.351,0.581,0.6902667,0.011,0.5615799,0.008,0.01694667,0.001,0.02733333,0.001,2,1,0.329,0.005,0.8310999,0.014,0.6969467,0.012,0.01229333,0.001,0.009246666,0.001,2,1,-0.055,0.031
2017-10-16 14:45:00,1051,13.78,22.32,189,2.182,2.69,0.355,15,0,0,0,0,0,0,0,13.51,0.208,34.02,NaN,0,20.75,0,0.3545,0,11.91,0.015,37.34248,0,0.4944,0,7.136,0.035,31.09109,0,0.4524,0,4.92,0.021,-8,0,5.913,0.062,-5.5,0,5.2,0,1023,2.44,980,24.92,5.123,0,0.6502399,0.012,0.5343133,0.008,0.01516667,0,0.02415333,0,2,1,0.319,0.009,0.7783,0.016,0.6543266,0.014,0.01211333,0,0.008926665,0,2,1,-0.066,0.026
2017-10-16 15:00:00,1052,13.72,22.6,211,1.375,2.04,0.442,15,0,0,0,0,0,0,0,12.52,0.363,31.97,NaN,0,20.75016,0,0.3545,0,11.92,0.01,37.34279,0.001,0.4944,0,7.201,0.023,31.09108,0,0.4524,0,4.943,0.023,-7.98,0.04,6.133,0.047,-5.5,0,5.2,0,1013,3.195,556.8,383.4,2.846,1.484,0.3564533,0.276,0.29398,0.229,0.007873333,0.007,0.01224667,0.01,2,1,0.315,0.064,0.4343666,0.317,0.3615266,0.269,0.00654,0.005,0.004846666,0.004,2,1,-0.094,0.166
2017-10-16 15:15:00,1053,13.47,21.47,344,1.313,2.46,0.645,15,0,0,0,0,0,0,0,11.73,0.248,37.3,NaN,0,20.75076,0,0.3545,0,11.62,0.179,37.34293,0,0.4944,0,7.229,0.028,31.09101,0,0.4524,0,4.959,0.021,-7.953,0.05,6.26,0.049,-5.5,0,5.2,0,1035,18.56,100.5,0.848,1.708,0,0.03374,0.001,0.02622667,0.001,0.0011,0,0.001626667,0,2,1,0.311,0.101,0.06658,0.002,0.04689333,0.002,0.001366667,0,0.00074,0,2,1,-0.182,0.305
2017-10-16 15:30:00,1054,13.35,19.63,323,1.079,1.54,0.309,15,0,0,0,0,0,0,0,11.09,0.069,33.72,NaN,0,20.79421,0.017,0.35502,0,10.91,0.226,37.3003,0.03,0.4941333,0,7.24,0.024,31.09101,0,0.4524,0,4.983,0.023,-7.933,0.047,6.373,0.044,-5.5,0,5.28,0.04,1122,28.45,95.5,1.918,1.708,0,0.03168667,0.001,0.024,0.001,0.000953333,0,0.001593333,0,2,1,0.378,0.1,0.06244667,0.002,0.04379333,0.002,0.00122,0,0.000753333,0,2,1,-0.124,0.322
2017-10-16 15:45:00,1055,13.31,17.95,343,1.318,1.59,0.271,15,0,0,0,0,0,0,0,10.87,0.24,36.93,NaN,0,20.83749,0.022,0.35554,0,10.17,0.202,37.27915,0,0.494,0,7.241,0.019,31.09104,0,0.4524,0,5.015,0.021,-7.907,0.118,6.487,0.034,-5.5,0,5.3,0,1262,56.97,87.9,2.481,1.139,0.805,0.02852,0.001,0.01949333,0.001,0.00078,0,0.001333333,0,2,1,0.433,0.125,0.05769333,0.003,0.04003333,0.002,0.001026667,0,0.000633333,0,2,1,-0.158,0.403
2017-10-16 16:00:00,1056,13.3,16.54,310,1.149,1.72,0.319,15,0,0,0,0,0,0,0,10.49,0.243,34.85,NaN,0,20.89389,0.017,0.35622,0,9.54,0.174,37.27929,0,0.494,0,7.211,0.018,31.09105,0,0.4524,0,5.039,0.019,-7.913,0.034,6.567,0.047,-5.5,0,5.3,0,1444,40.62,79.16,2.765,0.569,0.805,0.02417333,0.001,0.01486,0.001,0.000713333,0,0.000873333,0,2,1,0.336,0.098,0.05176667,0.003,0.03582666,0.002,0.001013333,0,0.00048,0,2,1,-0.266,0.397
2017-10-16 16:15:00,1057,13.25,15.35,332,1.28,1.83,0.318,15,0,0,0,0,0,0,0,10.14,0.236,39.47,NaN,0,20.90088,0,0.3563,0,8.98,0.146,37.27893,0,0.494,0,7.156,0.027,31.09103,0,0.4524,0,5.061,0.019,-7.927,0.044,6.6,0,-5.5,0,5.34,0.049,1574,45.56,69.94,2.528,0.114,0.426,0.02014,0.001,0.01090667,0.001,6e-04,0,0.00066,0,2,1,0.354,0.271,0.04717333,0.003,0.03071333,0.002,0.00098,0.001,0.000333333,0,2,1,-0.415,0.494
2017-10-16 16:30:00,1058,13.21,14.38,336,1.748,2,0.24,15,0,0,0,0,0,0,0,9.52,0.163,42.52,NaN,0,20.92432,0.025,0.35658,0,8.48,0.133,37.27917,0,0.494,0,7.096,0.03,31.09122,0,0.4524,0,5.098,0.015,-7.92,0.04,6.6,0,-5.5,0,5.4,0,1751,44.97,61.52,2.496,0,0,0.01737333,0.001,0.008566666,0.001,0.00048,0,0.00048,0,2,1,0.331,0.245,0.04116,0.002,0.02704667,0.002,0.000826667,0,0.00058,0,2,1,-0.031,0.486
2017-10-16 16:45:00,1059,13.21,13.53,342,1.859,2.07,0.132,15,0,0,0,0,0,0,0,9.42,0.112,41.19,NaN,0,20.95089,0,0.3569,0,8.05,0.118,37.27886,0,0.494,0,7.016,0.028,31.09109,0,0.4524,0,5.115,0.025,-7.9,0,6.6,0,-5.5,0,5.4,0,1817,3.93,52.75,2.917,0,0,0.01516667,0.001,0.007546666,0,0.000486667,0,0.00038,0,2,1,0.18,0.416,0.0357,0.002,0.0237,0.002,5e-04,0,0.000333333,0,2,1,-0.099,0.546
2017-10-16 17:00:00,1060,13.21,12.8,351,1.762,2.26,0.245,15,0,0,0,0,0,0,0,9.39,0.081,38.42,NaN,0,20.96097,0.02,0.35702,0,7.678,0.108,37.27899,0.001,0.494,0,6.944,0.033,31.09105,0,0.4524,0,5.161,0.025,-7.9,0,6.6,0,-5.5,0,5.453,0.05,1781,21.82,42.61,3.555,0,0,0.01282667,0.001,0.006546666,0,0.000386667,0,0.000313333,0,2,1,0.171,0.495,0.0296,0.002,0.01966667,0.002,0.000533333,0,0.000433333,0,2,1,0.084,0.586
2017-10-16 17:15:00,1061,13.18,12.2,296,1.743,1.99,0.185,15,0,0,0,0,0,0,0,9.66,0.188,33.09,NaN,0,21.00092,0,0.3575,0,7.339,0.095,37.27888,0,0.494,0,6.846,0.034,31.09119,0,0.4524,0,5.184,0.022,-7.9,0,6.54,0.049,-5.5,0,5.5,0,1681,40.62,28.83,4.272,0,0,0.01012667,0.001,0.005506666,0,0.000286667,0,0.00034,0,2,1,0.307,0.441,0.02118667,0.003,0.01306,0.002,0.00042,0,0.000233333,0,2,1,NaN,NaN
2017-10-16 17:30:00,1062,13.17,11.74,299,1.659,2.66,0.457,15,0,0,0,0,0,0,0,9.32,0.438,36.13,NaN,0,21.00119,0,0.3575,0,7.021,0.082,37.27875,0.001,0.494,0,6.741,0.037,31.04787,0.026,0.4521066,0,5.22,0.022,-7.9,0,6.5,0,-5.5,0,5.5,0,1618,23.87,14.47,3.891,0,0,0.006033333,0.001,0.00418,0.001,0.000173333,0,0.000226667,0,2,1,0.321,0.545,0.0106,0.003,0.006073333,0.003,0.00014,0,0.000113333,0,2,1,NaN,NaN
2017-10-16 17:45:00,1063,13.16,11.31,327,1.295,2.15,0.334,15,0,0,0,0,0,0,0,9.04,0.143,35.41,NaN,0,21.02454,0.025,0.35778,0,6.739,0.08,37.27872,0,0.494,0,6.659,0.039,31.03211,0,0.452,0,5.231,0.024,-7.9,0,6.433,0.047,-5.5,0,5.593,0.025,1645,10.81,3.532,2.204,0,0,0.001693333,0.001,0.001593333,0.001,6.67e-05,0,4.67e-05,0,2,1,NaN,NaN,0.002206667,0.001,0.001733333,0.001,0.000133333,0,0.000153333,0,2,1,NaN,NaN
2017-10-16 18:00:00,1064,13.16,10.89,331,1.419,2.28,0.375,15,0,0,0,0,0,0,0,8.83,0.192,37.09,NaN,0,21.05117,0,0.3581,0,6.468,0.079,37.27852,0.001,0.494,0,6.574,0.043,31.03217,0,0.452,0,5.268,0.023,-7.9,0,6.387,0.034,-5.5,0,5.6,0,1641,10.76,0.798,0.853,0,0,0.000286667,0,0.000206667,0,2e-05,0,2e-05,0,2,1,NaN,NaN,0.000486667,0.001,0.000186667,0,8e-05,0,0.00014,0,2,1,NaN,NaN
2017-10-16 18:15:00,1065,13.14,10.49,327,1.882,2.37,0.282,15,0,0,0,0,0,0,0,8.45,0.153,39.21,NaN,0,21.05789,0.017,0.35818,0,6.21,0.073,37.27837,0.001,0.494,0,6.462,0.025,31.03217,0,0.452,0,5.284,0.022,-7.847,0.136,6.3,0,-5.5,0,5.6,0,1687,13.93,0,0,0,0,0.000113333,0,0.000133333,0,4.67e-05,0,4.67e-05,0,2,1,NaN,NaN,0.000853333,0.001,0.000526667,0.001,6.67e-06,0,6.67e-05,0,2,1,NaN,NaN
2017-10-16 18:30:00,1066,13.13,10.12,4,1.427,1.69,0.179,15,0,0,0,0,0,0,0,8.53,0.253,38.15,NaN,0,21.05151,0,0.3581,0,5.978,0.072,37.27828,0,0.494,0,6.367,0.025,31.03211,0,0.452,0,5.312,0.018,-7.9,0,6.233,0.047,-5.5,0,5.7,0,1683,18.15,0,0,0,0,8e-05,0,0.00012,0,9.33e-05,0,5.33e-05,0,2,1,NaN,NaN,0.000633333,0.001,0.00034,0.001,5.33e-05,0,8e-05,0,2,1,NaN,NaN
2017-10-16 18:45:00,1067,13.13,9.77,56,1.109,1.82,0.379,15,0,0,0,0,0,0,0,8.49,0.415,33.57,NaN,0,21.09794,0.012,0.35866,0,5.771,0.066,37.30801,0.032,0.4941867,0,6.285,0.033,31.03214,0,0.452,0,5.331,0.019,-7.873,0.1,6.173,0.044,-5.5,0,5.7,0,1656,44.58,0.228,0.581,-0.228,0.581,0.00012,0,0.000113333,0,7.33e-05,0,0.000106667,0,2,1,NaN,NaN,0.000573333,0.001,0.000386667,0.001,0.00012,0,4e-05,0,2,1,NaN,NaN
2017-10-16 19:00:00,1068,13.14,9.46,332,1.251,1.98,0.448,15,0,0,0,0,0,0,0,8.18,0.422,38.19,NaN,0,21.10143,0,0.3587,0,5.554,0.06,37.34193,0,0.4943933,0,6.194,0.033,31.03219,0,0.452,0,5.356,0.023,-7.9,0,6.1,0,-5.5,0,5.7,0,1598,31.02,0,0,-0.342,0.684,0.000113333,0,0.000113333,0,5.33e-05,0,4e-05,0,2,1,NaN,NaN,0.00116,0.001,8e-04,0.001,8.67e-05,0,7.33e-05,0,2,1,NaN,NaN
2017-10-16 19:15:00,1069,13.1,9.1,331,2.115,2.5,0.278,15,0,0,0,0,0,0,0,7.486,0.226,36.59,NaN,0,21.10815,0.017,0.3587666,0,5.373,0.06,37.3419,0,0.4944,0,6.095,0.026,31.03215,0,0.452,0,5.358,0.019,-7.873,0.1,5.973,0.057,-5.5,0,5.76,0.049,1721,23.81,0,0,-0.684,0.838,0.000266667,0,0.000146667,0,6.67e-05,0,6.67e-06,0,2,1,NaN,NaN,0.000866667,0.001,0.00046,0.001,7.33e-05,0,0.00012,0,2,1,NaN,NaN
2017-10-16 19:30:00,1070,13.08,8.8,319,1.202,2.68,0.586,15,0,0,0,0,0,0,0,7.788,0.164,37.2,NaN,0,21.15128,0,0.3592333,0,5.196,0.053,37.34144,0,0.4943933,0,6.015,0.028,31.03222,0,0.452,0,5.378,0.02,-7.9,0,5.893,0.025,-5.5,0,5.8,0,1697,31.07,0,0,-0.798,0.853,7.33e-05,0,0.000146667,0,5.33e-05,0,1e-04,0,2,1,NaN,NaN,0.000293333,0,0.00058,0.001,3.33e-05,0,6e-05,0,2,1,NaN,NaN
2017-10-16 19:45:00,1071,13.1,8.53,335,1.252,1.73,0.345,15,0,0,0,0,0,0,0,7.796,0.084,36.45,NaN,0,21.17457,0.025,0.3595133,0,5.033,0.057,37.34167,0,0.4943866,0,5.923,0.028,31.03215,0,0.452,0,5.395,0.015,-7.873,0.1,5.793,0.025,-5.5,0,5.8,0,1685,27.36,0.114,0.426,-0.684,0.838,2e-05,0,6e-05,0,4.67e-05,0,5.33e-05,0,2,1,NaN,NaN,0.001466667,0.002,0.000813333,0.001,8e-05,0,9.33e-05,0,2,1,NaN,NaN
2017-10-16 20:00:00,1072,13.1,8.3,356,2.081,2.83,0.382,15,0,0,0,0,0,0,0,7.402,0.231,38.6,NaN,0,21.19445,0.017,0.3597333,0,4.881,0.052,37.34146,0,0.4943933,0,5.84,0.035,31.03217,0,0.452,0,5.405,0.024,-7.9,0,5.7,0,-5.5,0,5.82,0.04,1716,27.86,0,0,-0.342,0.684,0.00014,0,0.000106667,0,6.67e-05,0,8e-05,0,2,1,NaN,NaN,0.001233333,0.001,0.000553333,0.001,9.33e-05,0,0.000133333,0,2,1,NaN,NaN
2017-10-16 20:15:00,1073,13.08,8.08,1,2.054,2.81,0.393,15,0,0,0,0,0,0,0,7.865,0.415,34.33,NaN,0,21.19793,0.012,0.3597667,0,4.739,0.039,37.34126,0.001,0.49438,0,5.769,0.032,31.03221,0,0.452,0,5.414,0.016,-7.9,0,5.627,0.044,-5.5,0,5.9,0,1682,32.41,0,0,-0.456,0.756,9.33e-05,0,0.00018,0,8e-05,0,5.33e-05,0,2,1,NaN,NaN,0.000726667,0.001,0.000413333,0.001,6e-05,0,7.33e-05,0,2,1,NaN,NaN
2017-10-16 20:30:00,1074,13.07,7.989,325,1.925,2.54,0.331,15,0,0,0,0,0,0,0,7.78,0.243,37.13,NaN,0,21.15168,0,0.3592933,0,4.602,0.031,37.34126,0,0.4943866,0,5.681,0.027,31.03226,0,0.452,0,5.421,0.018,-7.9,0,5.56,0.049,-5.5,0,5.9,0,1631,15.76,0,0,-0.342,0.684,0.00016,0,8.67e-05,0,7.33e-05,0,2.67e-05,0,2,1,NaN,NaN,0.00132,0.001,0.000413333,0.001,2e-05,0,9.33e-05,0,2,1,NaN,NaN
2017-10-16 20:45:00,1075,13.07,7.873,346,1.867,2.63,0.372,15,0,0,0,0,0,0,0,7.639,0.167,36.38,NaN,0,21.18151,0.024,0.3596,0,4.491,0.031,37.3408,0,0.4943267,0,5.603,0.029,31.0322,0,0.452,0,5.428,0.018,-7.9,0,5.5,0,-5.5,0,5.9,0,1636,6.434,0,0,-0.57,0.806,0.00018,0,0.000106667,0,4e-05,0,4.67e-05,0,2,1,NaN,NaN,0.000966667,0.001,0.000493333,0.001,0.00014,0,7.33e-05,0,2,1,NaN,NaN
2017-10-16 21:00:00,1076,13.08,7.73,355,1.514,2.32,0.56,15,0,0,0,0,0,0,0,7.678,0.214,37.31,NaN,0,21.20148,0,0.3598,0,4.367,0.041,37.34053,0,0.4943133,0,5.538,0.027,31.03245,0,0.452,0,5.427,0.02,-7.9,0,5.4,0,-5.5,0,5.9,0,1611,7.492,0,0,-0.684,0.838,2.67e-05,0,0.000113333,0,5.33e-05,0,6.67e-05,0,2,1,NaN,NaN,0.00074,0.001,0.000213333,0,8.67e-05,0,6.67e-05,0,2,1,NaN,NaN
2017-10-16 21:15:00,1077,13.07,7.576,323,2.082,3.41,0.57,15,0,0,0,0,0,0,0,7.863,0.176,34.33,NaN,0,21.20162,0,0.3598,0,4.257,0.043,37.34053,0.001,0.49432,0,5.462,0.025,31.03237,0,0.452,0,5.446,0.014,-7.9,0,5.353,0.05,-5.5,0,5.9,0,1592,8.54,0,0,-0.798,0.853,0.000146667,0,6.67e-05,0,4.67e-05,0,2.67e-05,0,2,1,NaN,NaN,0.00034,0.001,0.00044,0.001,0.000153333,0,3.33e-05,0,2,1,NaN,NaN
2017-10-16 21:30:00,1078,13.05,7.505,9,2.034,2.82,0.387,15,0,0,0,0,0,0,0,7.75,0.298,34.09,NaN,0,21.20829,0.017,0.35988,0,4.15,0.036,37.34044,0,0.4943067,0,5.389,0.028,31.03217,0,0.452,0,5.443,0.013,-7.9,0,5.3,0,-5.5,0,5.9,0,1579,17,0,0,-0.912,0.853,0.000213333,0,0.00012,0,5.33e-05,0,6e-05,0,2,1,NaN,NaN,0.000566667,0.001,0.000253333,0,6e-05,0,4e-05,0,2,1,NaN,NaN
2017-10-16 21:45:00,1079,13.06,7.403,358,1.25,2.06,0.362,15,0,0,0,0,0,0,0,7.397,0.198,45.24,NaN,0,21.22494,0.025,0.36008,0,4.041,0.037,37.3401,0,0.4943,0,5.322,0.031,31.03221,0,0.452,0,5.431,0.017,-7.873,0.1,5.213,0.034,-5.5,0,5.9,0,1704,116.6,0,0,-0.57,0.806,0.00012,0,8e-05,0,5.33e-05,0,4e-05,0,2,1,NaN,NaN,0.000446667,0.001,0.000286667,0.001,6e-05,0,0.00016,0,2,1,NaN,NaN
2017-10-16 22:00:00,1080,13.06,7.204,1,1.687,2.17,0.205,15,0,0,0,0,0,0,0,6.555,0.185,40.7,NaN,0,21.25153,0,0.3604,0,3.942,0.037,37.34009,0.001,0.4943067,0,5.262,0.03,31.03217,0,0.452,0,5.447,0.019,-7.9,0,5.187,0.034,-5.5,0,5.9,0,1837,36.57,0,0,-0.57,0.806,0.000113333,0,9.33e-05,0,7.33e-05,0,4.67e-05,0,2,1,NaN,NaN,0.000733333,0.001,0.000746667,0.001,0.00014,0,8.67e-05,0,2,1,NaN,NaN
2017-10-16 22:15:00,1081,13.03,6.911,331,2.054,2.49,0.225,15,0,0,0,0,0,0,0,6.283,0.245,38.44,NaN,0,21.25159,0,0.3604,0,3.831,0.034,37.33994,0,0.4943,0,5.197,0.041,31.03214,0,0.452,0,5.45,0.018,-7.9,0,5.1,0,-5.5,0,5.9,0,1860,42.59,0,0,-0.684,0.838,0.000146667,0,0.000166667,0,4.67e-05,0,4e-05,0,2,1,NaN,NaN,0.000526667,0.001,0.000686667,0.001,1e-04,0,6.67e-05,0,2,1,NaN,NaN
2017-10-16 22:30:00,1082,13.03,6.664,336,1.869,2.35,0.281,15,0,0,0,0,0,0,0,6.197,0.293,40.77,NaN,0,21.25176,0,0.3604,0,3.731,0.03,37.36969,0.032,0.4944867,0,5.134,0.033,31.03214,0,0.452,0,5.432,0.016,-7.9,0,5.053,0.05,-5.5,0,5.9,0,1820,28.88,0,0,-0.912,0.853,0.000126667,0,0.000106667,0,5.33e-05,0,2.67e-05,0,2,1,NaN,NaN,0.000473333,0.001,0.00096,0.001,1e-04,0,0.000126667,0,2,1,NaN,NaN
2017-10-16 22:45:00,1083,13.03,6.411,343,2.31,3.1,0.379,15,0,0,0,0,0,0,0,5.992,0.097,39.84,NaN,0,21.25177,0,0.3604,0,3.64,0.029,37.40411,0.001,0.4947,0,5.071,0.022,31.03235,0,0.452,0,5.437,0.014,-7.9,0,5,0,-5.5,0,5.9,0,1803,20.73,0,0,-0.684,0.838,8.67e-05,0,0.000173333,0,4e-05,0,5.33e-05,0,2,1,NaN,NaN,0.000613333,0.001,0.000286667,0,0.000113333,0,9.33e-05,0,2,1,NaN,NaN
2017-10-16 23:00:00,1084,13.03,6.217,331,2.299,2.72,0.296,15,0,0,0,0,0,0,0,6.04,0.205,49.18,NaN,0,21.25179,0,0.3604,0,3.548,0.037,37.40363,0,0.4947,0,4.998,0.025,31.03226,0,0.452,0,5.429,0.02,-7.9,0,4.933,0.047,-5.5,0,5.9,0,1806,19.95,0,0,-0.798,0.853,0.000133333,0,6.67e-05,0,8e-05,0,2e-05,0,2,1,NaN,NaN,0.000606667,0.001,0.000933333,0.001,4.67e-05,0,0.000153333,0,2,1,NaN,NaN
2017-10-16 23:15:00,1085,13.01,6.068,356,2.298,2.93,0.33,15,0,0,0,0,0,0,0,6.368,0.338,36.22,NaN,0,21.25189,0,0.3604,0,3.473,0.026,37.4033,0,0.4947,0,4.944,0.031,31.03209,0,0.452,0,5.435,0.021,-7.9,0,4.9,0,-5.5,0,5.9,0,1781,57.6,0,0,-0.912,0.853,0.000186667,0,0.00012,0,6.67e-05,0,8e-05,0,2,1,NaN,NaN,0.000573333,0.001,0.000413333,0.001,0.000166667,0,8e-05,0,2,1,NaN,NaN
2017-10-16 23:30:00,1086,12.98,6.021,345,2.18,2.65,0.323,15,0,0,0,0,0,0,0,6.441,0.187,35.36,NaN,0,21.25198,0,0.3604,0,3.395,0.026,37.40361,0,0.4947,0,4.896,0.036,31.03224,0,0.452,0,5.421,0.016,-7.9,0,4.827,0.044,-5.5,0,5.9,0,1678,63.29,0,0,-0.798,0.853,0.000106667,0,0.000106667,0,6e-05,0,2.67e-05,0,2,1,NaN,NaN,0.000973333,0.001,0.000473333,0.001,9.33e-05,0,0.000193333,0,2,1,NaN,NaN
2017-10-16 23:45:00,1087,12.99,5.968,273,1.535,2.41,0.468,15,0,0,0,0,0,0,0,6.587,0.371,29.58,NaN,0,21.252,0,0.3604,0,3.326,0.03,37.40312,0.001,0.4947,0,4.838,0.037,31.03235,0,0.452,0,5.41,0.015,-7.873,0.1,4.8,0,-5.5,0,5.9,0,1625,43.89,0,0,-0.684,0.838,0.000113333,0,0.00018,0,1e-04,0,5.33e-05,0,2,1,NaN,NaN,0.000406667,0.001,0.000306667,0.001,6e-05,0,6.67e-05,0,2,1,NaN,NaN
2017-10-17 00:00:00,1088,12.99,5.887,295,1.497,2.08,0.372,15,0,0,0,0,0,0,0,5.842,0.585,37.35,NaN,0,21.26202,0.02,0.36052,0,3.251,0.029,37.40298,0,0.4947,0,4.788,0.036,31.03233,0,0.452,0,5.398,0.009,-7.9,0,4.727,0.044,-5.5,0,5.9,0,1512,17.4,0,0,-1.254,0.756,0.000173333,0,0.000106667,0,6.67e-06,0,2.67e-05,0,2,1,NaN,NaN,0.000366667,0.001,0.000866667,0.001,6.67e-05,0,2.67e-05,0,2,1,NaN,NaN
2017-10-17 00:15:00,1089,12.98,5.644,344,2.067,2.32,0.195,15,0,0,0,0,0,0,0,5.5,0.346,36.6,NaN,0,21.27542,0.025,0.36068,0,3.163,0.026,37.40302,0.001,0.4947,0,4.748,0.03,31.03218,0,0.452,0,5.391,0.016,-7.9,0,4.7,0,-5.5,0,5.9,0,1564,17.63,0,0,-1.254,0.756,0.00024,0,0.00016,0,4.67e-05,0,6e-05,0,2,1,NaN,NaN,0.000833333,0.001,0.000773333,0.001,0.00014,0,4e-05,0,2,1,NaN,NaN
2017-10-17 00:30:00,1090,12.97,5.493,327,2.591,3,0.228,15,0,0,0,0,0,0,0,5.615,0.268,32.83,NaN,0,21.30194,0,0.361,0,3.089,0.025,37.40247,0.001,0.4947,0,4.699,0.03,31.03225,0,0.452,0,5.403,0.017,-7.9,0,4.62,0.04,-5.5,0,5.9,0,1551,12.38,0,0,-1.14,0.806,0.000133333,0,0.000113333,0,6e-05,0,1.33e-05,0,2,1,NaN,NaN,0.000813333,0.001,0.000226667,0,9.33e-05,0,1e-04,0,2,1,NaN,NaN
2017-10-17 00:45:00,1091,12.97,5.359,328,2.45,2.89,0.233,15,0,0,0,0,0,0,0,5.613,0.092,33.07,NaN,0,21.30205,0,0.361,0,3.015,0.029,37.40294,0,0.4947,0,4.638,0.034,31.03213,0,0.452,0,5.366,0.023,-7.9,0,4.6,0,-5.5,0,5.82,0.04,1521,11.78,0,0,-1.026,0.838,8e-05,0,0.000146667,0,4.67e-05,0,2.67e-05,0,2,1,NaN,NaN,6e-04,0.001,0.000506667,0.001,6.67e-05,0,8.67e-05,0,2,1,NaN,NaN
2017-10-17 01:00:00,1092,12.97,5.222,323,2.363,2.66,0.225,15,0,0,0,0,0,0,0,5.514,0.104,31.67,NaN,0,21.30207,0,0.361,0,2.967,0.023,37.40247,0,0.4947,0,4.598,0.035,31.03224,0,0.452,0,5.381,0.018,-7.9,0,4.553,0.05,-5.5,0,5.8,0,1490,9.62,0,0,-1.368,0.684,2e-05,0,8e-05,0,4.67e-05,0,8e-05,0,2,1,NaN,NaN,0.00084,0.001,5e-04,0.001,8.67e-05,0,8.67e-05,0,2,1,NaN,NaN
