TIMESTAMP,RECORD,Batt_V_Avg,T_Log_Avg,Wind_Dir,Wind_Speed_Avg,Wind_Speed_Max,Wind_Speed_Std,Wind_SmplsF_Tot,Wind_Diag1F_Tot,Wind_Diag2F_Tot,Wind_Diag4F_Tot,Wind_Diag8F_Tot,Wind_Diag9F_Tot,Wind_Diag10F_Tot,Wind_NNDF_Tot,T_Air_Avg,T_Air_Std,RH,RH_Std,Precip_W_Int60_Avg,Precip_W_Int60_Std,Precip_W_Int60_Max,Precip_W_Int15_Tot,Precip_W_Int15_NRT_Tot,Precip_W_Int15_CK,Precip_W_BucketCont,Precip_W_BucketCont_NRT,Precip_W_Pluvio_Level,Precip_W_T_Cell_Avg,Precip_W_T_Cell_Std,Precip_W_T_ElectricUnit_Avg,Precip_W_T_ElectricUnit_Std,Precip_W_T_HeatRim_Avg,Precip_W_T_HeatRim_Std,Precip_W_SupplyV_Avg,Precip_W_SupplyV_Std,Precip_W_PluvioStat,Precip_W_HeatStat,SR50A_SnowDist0,SR50A_SnowDist0_Std,SR50A_SnowDepth,SR50A_SnowDepth_Std,SR50A_QualityVal,SR50A_QualityVal_Std,PAR_Tot_Avg,PAR_Tot_Std,PAR_Dif_Avg,PAR_Dif_Std,Sun_Count_Tot
TS,RN,Volts,Deg C,degrees,meters/Second,meters/Second,meters/Second,,,,,,,,,Deg C,Deg C,%,%,mm/h,mm/h,mm/h,mm/15min,mm/15min,mm,lt,lt,%,Deg C,Deg C,Deg C,Deg C,Deg C,Deg C,Volts,Volts,,,m,m,m,m,,,umol/m^2s^1,umol/m^2s^1,umol/m^2s^1,umol/m^2s^1,min
,,Avg,Avg,Smp,Avg,Max,Std,Tot,Tot,Tot,Tot,Tot,Tot,Tot,Tot,Avg,Std,Smp,Std,Avg,Std,Max,Tot,Tot,Smp,Smp,Smp,Smp,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Smp,Smp,Smp,Std,Smp,Std,Smp,Std,Avg,Std,Avg,Std,Tot
1508229000,7273,12.59,4.472,76,2.291,3.9,0.619,15,0,0,0,0,0,0,0,8.2,0.346,46.08,1.822,0,0,0,0,0,0.18,5.12,5.12,17.07,4.213,0.115,4.767,0.07,3.833,0.236,12.52,0.054,0,0,2.039,0.002602556,-0.009158611,0.002657567,184,4.786,70.46,0.734,68.87,0.901,0
1508229900,7274,12.59,4.542,83,2.44,3.23,0.436,15,0,0,0,0,0,0,0,8.58,0.249,50.67,1.907,0,0,0,0,0,0.18,5.12,5.12,17.07,4.193,0.129,4.7,0,3.833,0.236,12.51,0.093,0,0,2.043,0.002072074,-0.01409721,0.002317797,188,3.296,85.6,9.36,76.94,4.304,1
1508230800,7275,12.6,4.705,56,1.415,3,0.733,15,0,0,0,0,0,0,0,9.65,1.384,45.53,1.797,0,0,0,0,0,0.18,5.119,5.119,17.06,4.2,0.141,4.807,0.044,4,0,12.53,0.057,0,0,2.036,0.003052136,-0.01998091,0.003273703,180,3.703,93.4,10.2,85.5,2.698,1
1508231700,7276,12.61,5.584,102,0.51,0.79,0.202,15,0,0,0,0,0,0,0,10.37,0.819,35.75,2.338,0,0,0,0,0,0.18,5.119,5.119,17.06,4.467,0.249,5.4,0.42,6.28,1.918,12.53,0.047,0,0,2.029,0.004412091,-0.01232576,0.003793026,197,8.97,730.8,247.4,123.1,13.13,15
1508232600,7277,12.63,9.88,237,0.456,0.86,0.248,15,0,0,0,0,0,0,0,13.77,1.402,35.68,2.842,0,0,0,0,0,0.18,5.117,5.118,17.06,5.433,0.526,7.52,0.717,12.89,1.818,12.57,0.047,0,0,2.012,0.007906643,0.004442215,0.009602191,234,18.57,921,84.7,143.1,5.152,15
1508233500,7278,12.63,14.69,227,0.708,1.26,0.349,15,0,0,0,0,0,0,0,12.39,1.023,31.37,1.429,0,0,0,0,0,0.18,5.116,5.116,17.05,7.267,0.587,10.04,0.734,17.56,0.807,12.55,0.05,0,0,2.014,0.003102685,-0.005703449,0.004309758,194,11.25,922,18.58,159.1,5.608,15
1508234400,7279,12.61,17.81,236,0.799,1.44,0.351,15,0,0,0,0,0,0,0,13.76,0.362,27.82,2.204,0,0,0,0,0,0.18,5.115,5.115,17.05,9.35,0.608,12.47,0.649,19.88,0.693,12.55,0.102,0,0,2.007,0.005125083,0.004337311,0.005800819,206,15.8,971,16.95,170.3,2.056,15
1508235300,7280,12.62,20.05,223,0.599,0.92,0.179,15,0,0,0,0,0,0,0,13.9,0.274,30.39,1.748,0,0,0,0,0,0.18,5.114,5.114,17.05,11.36,0.521,14.42,0.434,21.44,0.196,12.58,0.04,0,0,2.015,0.004449235,-0.007175684,0.004976552,188,17.98,880,48,177.4,6.136,15
1508236200,7281,12.62,21.43,162,0.989,2.28,0.414,15,0,0,0,0,0,0,0,14.27,0.194,28.8,2.011,0,0,0,0,0,0.18,5.115,5.114,17.05,12.91,0.358,15.69,0.295,21.49,0.177,12.59,0.034,0,0,1.995,0.005042064,0.01206946,0.004856395,239,16.61,903,69.05,216.2,13.49,15
1508237100,7282,12.63,22.01,244,1.905,2.8,0.376,15,0,0,0,0,0,0,0,15.64,0.562,30.49,0.763,0,0,0,0,0,0.18,5.116,5.115,17.05,14.01,0.263,16.42,0.133,21.23,0.1,12.59,0.034,0,0,2.001,0.003974366,-0.001914978,0.004845666,206,12.37,1013,33.84,232,3.272,15
1508238000,7283,12.61,22.19,205,1.613,2.4,0.453,15,0,0,0,0,0,0,0,17.8,0.573,34.27,1.095,0,0,0,0,0,0.18,5.116,5.116,17.05,14.95,0.273,16.95,0.189,21.69,0.328,12.6,0,0,0,1.997,0.00306955,-0.004009247,0.004101867,202,5.897,1013,71.01,230.3,6.347,15
1508238900,7284,12.63,22.28,219,1.541,2.2,0.378,15,0,0,0,0,0,0,0,18.66,0.166,33.6,0.442,0,0,0,0,0,0.18,5.116,5.116,17.05,15.54,0.236,17.61,0.106,21.65,0.498,12.6,0,0,0,1.988,0.004772136,0.005665064,0.005287597,239,12.66,876,159.7,221.7,9.74,15
1508239800,7285,12.62,22.21,214,1.515,2.33,0.496,15,0,0,0,0,0,0,0,17.87,0.759,32.17,1.174,0,0,0,0,0,0.18,5.116,5.116,17.05,16.09,0.193,17.82,0.117,21.96,0.403,12.59,0.025,0,0,1.991,0.00589538,0.008517504,0.007500236,216,6.068,1020,85.3,224.1,10.09,15
1508240700,7286,12.62,22.43,201,1.678,2.68,0.583,15,0,0,0,0,0,0,0,16.49,0.353,30.82,0.656,0,0,0,0,0,0.18,5.116,5.116,17.05,16.77,0.298,18.32,0.168,23.17,0.387,12.59,0.034,0,0,1.994,0.002515724,0.003689766,0.002976727,197,7.201,1123,52.15,216.8,4.941,15
1508241600,7287,12.62,22.72,226,1.857,2.57,0.533,15,0,0,0,0,0,0,0,18.34,0.606,32.9,0.817,0,0,0,0,0,0.18,5.115,5.115,17.05,17.39,0.188,18.89,0.118,23.79,0.513,12.59,0.025,0,0,1.99,0.001885616,0.006855249,0.002868543,217,5.882,905,122,217.6,4.188,15
1508242500,7288,12.61,22.26,219,1.945,2.74,0.502,15,0,0,0,0,0,0,0,16.3,0.721,34,0.669,0,0,0,0,0,0.18,5.115,5.115,17.05,17.76,0.158,18.67,0.189,21.43,0.576,12.59,0.025,0,0,1.995,0.00339933,0.007784605,0.003072053,202,6.826,892,181,254.7,21.73,15
1508243400,7289,12.61,21.8,212,2.159,2.83,0.426,15,0,0,0,0,0,0,0,15.09,0.487,34.3,0.806,0,0,0,0,0,0.18,5.115,5.115,17.05,17.55,0.15,18.22,0.16,21.01,0.787,12.57,0.044,0,0,2.002,0.003037545,0.00543189,0.003562613,199,7.132,752.4,121.6,290.3,11.26,15
1508244300,7290,12.61,21.23,213,1.959,3.08,0.408,15,0,0,0,0,0,0,0,14.85,0.32,35.36,0.548,0,0,0,0,0,0.18,5.115,5.115,17.05,17.24,0.14,17.59,0.134,20.09,0.52,12.59,0.025,0,0,1.997,0.002274485,0.007651329,0.002584947,204,7.146,883,70.54,333.6,9.11,15
1508245200,7291,12.62,21.16,225,1.819,2.21,0.247,15,0,0,0,0,0,0,0,15.26,0.1,35.48,0.65,0,0,0,0,0,0.18,5.114,5.115,17.05,17.06,0.167,17.67,0.101,21.61,0.384,12.59,0.025,0,0,1.997,0.001454472,0.007833242,0.001591408,199,4.524,829,116.5,295.9,15.89,15
1508246100,7292,12.63,21.07,225,2.025,2.66,0.417,15,0,0,0,0,0,0,0,15.22,0.127,37.1,0.691,0,0,0,0,0,0.18,5.114,5.114,17.05,17.18,0.122,17.87,0.044,20.97,0.384,12.58,0.04,0,0,2.002,0.001668001,0.003910542,0.001693863,197,4.786,660.7,53.87,263,2.532,15
1508247000,7293,12.62,20.74,193,2.061,2.7,0.39,15,0,0,0,0,0,0,0,14.88,0.105,39.35,1.152,0,0,0,0,0,0.18,5.113,5.114,17.05,17.17,0.106,17.59,0.1,20.04,0.196,12.58,0.04,0,0,2.001,0.001961873,0.004816294,0.001873191,204,5.401,660.6,30.17,259.8,5.885,15
1508247900,7294,12.63,20.6,218,1.644,2.15,0.333,15,0,0,0,0,0,0,0,14.72,0.112,38.82,0.485,0,0,0,0,0,0.18,5.113,5.113,17.04,17.15,0.12,17.36,0.049,20.3,0.141,12.59,0.034,0,0,2.004,0.001776391,0.001917601,0.001752994,192,2.733,640.4,53.12,239,8.11,15
1508248800,7295,12.62,20.5,221,1.696,2.06,0.224,15,0,0,0,0,0,0,0,14.67,0.172,41.14,1.112,0,0,0,0,0,0.18,5.112,5.112,17.04,17.11,0.115,17.21,0.077,19.38,0.626,12.59,0.034,0,0,2.012,0.0021561,-0.003913641,0.001768118,181,5.007,474.6,51.19,227.2,6.796,15
1508249700,7296,12.62,19.98,194,1.608,2.45,0.475,15,0,0,0,0,0,0,0,15.46,0.619,47.72,1.873,0,0,0,0,0,0.18,5.112,5.112,17.04,16.79,0.129,16.7,0.222,17.27,0.709,12.58,0.04,0,0,2.016,0.003422772,-0.01450515,0.005371167,176,4.43,369.3,53.71,228.2,3.028,15
1508250600,7297,12.61,19.29,156,0.772,1.47,0.356,15,0,0,0,0,0,0,0,15.91,0.253,47.77,0.714,0,0,0,0,0,0.18,5.111,5.111,17.04,16.35,0.12,16.09,0.15,15.6,0.327,12.58,0.04,0,0,2.024,0.002445883,-0.02071142,0.002351568,182,5.325,302.6,24.02,231.9,1.327,10
1508251500,7298,12.61,18.76,275,0.661,1.24,0.364,15,0,0,0,0,0,0,0,15.75,0.1,46.97,0.765,0,0,0,0,0,0.18,5.11,5.111,17.04,15.99,0.141,15.78,0.04,15.15,0.233,12.59,0.034,0,0,2.025,0.0009285524,-0.02192426,0.0009338866,177,4.676,269.6,30,212.6,11.96,9
1508252400,7299,12.63,18.2,198,1.167,1.56,0.244,15,0,0,0,0,0,0,0,15.73,0.922,49.93,1.621,0,0,0,0,0,0.18,5.11,5.11,17.03,15.72,0.16,15.34,0.239,13.78,0.472,12.57,0.101,0,0,2.029,0.00152606,-0.02278113,0.003445064,172,6.167,209,7.712,181.8,7.808,0
1508253300,7300,12.61,17.38,68,0.615,1.3,0.334,15,0,0,0,0,0,0,0,14.1,0.127,49.75,1.045,0,0,0,0,0,0.18,5.109,5.11,17.03,15.15,0.136,14.61,0.184,12.71,0.34,12.58,0.04,0,0,2.027,0.001062488,-0.01791835,0.001385437,172,5.922,170.9,16.02,147.4,11.04,1
1508254200,7301,12.62,16.65,219,0.502,0.93,0.237,15,0,0,0,0,0,0,0,13.38,0.535,51.6,1.486,0,0,0,0,0,0.18,5.109,5.109,17.03,14.65,0.154,14.17,0.094,12.19,0.295,12.56,0.049,0,0,2.024,0.001309781,-0.01054645,0.002944661,185,4.374,134,16.54,121.5,6.641,2
1508255100,7302,12.61,15.96,330,0.273,0.47,0.11,15,0,0,0,0,0,0,0,12.34,0.292,54.04,1.927,0,0,0,0,0,0.18,5.108,5.108,17.03,14.26,0.178,13.77,0.135,11.07,0.33,12.57,0.047,0,0,2.028,0.001707537,-0.01179314,0.001608477,172,4.864,88.7,12.41,86.8,13.02,0
1508256000,7303,12.59,15.23,100,0.237,0.55,0.145,15,0,0,0,0,0,0,0,11.34,0.35,60.13,2.303,0,0,0,0,0,0.18,5.108,5.108,17.03,13.79,0.181,13.22,0.19,9.74,0.318,12.57,0.044,0,0,2.033,0.001490711,-0.01212478,0.001035038,172,6.488,54.63,10,52.81,10.25,0
1508256900,7304,12.61,14.39,75,0.589,1.22,0.276,15,0,0,0,0,0,0,0,10.18,0.202,67.45,1.663,0,0,0,0,0,0.18,5.108,5.108,17.03,13.1,0.216,12.39,0.336,8.63,0.483,12.57,0.047,0,0,2.034,0.001569131,-0.01098585,0.001281127,180,5.075,23,7.252,21.36,6.588,0
1508257800,7305,12.6,13.46,68,0.681,1.14,0.272,15,0,0,0,0,0,0,0,9.98,0.428,68.09,1.001,0,0,0,0,0,0.18,5.108,5.108,17.03,12.28,0.543,10.91,0.453,7.08,0.356,12.56,0.049,0,0,2.034,0.0008537748,-0.01436687,0.001958868,185,4.377,6.536,2.88,7.07,2.587,0
1508258700,7306,12.58,12.47,64,1.198,1.81,0.279,15,0,0,0,0,0,0,0,9.4,0.742,69.49,1.43,0,0,0,0,0,0.18,5.107,5.107,17.02,11.01,0.34,9.5,0.356,5.993,0.238,12.55,0.062,0,0,2.039,0.001192563,-0.01367307,0.002734984,172,3.574,1.057,0.793,2.296,0.782,0
1508259600,7307,12.61,11.47,74,0.96,1.51,0.312,15,0,0,0,0,0,0,0,9.28,0.175,67.69,1.592,0,0,0,0,0,0.18,5.106,5.106,17.02,9.93,0.277,8.49,0.211,5.267,0.221,12.55,0.062,0,0,2.041,0.00176882,-0.01708889,0.001887592,189,6.417,0.341,0.187,1.705,0,0
1508260500,7308,12.59,10.53,74,1.117,1.52,0.262,15,0,0,0,0,0,0,0,9.74,0.21,67.03,1.268,0,0,0,0,0,0.18,5.105,5.106,17.02,8.98,0.329,7.847,0.163,4.893,0.157,12.55,0.05,0,0,2.042,0.001356457,-0.01988697,0.001794728,180,5.548,0.341,0,1.683,0.058,0
1508261400,7309,12.6,9.71,81,0.937,1.52,0.352,15,0,0,0,0,0,0,0,10.3,0.294,70.94,1.653,0,0,0,0,0,0.18,5.104,5.104,17.01,8.33,0.229,7.353,0.136,4.68,0.138,12.53,0.06,0,0,2.047,0.00234378,-0.02698755,0.002943813,172,5.89,0.341,0,1.706,0,0
1508262300,7310,12.61,8.99,62,1.49,1.96,0.25,15,0,0,0,0,0,0,0,8.48,0.31,63.53,2.337,0,0,0,0,0,0.18,5.103,5.103,17.01,7.713,0.283,6.853,0.141,4.3,0.2,12.53,0.079,0,0,2.045,0.001062506,-0.01811361,0.001190598,179,5.654,0.341,0,1.706,0,0
1508263200,7311,12.61,8.39,63,1.286,2.15,0.389,15,0,0,0,0,0,0,0,8.98,0.154,62.89,0.457,0,0,0,0,0,0.18,5.102,5.102,17.01,7.333,0.26,6.7,0,4.7,0,12.54,0.049,0,0,2.043,0.0006182341,-0.01716924,0.0008294414,189,3.868,0.341,0,1.706,0,0
1508264100,7312,12.61,7.923,61,0.963,1.56,0.341,15,0,0,0,0,0,0,0,9.08,0.154,63.07,0.959,0,0,0,0,0,0.18,5.1,5.101,17,7.213,0.163,6.793,0.025,4.793,0.1,12.55,0.05,0,0,2.045,0.0009661205,-0.01889992,0.001221215,172,5.683,0.341,0,1.706,0,0
1508265000,7313,12.6,7.575,42,0.943,1.33,0.223,15,0,0,0,0,0,0,0,8.7,0.335,66.26,1.671,0,0,0,0,0,0.18,5.1,5.1,17,7.14,0.189,6.753,0.062,4.533,0.236,12.53,0.044,0,0,2.049,0.001988868,-0.0201993,0.001497542,185,7.272,0.341,0,1.706,0,0
1508265900,7314,12.61,7.261,53,1.152,1.62,0.214,15,0,0,0,0,0,0,0,8.56,0.09,66.83,0.983,0,0,0,0,0,0.18,5.099,5.099,17,6.973,0.307,6.487,0.081,4.12,0.098,12.55,0.05,0,0,2.05,0.001707496,-0.02148557,0.001672465,189,5.499,0.341,0,1.683,0.085,0
1508266800,7315,12.62,6.969,64,1.333,1.83,0.248,15,0,0,0,0,0,0,0,8.9,0.404,65.16,0.513,0,0,0,0,0,0.18,5.098,5.098,16.99,6.58,0.259,6.273,0.068,4,0,12.54,0.049,0,0,2.051,0.0008537798,-0.02445936,0.001815548,171,7.213,0.341,0,1.706,0,0
1508267700,7316,12.6,6.666,69,1.131,1.67,0.313,15,0,0,0,0,0,0,0,9.27,0.269,67.41,0.573,0,0,0,0,0,0.18,5.097,5.098,16.99,6.447,0.193,6.193,0.025,4.013,0.05,12.53,0.057,0,0,2.052,0.000942825,-0.02799654,0.001281135,169,6.376,0.341,0,1.695,0.043,0
1508268600,7317,12.6,6.431,51,0.977,1.58,0.297,15,0,0,0,0,0,0,0,8.22,0.817,66.1,0.457,0,0,0,0,0,0.18,5.097,5.097,16.99,6.253,0.102,6.073,0.044,4,0,12.53,0.06,0,0,2.052,0.001948185,-0.02004552,0.003591484,176,6.708,0.341,0,1.706,0,0
1508269500,7318,12.59,6.186,63,0.975,1.33,0.173,15,0,0,0,0,0,0,0,7.512,0.114,68.67,0.798,0,0,0,0,0,0.18,5.096,5.096,16.99,6.1,0.171,5.867,0.094,3.833,0.236,12.52,0.065,0,0,2.051,0.001583221,-0.01865268,0.001674795,181,4.809,0.341,0,1.683,0.058,0
1508270400,7319,12.61,5.909,59,1.171,1.61,0.275,15,0,0,0,0,0,0,0,7.493,0.126,67.16,0.672,0,0,0,0,0,0.18,5.096,5.096,16.99,5.78,0.279,5.527,0.1,3.833,0.236,12.55,0.05,0,0,2.052,0.001982112,-0.01954436,0.001926328,176,5.29,0.341,0,1.706,0,0
1508271300,7320,12.57,5.618,57,1.285,2.03,0.332,15,0,0,0,0,0,0,0,7.197,0.192,65.78,0.332,0,0,0,0,0,0.18,5.095,5.096,16.99,5.533,0.125,5.267,0.06,3.833,0.236,12.47,0.093,0,0,2.05,0.001257827,-0.01519513,0.001418711,184,5.007,0.341,0,1.684,0.058,0
1508272200,7321,12.62,5.394,103,1.203,1.93,0.42,15,0,0,0,0,0,0,0,7.232,0.118,66.59,0.446,0,0,0,0,0,0.18,5.095,5.095,16.98,5.293,0.129,5.113,0.062,3.833,0.236,12.51,0.081,0,0,2.051,0.001247184,-0.01886868,0.001495017,185,4.607,0.341,0,1.706,0,0
1508273100,7322,12.62,5.204,43,1.036,1.47,0.251,15,0,0,0,0,0,0,0,7.419,0.188,67.71,0.386,0,0,0,0,0,0.18,5.094,5.094,16.98,5.18,0.168,4.967,0.047,3.8,0.245,12.52,0.098,0,0,2.052,0.001611089,-0.02051806,0.001582765,176,4.884,0.341,0,1.706,0,0
1508274000,7323,12.63,5.032,25,1.259,2.06,0.378,15,0,0,0,0,0,0,0,8.16,0.188,68.7,0.389,0,0,0,0,0,0.18,5.094,5.094,16.98,4.967,0.135,4.9,0,3.767,0.249,12.51,0.081,0,0,2.051,0.001146991,-0.02240896,0.001389571,175,5.662,0.341,0,1.706,0,0
1508274900,7324,12.62,4.868,49,1.287,2.18,0.466,15,0,0,0,0,0,0,0,8.22,0.139,67.18,0.872,0,0,0,0,0,0.18,5.093,5.094,16.98,4.833,0.14,4.84,0.049,3.8,0.245,12.49,0.1,0,0,2.049,0.001316599,-0.02031517,0.001320164,175,5.709,0.341,0,1.706,0,0
1508275800,7325,12.62,4.753,65,0.795,1.69,0.44,15,0,0,0,0,0,0,0,8.26,0.146,65.87,1.108,0,0,0,0,0,0.18,5.093,5.093,16.98,4.78,0.22,4.8,0,3.833,0.236,12.51,0.05,0,0,2.049,0.001366266,-0.02044129,0.001402379,175,5.365,0.307,0.128,1.706,0,0
1508276700,7326,12.61,4.652,64,1.119,1.68,0.374,15,0,0,0,0,0,0,0,8.08,0.208,67.94,1.093,0,0,0,0,0,0.18,5.092,5.093,16.98,4.7,0.11,4.78,0.04,3.9,0.2,12.53,0.057,0,0,2.051,0.001600007,-0.02133584,0.002147953,184,4.697,0.341,0,1.672,0.068,0
1508277600,7327,12.62,4.585,83,0.922,1.61,0.268,15,0,0,0,0,0,0,0,8.12,0.155,66.79,1.509,0,0,0,0,0,0.18,5.092,5.092,16.97,4.66,0.296,4.7,0,3.833,0.236,12.53,0.047,0,0,2.046,0.001892666,-0.01563191,0.002025182,184,3.423,0.307,0.128,1.718,0.043,0
1508278500,7328,12.58,4.503,70,1.099,2.53,0.756,15,0,0,0,0,0,0,0,10.41,3.649,83.1,6.676,0,0,0,0,0,0.18,5.092,5.092,16.97,4.473,0.229,4.607,0.025,3.767,0.249,12.47,0.125,0,0,2.049,0.002211088,-0.05625725,0.01471084,184,5.426,0.353,0.043,1.706,0,0
1508279400,7329,12.62,4.413,71,1.477,1.86,0.222,15,0,0,0,0,0,0,0,20.7,1.2,81.2,0.972,0,0,0,0,0,0.18,5.092,5.092,16.97,4.447,0.171,4.453,0.062,3.667,0.236,12.52,0.091,0,0,2.048,0.002033061,-0.0672667,0.005005419,179,5.201,0.341,0,1.706,0,0
1508280300,7330,12.61,4.317,55,0.829,1.23,0.248,15,0,0,0,0,0,0,0,21.65,0.595,80.7,0.479,0,0,0,0,0,0.18,5.092,5.092,16.97,4.213,0.159,4.307,0.025,3.7,0.245,12.49,0.057,0,0,2.049,0.001961842,-0.07132697,0.002808942,184,5.123,0.341,0,1.707,0,0
1508281200,7331,12.62,4.208,69,1.01,1.74,0.408,15,0,0,0,0,0,0,0,19.38,3.546,74.23,2.212,0,0,0,0,0,0.18,5.092,5.091,16.97,4.053,0.072,4.247,0.05,3.7,0.245,12.51,0.085,0,0,2.052,0.002848775,-0.02538061,0.01181559,176,5.863,0.341,0,1.695,0.043,0
1508282100,7332,12.61,4.045,78,1.672,2.14,0.326,15,0,0,0,0,0,0,0,8.84,0.272,69.11,1.693,0,0,0,0,0,0.18,5.091,5.091,16.97,3.913,0.12,4.013,0.05,3.6,0.2,12.49,0.1,0,0,2.051,0.001359742,-0.0253129,0.001289847,179,5.879,0.341,0,1.707,0,0
1508283000,7333,12.61,3.918,77,1.612,2.06,0.326,15,0,0,0,0,0,0,0,9,0.227,68.35,0.585,0,0,0,0,0,0.18,5.091,5.091,16.97,3.713,0.186,3.9,0,3.7,0.245,12.53,0.1,0,0,2.049,0.001436025,-0.02341175,0.001767243,180,5.437,0.341,0,1.684,0.058,0
1508283900,7334,12.57,3.815,54,1.507,2.05,0.425,15,0,0,0,0,0,0,0,9.04,0.234,67.67,0.519,0,0,0,0,0,0.18,5.09,5.09,16.97,3.633,0.158,4,0,3.7,0.245,12.51,0.129,0,0,2.047,0.001356482,-0.02150559,0.001605282,180,3.557,0.307,0.128,1.695,0.043,0
1508284800,7335,12.62,3.719,51,1.239,2.08,0.45,15,0,0,0,0,0,0,0,8.86,0.398,68.37,0.634,0,0,0,0,0,0.18,5.09,5.09,16.97,3.64,0.095,3.913,0.034,3.667,0.236,12.46,0.131,0,0,2.052,0.001407944,-0.024827,0.001971278,184,3.929,0.341,0,1.707,0,0
1508285700,7336,12.62,3.576,53,1.436,1.92,0.216,15,0,0,0,0,0,0,0,8.88,0.169,66.82,0.811,0,0,0,0,0,0.18,5.09,5.09,16.97,3.533,0.101,3.867,0.047,3.567,0.17,12.48,0.083,0,0,2.047,0.001768895,-0.01912546,0.002220308,185,5.953,0.341,0,1.707,0,0
1508286600,7337,12.54,3.488,31,0.956,1.74,0.387,15,0,0,0,0,0,0,0,9.75,0.442,66.53,0.773,0,0,0,0,0,0.18,5.089,5.089,16.96,3.52,0.183,3.867,0.047,3.8,0.245,12.47,0.112,0,0,2.045,0.002497975,-0.02306342,0.002492396,184,5.122,0.341,0,1.707,0,0
1508287500,7338,12.6,3.434,41,1.189,1.88,0.48,15,0,0,0,0,0,0,0,9.25,0.606,64.22,1.974,0,0,0,0,0,0.18,5.089,5.089,16.96,3.5,0.141,3.86,0.049,3.767,0.249,12.52,0.04,0,0,2.047,0.001948212,-0.02176952,0.002624155,185,4.935,0.353,0.043,1.707,0,0
1508288400,7339,12.63,3.372,56,1.037,1.83,0.392,15,0,0,0,0,0,0,0,8.86,0.362,66.72,1.441,0,0,0,0,0,0.18,5.089,5.089,16.96,3.387,0.102,3.767,0.047,3.6,0.2,12.47,0.14,0,0,2.045,0.002792059,-0.01729107,0.00329098,176,4.75,0.341,0,1.718,0.043,0
1508289300,7340,12.59,3.243,84,1.771,2.29,0.332,15,0,0,0,0,0,0,0,10.66,0.613,68.31,1.891,0,0,0,0,0,0.18,5.089,5.089,16.96,3.18,0.151,3.48,0.075,3.46,0.08,12.47,0.107,0,0,2.045,0.00290899,-0.02551436,0.002674221,185,5.886,0.353,0.043,1.707,0,0
1508290200,7341,12.62,3.147,330,1.092,1.65,0.43,15,0,0,0,0,0,0,0,10.8,0.422,64.23,1.427,0,0,0,0,0,0.18,5.088,5.088,16.96,2.96,0.12,3.313,0.034,3.667,0.236,12.47,0.14,0,0,2.045,0.00168125,-0.0236969,0.00277887,178,4.951,0.341,0,1.695,0.043,0
1508291100,7342,12.58,3.097,41,0.689,1.71,0.374,15,0,0,0,0,0,0,0,10.81,1.772,64.69,1.719,0,0,0,0,0,0.18,5.088,5.088,16.96,2.947,0.12,3.433,0.047,3.733,0.249,12.43,0.125,0,0,2.046,0.004112883,-0.03466678,0.008249211,180,7.818,0.364,0.085,1.695,0.043,0
1508292000,7343,12.58,3.091,68,0.685,1.79,0.455,15,0,0,0,0,0,0,0,11.97,0.625,64.46,1.039,0,0,0,0,0,0.18,5.088,5.088,16.96,3.007,0.112,3.58,0.04,3.733,0.249,12.49,0.093,0,0,2.041,0.0017049,-0.02249765,0.002396421,186,2.494,0.341,0,1.673,0.092,0
1508292900,7344,12.5,3.044,27,0.757,1.07,0.27,15,0,0,0,0,0,0,0,10.58,0.312,59.74,0.922,0,0,0,0,0,0.18,5.087,5.087,16.96,3.007,0.106,3.6,0,3.6,0.2,12.51,0.085,0,0,2.045,0.002497987,-0.02325797,0.002359939,185,6.249,0.296,0.132,1.695,0.043,0
1508293800,7345,12.56,3.011,41,1.289,2.34,0.49,15,0,0,0,0,0,0,0,8.36,0.48,58.3,1.558,0,0,0,0,0,0.18,5.087,5.087,16.96,3.007,0.077,3.547,0.05,3.533,0.125,12.43,0.125,0,0,2.043,0.003401967,-0.01293325,0.004070526,185,8.57,0.341,0,1.684,0.085,0
1508294700,7346,12.61,2.98,42,1.595,2.41,0.369,15,0,0,0,0,0,0,0,8.1,0.261,57.67,0.557,0,0,0,0,0,0.18,5.087,5.087,16.96,2.9,0.11,3.467,0.047,3.567,0.17,12.47,0.119,0,0,2.049,0.003749958,-0.01921034,0.004108087,179,5.005,0.341,0,1.695,0.043,0
1508295600,7347,12.58,2.965,83,0.977,1.73,0.406,15,0,0,0,0,0,0,0,8.4,0.262,63.15,1.651,0,0,0,0,0,0.18,5.086,5.086,16.95,2.833,0.14,3.5,0,3.567,0.17,12.55,0.062,0,0,2.052,0.002515681,-0.02149653,0.002351338,176,7.254,0.364,0.085,1.707,0,0
1508296500,7348,12.59,2.905,78,1.333,1.83,0.276,15,0,0,0,0,0,0,0,7.72,0.221,60.83,1.846,0,0,0,0,0,0.18,5.086,5.086,16.95,2.88,0.117,3.433,0.047,3.52,0.138,12.5,0.115,0,0,2.054,0.003059403,-0.02168965,0.003074166,175,3.183,0.341,0,1.707,0,0
1508297400,7349,12.6,2.852,58,1.281,2.29,0.472,15,0,0,0,0,0,0,0,7.274,0.218,59.16,1.51,0,0,0,0,0,0.18,5.086,5.086,16.95,2.78,0.133,3.32,0.054,3.533,0.125,12.44,0.131,0,0,2.05,0.00275359,-0.01675105,0.002754725,180,4.077,0.341,0,1.695,0.043,0
