TOA5,HiResAlp_P2 IP,CR1000,E8795,CR1000.Std.27.04,CPU:P2_Hourly_171031.CR1,17058,P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Batt_V_Min,T_Log_Avg,Wind_Dir,Wind_Speed_Avg,Wind_Speed_Max,Wind_Speed_Std,Wind_SmplsF_Tot,Wind_Diag1F_Tot,Wind_Diag2F_Tot,Wind_Diag4F_Tot,Wind_Diag8F_Tot,Wind_Diag9F_Tot,Wind_Diag10F_Tot,Wind_NNDF_Tot,T_air_Avg,T_air_Std,RH_Avg,RH_Std,Surf_Tbody_Avg,Surf_Tbody_Std,Surf_T0_Avg,Surf_T0_Std,Surf_T_Avg,Surf_T_Std,Precip_T_Int15_Tot,SWC_P_A_02_Avg,SWC_P_A_02_Std,SWC_WC_A_02_Avg,SWC_WC_A_02_Std,SWC_ST_A_02_Avg,SWC_ST_A_02_Std,SWC_P_A_05_Avg,SWC_P_A_05_Std,SWC_WC_A_05_Avg,SWC_WC_A_05_Std,SWC_ST_A_05_Avg,SWC_ST_A_05_Std,SWC_P_A_20_Avg,SWC_P_A_20_Std,SWC_WC_A_20_Avg,SWC_WC_A_20_Std,SWC_ST_A_20_Avg,SWC_ST_A_20_Std,SWC_P_B_02_Avg,SWC_P_B_02_Std,SWC_WC_B_02_Avg,SWC_WC_B_02_Std,SWC_ST_B_02_Avg,SWC_ST_B_02_Std,SWC_P_B_05_Avg,SWC_P_B_05_Std,SWC_WC_B_05_Avg,SWC_WC_B_05_Std,SWC_ST_B_05_Avg,SWC_ST_B_05_Std,SWC_P_B_20_Avg,SWC_P_B_20_Std,SWC_WC_B_20_Avg,SWC_WC_B_20_Std,SWC_ST_B_20_Avg,SWC_ST_B_20_Std,SWC_P_C_02_Avg,SWC_P_C_02_Std,SWC_WC_C_02_Avg,SWC_WC_C_02_Std,SWC_ST_C_02_Avg,SWC_ST_C_02_Std,SWC_P_C_05_Avg,SWC_P_C_05_Std,SWC_WC_C_05_Avg,SWC_WC_C_05_Std,SWC_ST_C_05_Avg,SWC_ST_C_05_Std,SWC_P_C_20_Avg,SWC_P_C_20_Std,SWC_WC_C_20_Avg,SWC_WC_C_20_Std,SWC_ST_C_20_Avg,SWC_ST_C_20_Std,PAR_Up_Avg,PAR_Up_Std,PAR_Soil_In_Avg,PAR_Soil_In_Std,PAR_Soil_Out_Avg,PAR_Soil_Out_Std,NDVI_Down_Red_Avg,NDVI_Down_Red_Std,NDVI_Down_NIR_Avg,NDVI_Down_NIR_Std,NDVI_Down_Tilt_Avg,PRI_Down_Green_Avg,PRI_Down_Green_Std,PRI_Down_Yellow_Avg,PRI_Down_Yellow_Std,PRI_Down_Tilt_Avg
TS,RN,Volts,Deg C,degrees,meters/Second,meters/Second,meters/Second,,,,,,,,,Deg C,Deg C,%,%,Deg C,Deg C,Deg C,Deg C,Deg C,Deg C,mm,unitless,unitless,m^3/m^3,m^3/m^3,Deg C,Deg C,unitless,unitless,m^3/m^3,m^3/m^3,Deg C,Deg C,unitless,unitless,m^3/m^3,m^3/m^3,Deg C,Deg C,unitless,unitless,m^3/m^3,m^3/m^3,Deg C,Deg C,unitless,unitless,m^3/m^3,m^3/m^3,Deg C,Deg C,unitless,unitless,m^3/m^3,m^3/m^3,Deg C,Deg C,unitless,unitless,m^3/m^3,m^3/m^3,Deg C,Deg C,unitless,unitless,m^3/m^3,m^3/m^3,Deg C,Deg C,unitless,unitless,m^3/m^3,m^3/m^3,Deg C,Deg C,umol/m2s1,umol/m2s1,umol/m2s1,umol/m2s1,umol/m2s1,umol/m2s1,W/m^2 nm sr,W/m^2 nm sr,W/m^2 nm sr,W/m^2 nm sr,,W/m^2 nm sr,W/m^2 nm sr,W/m^2 nm sr,W/m^2 nm sr,
,,Min,Avg,Smp,Avg,Max,Std,Tot,Tot,Tot,Tot,Tot,Tot,Tot,Tot,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Tot,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Avg,Std,Avg,Std,Avg
2017-01-11 15:30:00,27784,13.23,-3.786,136.7,1.016,NaN,0.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.711,0.086,80.8,NaN,-7.073,0.057,-4.168,0.212,-3.727,0.227,0,NaN,NaN,0.086,0,0.539,0.081,NaN,NaN,0.093,0,0.281,0.049,NaN,NaN,0.119,0,0.508,0.046,NaN,NaN,0.078,0,-0.786,0.024,NaN,NaN,0.071,0,-0.479,0.02,NaN,NaN,0.157,0,0.375,0.018,NaN,NaN,0.081,0,-0.279,0.019,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.492,0.028,140.3,12.66,20.53,3.143,71.08,7.817,0.004,0,0.005,0.001,1,0.003,0,0.003,0,1
2017-01-11 15:45:00,27785,13.87,-4.33,84.7,1.053,NaN,0.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.682,0.081,81.8,NaN,-7.035,0.042,-3.993,0.272,-3.545,0.288,0,NaN,NaN,0.086,0,0.298,0.069,NaN,NaN,0.093,0,0.181,0.047,NaN,NaN,0.119,0,0.517,0.03,NaN,NaN,0.078,0,-0.777,0.015,NaN,NaN,0.071,0,-0.46,0.016,NaN,NaN,0.157,0,0.377,0.014,NaN,NaN,0.08,0,-0.321,0.017,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.502,0.025,159.8,19.43,25.05,5.066,80.3,10.95,0.005,0.001,0.007,0.001,1,0.004,0.001,0.004,0.001,1
2017-01-11 16:00:00,27786,13.2,-4.754,102.1,1.067,NaN,0.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.949,0.12,83.6,NaN,-7.408,0.199,-5.335,0.213,-4.938,0.214,0,NaN,NaN,0.086,0,0.138,0.042,NaN,NaN,0.093,0,0.061,0.038,NaN,NaN,0.119,0,0.521,0.028,NaN,NaN,0.078,0,-0.773,0.016,NaN,NaN,0.072,0,-0.448,0.019,NaN,NaN,0.157,0,0.369,0.012,NaN,NaN,0.08,0,-0.343,0.02,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.485,0.027,86.7,12.29,14.89,2.41,42.43,6.286,0.003,0.001,0.004,0.001,1,0.002,0,0.002,0,1
2017-01-11 16:15:00,27787,13.03,-5.201,146.3,0.465,NaN,0.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.22,0.123,86.1,NaN,-7.92,0.139,-6.219,0.317,-5.836,0.328,0,NaN,NaN,0.086,0,-0.013,0.057,NaN,NaN,0.093,0,-0.014,0.036,NaN,NaN,0.119,0,0.521,0.032,NaN,NaN,0.078,0,-0.778,0.02,NaN,NaN,0.072,0,-0.437,0.018,NaN,NaN,0.157,0,0.383,0.019,NaN,NaN,0.08,0,-0.375,0.029,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.493,0.031,49.88,12.51,7.899,2.943,23.47,6.71,0.001,0.001,0.002,0.001,1,0.001,0.001,0.001,0,1
2017-01-11 16:30:00,27788,12.98,-5.66,188.5,0.273,NaN,0.347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.43,0.03,86.3,NaN,-8.33,0.044,-6.616,0.042,-6.221,0.049,0,NaN,NaN,0.086,0,-0.171,0.044,NaN,NaN,0.093,0,-0.069,0.031,NaN,NaN,0.119,0,0.52,0.031,NaN,NaN,0.078,0,-0.794,0.017,NaN,NaN,0.072,0,-0.429,0.022,NaN,NaN,0.157,0,0.383,0.018,NaN,NaN,0.079,0,-0.408,0.026,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.48,0.019,25.05,2.068,3.386,0,13.77,1.497,0.001,0,0.001,0,1,0.001,0,0.001,0,1
2017-01-11 16:45:00,27789,12.94,-6.05,222.5,0.237,NaN,0.289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.41,0.106,87.4,NaN,-8.44,0.07,-7.201,0.409,-6.845,0.439,0,NaN,NaN,0.086,0,-0.293,0.029,NaN,NaN,0.093,0,-0.143,0.028,NaN,NaN,0.119,0,0.527,0.02,NaN,NaN,0.078,0,-0.82,0.025,NaN,NaN,0.072,0,-0.425,0.019,NaN,NaN,0.157,0,0.366,0.018,NaN,NaN,0.079,0,-0.439,0.017,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.493,0.02,14.22,3.54,1.354,1.659,6.772,2.764,0,0,0.001,0,1,0.001,0,0,0,1
2017-01-11 17:00:00,27790,12.92,-6.41,263.1,0.27,NaN,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.58,0.056,86.8,NaN,-8.68,0.026,-7.542,0.068,-7.189,0.076,0,NaN,NaN,0.086,0,-0.362,0.02,NaN,NaN,0.093,0,-0.203,0.026,NaN,NaN,0.119,0,0.514,0.031,NaN,NaN,0.077,0,-0.839,0.019,NaN,NaN,0.072,0,-0.409,0.013,NaN,NaN,0.157,0,0.367,0.02,NaN,NaN,0.078,0,-0.444,0.029,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.496,0.02,2.709,2.534,0,0,-0.677,1.834,0,0,0,0,1,0,0,0,0,1
2017-01-11 17:15:00,27791,12.91,-6.728,211,0.45,NaN,0.327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.45,0.044,85.9,NaN,-8.67,0.025,-7.599,0.073,-7.253,0.081,0,NaN,NaN,0.085,0,-0.375,0.019,NaN,NaN,0.092,0,-0.244,0.031,NaN,NaN,0.119,0,0.52,0.031,NaN,NaN,0.077,0,-0.872,0.029,NaN,NaN,0.072,0,-0.418,0.02,NaN,NaN,0.157,0,0.372,0.022,NaN,NaN,0.078,0,-0.468,0.018,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.486,0.028,-2.483,1.498,-0.452,1.151,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 17:30:00,27792,12.89,-6.986,278.3,0.392,NaN,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.37,0.03,85.5,NaN,-8.61,0.023,-7.579,0.067,-7.237,0.071,0,NaN,NaN,0.085,0,-0.419,0.019,NaN,NaN,0.091,0,-0.258,0.029,NaN,NaN,0.119,0,0.527,0.038,NaN,NaN,0.077,0,-0.903,0.026,NaN,NaN,0.072,0,-0.414,0.027,NaN,NaN,0.157,0,0.375,0.022,NaN,NaN,0.077,0,-0.488,0.026,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.5,0.02,-3.386,0,-2.258,1.596,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 17:45:00,27793,12.89,-7.17,274.6,0.403,NaN,0.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.3,0.043,84.9,NaN,-8.53,0.02,-7.428,0.028,-7.082,0.03,0,NaN,NaN,0.084,0,-0.445,0.018,NaN,NaN,0.091,0,-0.29,0.023,NaN,NaN,0.119,0,0.52,0.023,NaN,NaN,0.077,0,-0.923,0.021,NaN,NaN,0.073,0,-0.415,0.024,NaN,NaN,0.157,0,0.358,0.02,NaN,NaN,0.076,0,-0.521,0.027,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.508,0.026,-3.386,0,-2.935,1.151,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 18:00:00,27794,12.87,-7.289,265.8,0.302,NaN,0.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.22,0.027,84.8,NaN,-8.45,0.02,-7.359,0.04,-7.015,0.042,0,NaN,NaN,0.083,0,-0.47,0.025,NaN,NaN,0.091,0,-0.313,0.02,NaN,NaN,0.119,0,0.543,0.022,NaN,NaN,0.077,0,-0.951,0.024,NaN,NaN,0.073,0,-0.402,0.025,NaN,NaN,0.157,0,0.363,0.021,NaN,NaN,0.076,0,-0.535,0.024,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.499,0.018,-3.386,0,-2.935,1.151,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 18:15:00,27795,12.86,-7.366,231.4,0.293,NaN,0.292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.2,0.049,85.1,NaN,-8.41,0.017,-7.235,0.059,-6.885,0.063,0,NaN,NaN,0.082,0,-0.494,0.023,NaN,NaN,0.09,0,-0.33,0.024,NaN,NaN,0.119,0,0.525,0.026,NaN,NaN,0.076,0,-0.983,0.014,NaN,NaN,0.073,0,-0.397,0.021,NaN,NaN,0.156,0,0.369,0.019,NaN,NaN,0.076,0,-0.551,0.034,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.502,0.03,-3.386,0,-2.935,1.151,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 18:30:00,27796,12.85,-7.395,345.6,0.17,NaN,0.247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.22,0.039,84.9,NaN,-8.4,0.018,-7.101,0.057,-6.74,0.06,0,NaN,NaN,0.082,0,-0.521,0.02,NaN,NaN,0.09,0,-0.332,0.025,NaN,NaN,0.119,0,0.542,0.023,NaN,NaN,0.076,0,-0.999,0.032,NaN,NaN,0.073,0,-0.398,0.021,NaN,NaN,0.156,0,0.371,0.022,NaN,NaN,0.075,0,-0.59,0.021,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.5,0.024,-3.386,0,-2.935,1.151,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 18:45:00,27797,12.84,-7.393,209.1,0.823,NaN,0.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.87,0.144,84.5,NaN,-8.16,0.094,-6.987,0.08,-6.642,0.082,0,NaN,NaN,0.081,0,-0.55,0.023,NaN,NaN,0.089,0,-0.333,0.029,NaN,NaN,0.119,0,0.545,0.036,NaN,NaN,0.076,0,-1.014,0.022,NaN,NaN,0.073,0,-0.398,0.022,NaN,NaN,0.156,0,0.357,0.019,NaN,NaN,0.075,0,-0.612,0.013,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.517,0.026,-3.386,0,-2.709,1.355,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 19:00:00,27798,12.83,-7.36,319.7,0.251,NaN,0.237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.816,0.19,87,NaN,-8.05,0.071,-7.024,0.058,-6.694,0.06,0,NaN,NaN,0.081,0,-0.573,0.024,NaN,NaN,0.09,0,-0.333,0.023,NaN,NaN,0.119,0,0.545,0.027,NaN,NaN,0.076,0,-1.031,0.014,NaN,NaN,0.073,0,-0.414,0.014,NaN,NaN,0.156,0,0.362,0.023,NaN,NaN,0.074,0,-0.629,0.02,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.503,0.025,-3.386,0,-3.386,0,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 19:15:00,27799,12.82,-7.294,230.8,0.313,NaN,0.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.595,0.11,88.2,NaN,-7.851,0.036,-6.95,0.063,-6.635,0.069,0,NaN,NaN,0.081,0,-0.607,0.028,NaN,NaN,0.089,0,-0.352,0.029,NaN,NaN,0.119,0,0.557,0.029,NaN,NaN,0.075,0,-1.037,0.024,NaN,NaN,0.073,0,-0.411,0.015,NaN,NaN,0.156,0,0.358,0.022,NaN,NaN,0.074,0,-0.654,0.02,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.507,0.025,-3.386,0,-3.386,0,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 19:30:00,27800,12.81,-7.216,134.2,0.041,NaN,0.106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.798,0.069,90.6,NaN,-7.93,0.038,-7.001,0.045,-6.682,0.048,0,NaN,NaN,0.08,0,-0.615,0.028,NaN,NaN,0.089,0,-0.352,0.027,NaN,NaN,0.119,0,0.546,0.023,NaN,NaN,0.075,0,-1.033,0.023,NaN,NaN,0.073,0,-0.411,0.021,NaN,NaN,0.156,0,0.36,0.019,NaN,NaN,0.074,0,-0.654,0.021,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.504,0.015,-3.386,0,-1.58,1.689,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 19:45:00,27801,12.81,-7.151,186.1,0.722,NaN,0.542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.36,0.329,88.7,NaN,-7.703,0.189,-6.923,0.175,-6.621,0.173,0,NaN,NaN,0.08,0,-0.617,0.022,NaN,NaN,0.089,0,-0.356,0.022,NaN,NaN,0.119,0,0.539,0.025,NaN,NaN,0.075,0,-1.054,0.022,NaN,NaN,0.073,0,-0.402,0.022,NaN,NaN,0.156,0,0.37,0.014,NaN,NaN,0.073,0,-0.675,0.026,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.506,0.036,-3.386,0,-2.709,1.355,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 20:00:00,27802,12.8,-7.044,182.2,0.663,NaN,0.671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.039,0.273,88.9,NaN,-7.306,0.134,-6.649,0.112,-6.365,0.114,0,NaN,NaN,0.079,0,-0.637,0.019,NaN,NaN,0.088,0,-0.35,0.018,NaN,NaN,0.119,0,0.546,0.024,NaN,NaN,0.075,0,-1.052,0.02,NaN,NaN,0.073,0,-0.398,0.021,NaN,NaN,0.156,0,0.37,0.019,NaN,NaN,0.073,0,-0.685,0.03,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.508,0.028,-3.386,0,-2.709,1.355,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 20:15:00,27803,12.79,-6.926,139.2,0.438,NaN,0.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.888,0.214,94,NaN,-7.672,0.224,-7.106,0.199,-6.824,0.195,0,NaN,NaN,0.079,0,-0.638,0.024,NaN,NaN,0.088,0,-0.339,0.028,NaN,NaN,0.119,0,0.551,0.026,NaN,NaN,0.075,0,-1.045,0.021,NaN,NaN,0.073,0,-0.404,0.027,NaN,NaN,0.156,0,0.365,0.015,NaN,NaN,0.073,0,-0.689,0.018,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.513,0.016,-3.386,0,-2.258,1.596,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 20:30:00,27804,12.79,-6.94,297.3,0.606,NaN,0.411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.04,0.076,92.9,NaN,-8.11,0.039,-7.451,0.075,-7.153,0.082,0,NaN,NaN,0.079,0,-0.662,0.017,NaN,NaN,0.088,0,-0.341,0.025,NaN,NaN,0.119,0,0.552,0.024,NaN,NaN,0.075,0,-1.05,0.019,NaN,NaN,0.073,0,-0.415,0.022,NaN,NaN,0.156,0,0.369,0.027,NaN,NaN,0.073,0,-0.703,0.023,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.51,0.022,-3.386,0,-2.709,1.355,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 20:45:00,27805,12.77,-6.983,354.9,0.793,NaN,0.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.554,0.579,93.9,NaN,-7.784,0.264,-7.211,0.264,-6.927,0.28,0,NaN,NaN,0.079,0,-0.661,0.013,NaN,NaN,0.088,0,-0.355,0.025,NaN,NaN,0.119,0,0.552,0.025,NaN,NaN,0.075,0,-1.042,0.024,NaN,NaN,0.073,0,-0.403,0.023,NaN,NaN,0.156,0,0.369,0.022,NaN,NaN,0.073,0,-0.71,0.023,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.529,0.024,-3.386,0,-2.258,1.596,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 21:00:00,27806,12.77,-6.989,335.1,0.601,NaN,0.488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.07,0.074,94.7,NaN,-8.04,0.092,-7.506,0.079,-7.221,0.079,0,NaN,NaN,0.079,0,-0.669,0.02,NaN,NaN,0.088,0,-0.343,0.018,NaN,NaN,0.119,0,0.556,0.026,NaN,NaN,0.075,0,-1.036,0.025,NaN,NaN,0.073,0,-0.415,0.021,NaN,NaN,0.156,0,0.357,0.017,NaN,NaN,0.073,0,-0.715,0.019,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.509,0.02,-3.386,0,-2.935,1.151,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 21:15:00,27807,12.77,-7.049,141.5,0.215,NaN,0.231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.06,0.064,94.4,NaN,-8.16,0.023,-7.465,0.045,-7.164,0.048,0,NaN,NaN,0.078,0,-0.679,0.02,NaN,NaN,0.087,0,-0.349,0.024,NaN,NaN,0.119,0,0.554,0.015,NaN,NaN,0.075,0,-1.031,0.026,NaN,NaN,0.073,0,-0.412,0.02,NaN,NaN,0.156,0,0.368,0.014,NaN,NaN,0.072,0,-0.731,0.031,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.514,0.019,-3.386,0,-2.709,1.355,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 21:30:00,27808,12.76,-7.094,173.4,0.344,NaN,0.289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8,0.065,93.9,NaN,-8.12,0.016,-7.497,0.045,-7.202,0.049,0,NaN,NaN,0.078,0,-0.692,0.024,NaN,NaN,0.087,0,-0.341,0.028,NaN,NaN,0.119,0,0.565,0.024,NaN,NaN,0.075,0,-1.029,0.02,NaN,NaN,0.073,0,-0.414,0.019,NaN,NaN,0.156,0,0.366,0.017,NaN,NaN,0.072,0,-0.726,0.017,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.518,0.022,-3.386,0,-2.935,1.151,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 21:45:00,27809,12.75,-7.109,190.9,0.773,NaN,0.696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.843,0.066,94.9,NaN,-8.02,0.041,-7.367,0.06,-7.071,0.066,0,NaN,NaN,0.078,0,-0.69,0.022,NaN,NaN,0.088,0,-0.347,0.022,NaN,NaN,0.119,0,0.562,0.025,NaN,NaN,0.075,0,-1.037,0.029,NaN,NaN,0.073,0,-0.418,0.024,NaN,NaN,0.156,0,0.36,0.022,NaN,NaN,0.072,0,-0.734,0.015,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.524,0.029,-3.386,0,-2.483,1.498,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 22:00:00,27810,12.74,-7.124,138.5,0.606,NaN,0.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.825,0.183,94.8,NaN,-7.979,0.061,-7.342,0.116,-7.048,0.121,0,NaN,NaN,0.078,0,-0.686,0.028,NaN,NaN,0.088,0,-0.346,0.024,NaN,NaN,0.119,0,0.573,0.027,NaN,NaN,0.075,0,-1.025,0.022,NaN,NaN,0.072,0,-0.42,0.024,NaN,NaN,0.156,0,0.355,0.021,NaN,NaN,0.072,0,-0.739,0.022,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.101,0,0.525,0.027,-3.386,0,-2.258,1.596,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 22:15:00,27811,12.73,-7.087,287.7,0.468,NaN,0.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.283,0.141,93.7,NaN,-7.599,0.103,-6.968,0.117,-6.681,0.119,0,NaN,NaN,0.078,0,-0.686,0.021,NaN,NaN,0.088,0,-0.354,0.01,NaN,NaN,0.119,0,0.556,0.033,NaN,NaN,0.075,0,-1.015,0.022,NaN,NaN,0.072,0,-0.428,0.026,NaN,NaN,0.156,0,0.357,0.019,NaN,NaN,0.072,0,-0.741,0.027,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.101,0,0.529,0.018,-3.386,0,-1.806,1.689,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 22:30:00,27812,12.72,-6.951,354.9,0.551,NaN,0.512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.579,0.454,97.7,NaN,-7.059,0.178,-6.44,0.287,-6.164,0.297,0,NaN,NaN,0.077,0,-0.662,0.019,NaN,NaN,0.087,0,-0.347,0.02,NaN,NaN,0.119,0,0.556,0.019,NaN,NaN,0.075,0,-1.005,0.023,NaN,NaN,0.072,0,-0.428,0.024,NaN,NaN,0.156,0,0.357,0.019,NaN,NaN,0.072,0,-0.734,0.027,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.101,0,0.52,0.023,-3.386,0,-2.483,1.498,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 22:45:00,27813,12.73,-6.657,132.3,1.236,NaN,0.724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.17,0.693,95.5,NaN,-5.727,0.256,-5.73,0.322,-5.523,0.342,0,NaN,NaN,0.077,0,-0.651,0.016,NaN,NaN,0.087,0,-0.337,0.026,NaN,NaN,0.119,0,0.552,0.027,NaN,NaN,0.076,0,-1.003,0.026,NaN,NaN,0.072,0,-0.412,0.019,NaN,NaN,0.156,0,0.362,0.019,NaN,NaN,0.072,0,-0.737,0.02,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.101,0,0.526,0.03,-3.386,0,-2.258,1.596,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 23:00:00,27814,12.73,-6.223,185.4,1.449,NaN,0.512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.38,1.009,90.2,NaN,-4.981,0.498,-5.096,0.606,-4.904,0.621,0,NaN,NaN,0.077,0,-0.648,0.018,NaN,NaN,0.087,0,-0.333,0.025,NaN,NaN,0.118,0,0.554,0.031,NaN,NaN,0.076,0,-0.981,0.014,NaN,NaN,0.072,0,-0.435,0.024,NaN,NaN,0.156,0,0.358,0.014,NaN,NaN,0.072,0,-0.728,0.028,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.101,0,0.527,0.022,-3.386,0,-2.483,1.498,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 23:15:00,27815,12.72,-5.674,8.37,1.438,NaN,0.834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.383,1.261,92.9,NaN,-4.104,0.68,-4.325,0.704,-4.147,0.708,0,NaN,NaN,0.077,0,-0.633,0.02,NaN,NaN,0.087,0,-0.326,0.038,NaN,NaN,0.119,0,0.565,0.023,NaN,NaN,0.076,0,-0.97,0.02,NaN,NaN,0.072,0,-0.419,0.024,NaN,NaN,0.156,0,0.369,0.029,NaN,NaN,0.072,0,-0.716,0.027,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.101,0,0.523,0.014,-3.386,0,-2.935,1.151,-3.386,0,0,0,0,0,1,0,0,0,0,1
