TOA5,HiResAlp_P2 IP,CR1000,E8795,CR1000.Std.27.04,CPU:P2_Hourly_171031.CR1,17058,P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Batt_V_Min,T_Log_Avg,Wind_Dir,Wind_Speed_Avg,Wind_Speed_Max,Wind_Speed_Std,Wind_SmplsF_Tot,Wind_Diag1F_Tot,Wind_Diag2F_Tot,Wind_Diag4F_Tot,Wind_Diag8F_Tot,Wind_Diag9F_Tot,Wind_Diag10F_Tot,Wind_NNDF_Tot,T_air_Avg,T_air_Std,RH_Avg,RH_Std,Surf_Tbody_Avg,Surf_Tbody_Std,Surf_T0_Avg,Surf_T0_Std,Surf_T_Avg,Surf_T_Std,Precip_T_Int15_Tot,SWC_P_A_02_Avg,SWC_P_A_02_Std,SWC_WC_A_02_Avg,SWC_WC_A_02_Std,SWC_ST_A_02_Avg,SWC_ST_A_02_Std,SWC_P_A_05_Avg,SWC_P_A_05_Std,SWC_WC_A_05_Avg,SWC_WC_A_05_Std,SWC_ST_A_05_Avg,SWC_ST_A_05_Std,SWC_P_A_20_Avg,SWC_P_A_20_Std,SWC_WC_A_20_Avg,SWC_WC_A_20_Std,SWC_ST_A_20_Avg,SWC_ST_A_20_Std,SWC_P_B_02_Avg,SWC_P_B_02_Std,SWC_WC_B_02_Avg,SWC_WC_B_02_Std,SWC_ST_B_02_Avg,SWC_ST_B_02_Std,SWC_P_B_05_Avg,SWC_P_B_05_Std,SWC_WC_B_05_Avg,SWC_WC_B_05_Std,SWC_ST_B_05_Avg,SWC_ST_B_05_Std,SWC_P_B_20_Avg,SWC_P_B_20_Std,SWC_WC_B_20_Avg,SWC_WC_B_20_Std,SWC_ST_B_20_Avg,SWC_ST_B_20_Std,SWC_P_C_02_Avg,SWC_P_C_02_Std,SWC_WC_C_02_Avg,SWC_WC_C_02_Std,SWC_ST_C_02_Avg,SWC_ST_C_02_Std,SWC_P_C_05_Avg,SWC_P_C_05_Std,SWC_WC_C_05_Avg,SWC_WC_C_05_Std,SWC_ST_C_05_Avg,SWC_ST_C_05_Std,SWC_P_C_20_Avg,SWC_P_C_20_Std,SWC_WC_C_20_Avg,SWC_WC_C_20_Std,SWC_ST_C_20_Avg,SWC_ST_C_20_Std,PAR_Up_Avg,PAR_Up_Std,PAR_Soil_In_Avg,PAR_Soil_In_Std,PAR_Soil_Out_Avg,PAR_Soil_Out_Std,NDVI_Down_Red_Avg,NDVI_Down_Red_Std,NDVI_Down_NIR_Avg,NDVI_Down_NIR_Std,NDVI_Down_Tilt_Avg,PRI_Down_Green_Avg,PRI_Down_Green_Std,PRI_Down_Yellow_Avg,PRI_Down_Yellow_Std,PRI_Down_Tilt_Avg
2017-10-14 12:15:00,8248,13.61,27.94,183,1.851,2.54,0.425,15,0,0,0,0,0,0,0,19.88,0.536,49.07,1.541,21.62,0.198,29.68,0.398,29.03,0.353,0,7.510273,0.001,0.1371,0,16.78,0.163,7.44696,0.008,0.13574,0,13.37,0.109,9.654266,0.001,0.1815,0,10.94,0.022,12.43343,0.001,0.2333,0,11.6,0.107,6.981253,0.001,0.1255,0,10.04,0.033,9.92044,0.001,0.18676,0,10.22,0.022,8.261066,0.001,0.1531133,0,12.94,0.177,0,0,NaN,NaN,0,0,7.908633,0.015,0.1456667,0,10.98,0.022,1254,2.538,116.1,9.67,449.4,14.43,0.03592666,0,0.07408,0,1,0.03488667,0.001,0.0356,0,1
2017-10-14 12:30:00,8249,13.68,27.82,212,1.686,2.58,0.546,15,0,0,0,0,0,0,0,19.29,0.432,47.84,1.273,22,0.296,30.22,0.514,29.53,0.46,0,7.47688,0.001,0.1363867,0,17.36,0.151,7.420673,0.006,0.13516,0,13.7,0.098,9.654173,0.001,0.1815,0,10.99,0.021,12.43183,0.001,0.2332867,0,11.92,0.065,6.962853,0.015,0.1251067,0,10.13,0.033,9.89384,0.016,0.1862133,0,10.24,0.011,8.245967,0.018,0.1527933,0,13.53,0.169,0,0,NaN,NaN,0,0,7.88634,0.001,0.1451933,0,11.01,0.021,1257,1.244,155.8,24.89,391.5,19.77,0.03516,0,0.07354666,0,1,0.03387333,0.001,0.03486,0.001,1
2017-10-14 12:45:00,8250,13.61,27.84,231,1.923,2.77,0.556,15,0,0,0,0,0,0,0,19.17,1.188,48.2,1.608,22.57,0.11,31,0.411,30.26,0.348,0,7.446433,0.008,0.1357267,0,17.87,0.146,7.402726,0.012,0.1347733,0,14.04,0.1,9.640113,0.017,0.18122,0,11.04,0.02,12.43089,0.001,0.23326,0,12.16,0.085,6.95034,0.001,0.1248133,0,10.23,0.029,9.884259,0.001,0.1860267,0,10.25,0.019,8.22442,0.001,0.15234,0,14.12,0.163,0,0,NaN,NaN,0,0,7.886453,0.001,0.1452,0,11.04,0.017,1247,18.22,207.1,19.56,320.7,19.43,0.03402667,0.001,0.07208,0.001,1,0.03235333,0.001,0.03366,0.001,1
2017-10-14 13:00:00,8251,13.61,27.63,238,2.162,3.11,0.517,15,0,0,0,0,0,0,0,21.74,1.799,49.68,1.687,22.75,0.129,31.34,0.276,30.57,0.24,0,7.415953,0.011,0.13506,0,18.37,0.138,7.373746,0.013,0.13414,0,14.38,0.102,9.620926,0.009,0.1808467,0,11.1,0.02,12.42981,0.001,0.2332067,0,12.47,0.082,6.948253,0.008,0.12476,0,10.32,0.029,9.884347,0.001,0.18602,0,10.24,0.019,8.209454,0.017,0.15202,0,14.67,0.163,0,0,NaN,NaN,0,0,7.88642,0.001,0.1452,0,11.1,0.018,1240,9.46,170.8,19.1,303,3.827,0.03315333,0,0.07116666,0.001,1,0.03121333,0,0.03268,0.001,1
2017-10-14 13:15:00,8252,13.68,27.49,238,1.662,2.63,0.608,15,0,0,0,0,0,0,0,22.72,0.793,49.81,1.241,23.14,0.237,31.76,0.438,30.97,0.385,0,7.389747,0.015,0.1344733,0,18.82,0.127,7.353586,0.016,0.1337,0,14.73,0.1,9.618659,0.001,0.1808,0,11.16,0.021,12.42884,0.001,0.2332067,0,12.78,0.119,6.91978,0.001,0.12414,0,10.42,0.027,9.884386,0.001,0.1860133,0,10.26,0.024,8.187627,0.001,0.15158,0,15.2,0.153,0,0,NaN,NaN,0,0,7.886513,0.001,0.1452,0,11.15,0.026,1220,8.64,122.6,21.22,313.4,3.047,0.03198666,0,0.06943333,0.001,1,0.03007333,0.001,0.03168,0,1
2017-10-14 13:30:00,8253,13.64,27.23,175,1.944,3.29,0.848,15,0,0,0,0,0,0,0,24.6,1.175,50.37,1.898,23.64,0.176,32.14,0.559,31.35,0.474,0,7.359746,0.016,0.1338133,0,19.23,0.109,7.334773,0.008,0.13328,0,15.06,0.097,9.618326,0.001,0.1808,0,11.23,0.027,12.42683,0.001,0.2331933,0,13.21,0.129,6.91976,0.001,0.1241333,0,10.51,0.03,9.862673,0.018,0.1855933,0,10.27,0.016,8.159046,0.014,0.1509667,0,15.7,0.141,0,0,NaN,NaN,0,0,7.886827,0.001,0.1452,0,11.22,0.026,1188,17.71,84.3,3.164,314.3,5.349,0.03058667,0.001,0.06709334,0.001,1,0.02877333,0.001,0.02998,0.001,1
2017-10-14 13:45:00,8254,13.62,27.02,238,2.219,3.1,0.584,15,0,0,0,0,0,0,0,25.41,0.744,49.77,1.488,23.79,0.076,32.13,0.385,31.36,0.328,0,7.329293,0.016,0.1331533,0,19.57,0.092,7.310306,0.004,0.1327533,0,15.38,0.089,9.618699,0.001,0.1808,0,11.31,0.023,12.42479,0.001,0.23314,0,13.64,0.118,6.901227,0.015,0.12376,0,10.59,0.029,9.848567,0.001,0.1853267,0,10.28,0.015,8.135774,0.018,0.15046,0,16.14,0.118,0,0,NaN,NaN,0,0,7.871107,0.017,0.1448733,0,11.27,0.02,1160,11.77,93.4,12.43,318.7,2.452,0.02939333,0,0.06552,0.001,1,0.02785333,0.001,0.02889333,0.001,1
2017-10-14 14:00:00,8255,13.7,26.67,219,1.653,2.98,0.688,15,0,0,0,0,0,0,0,23.98,1.676,49.25,1.67,24.14,0.218,32.34,0.466,31.58,0.392,0,7.302873,0.016,0.1325867,0,19.87,0.08,7.28746,0.013,0.13224,0,15.66,0.076,9.618426,0.001,0.1808067,0,11.39,0.03,12.42278,0.001,0.2331,0,14.02,0.108,6.889333,0.001,0.12348,0,10.67,0.027,9.848733,0.001,0.18534,0,10.3,0.021,8.117327,0.001,0.1500933,0,16.54,0.112,0,0,NaN,NaN,0,0,7.859887,0.013,0.1446333,0,11.34,0.026,1115,13.64,76.32,2.082,349.1,12.93,0.02800667,0,0.06302666,0.001,1,0.02626,0.001,0.02739333,0.001,1
2017-10-14 14:15:00,8256,13.69,26.48,179,1.883,3.01,0.816,15,0,0,0,0,0,0,0,25.82,1.86,49.08,3.603,24.74,0.256,32,0.401,31.36,0.349,0,7.277226,0.011,0.13202,0,20.09,0.048,7.271426,0.012,0.1319,0,15.89,0.06,9.618612,0.001,0.1808,0,11.48,0.03,12.42083,0.001,0.2330933,0,14.37,0.102,6.889127,0.001,0.1234933,0,10.76,0.023,9.848713,0.001,0.18532,0,10.31,0.018,8.087393,0.012,0.14946,0,16.93,0.11,0,0,NaN,NaN,0,0,7.853446,0.001,0.1444933,0,11.43,0.031,1062,16.53,78.14,9.83,363.7,4.565,0.02657333,0,0.06055333,0.001,1,0.02495333,0.001,0.02586666,0.001,1
2017-10-14 14:30:00,8257,13.72,26.26,196,1.429,3.03,0.695,15,0,0,0,0,0,0,0,20.23,0.545,41.67,2.057,25.52,0.184,32,0.247,31.45,0.207,0,7.249333,0.001,0.1314067,0,20.18,0.016,7.252273,0.005,0.13148,0,16.02,0.024,9.618259,0.001,0.1808,0,11.57,0.028,12.41468,0.014,0.2329867,0,14.68,0.088,6.883133,0.012,0.1233333,0,10.83,0.028,9.827499,0.017,0.1849133,0,10.33,0.028,8.064154,0.016,0.1489467,0,17.31,0.115,0,0,NaN,NaN,0,0,7.853406,0.001,0.1445,0,11.51,0.033,1006,17.87,45.66,7.016,359.1,9.85,0.02523333,0,0.05788,0.001,1,0.02337333,0.001,0.02438,0.001,1
2017-10-14 14:45:00,8258,13.7,26.2,172,2.019,2.62,0.581,15,0,0,0,0,0,0,0,19.9,0.203,42.83,1.777,25.34,0.268,31.33,0.346,30.85,0.306,0,7.233393,0.015,0.1310733,0,20.07,0.104,7.252953,0.005,0.1315067,0,16.03,0.015,9.617853,0.001,0.1808,0,11.66,0.029,12.38661,0.016,0.2324533,0,14.96,0.077,6.858646,0.001,0.1228,0,10.9,0.025,9.812773,0.001,0.18462,0,10.35,0.025,8.040959,0.013,0.1484666,0,17.65,0.085,0,0,NaN,NaN,0,0,7.853,0.001,0.1444933,0,11.6,0.027,941,19.16,37.48,4.486,338.7,2.996,0.02368,0,0.05502667,0.001,1,0.02198667,0.001,0.02276,0,1
2017-10-14 15:00:00,8259,13.72,25.87,228,2.173,3.05,0.529,15,0,0,0,0,0,0,0,19.85,0.169,42.2,1.405,24.66,0.164,30.14,0.291,29.75,0.267,0,7.215646,0.01,0.1307,0,19.41,0.271,7.241673,0.015,0.1312467,0,15.95,0.041,9.613179,0.012,0.1807067,0,11.76,0.031,12.3778,0.001,0.2323,0,15.21,0.065,6.859079,0.001,0.1228,0,10.97,0.021,9.812566,0.001,0.1846133,0,10.37,0.022,8.013953,0.001,0.1478933,0,17.88,0.06,0,0,NaN,NaN,0,0,7.853086,0.001,0.1444933,0,11.69,0.03,870,20.95,34.08,5.279,291.7,28.06,0.0222,0,0.05224,0.001,1,0.02048667,0,0.02111333,0.001,1
2017-10-14 15:15:00,8260,13.66,25.53,187,1.793,2.55,0.601,15,0,0,0,0,0,0,0,21.16,0.322,42.11,1.849,24.37,0.287,29.39,0.392,29.06,0.345,0,7.189726,0.001,0.1301,0,18.45,0.272,7.22506,0.011,0.1308733,0,15.78,0.057,9.582153,0.001,0.1800933,0,11.85,0.028,12.37209,0.014,0.2322133,0,15.39,0.041,6.85932,0.001,0.1228,0,11.02,0.023,9.812893,0.001,0.1846133,0,10.4,0.019,7.989433,0.014,0.1473867,0,18.06,0.039,0,0,NaN,NaN,0,0,7.852739,0.001,0.1444667,0,11.78,0.028,795.1,22.96,26.81,2.745,253.3,6.304,0.02068,0,0.04931333,0.001,1,0.0186,0.001,0.01951333,0,1
2017-10-14 15:30:00,8261,13.79,25.19,205,1.673,2.35,0.484,15,0,0,0,0,0,0,0,21.04,0.316,42.8,2.104,24.75,0.135,29,0.218,28.76,0.188,0,7.168506,0.014,0.12964,0,17.56,0.234,7.218293,0.004,0.13074,0,15.57,0.059,9.582159,0.001,0.1801,0,11.93,0.024,12.33708,0.001,0.2316,0,15.51,0.038,6.85888,0.001,0.1228,0,11.07,0.019,9.812707,0.001,0.1846267,0,10.41,0.017,7.971766,0.015,0.1470133,0,18.17,0.035,0,0,NaN,NaN,0,0,7.848426,0.011,0.1443867,0,11.87,0.032,716.3,23.12,23.17,2.226,207.2,21.42,0.01904,0,0.04638666,0.001,1,0.01716667,0.001,0.0178,0.001,1
2017-10-14 15:45:00,8262,13.71,25.07,171,1.667,2.36,0.425,15,0,0,0,0,0,0,0,20.37,0.399,40.89,1.63,24.9,0.179,27.97,0.436,27.86,0.401,0,7.160953,0.001,0.12948,0,17,0.086,7.219007,0.005,0.1307333,0,15.41,0.037,9.58212,0.001,0.1801,0,12.01,0.021,12.33702,0.001,0.2316,0,15.62,0.025,6.850786,0.013,0.1226133,0,11.13,0.021,9.812407,0.001,0.1846133,0,10.44,0.022,7.947873,0.001,0.1464933,0,18.24,0.018,0,0,NaN,NaN,0,0,7.822206,0.008,0.1438267,0,11.95,0.036,634.7,24.53,20.45,0,141.8,12.43,0.01758667,0.001,0.04326667,0.001,1,0.01543333,0.001,0.01595333,0.001,1
2017-10-14 16:00:00,8263,13.72,24.75,211,1.599,2.49,0.444,15,0,0,0,0,0,0,0,20.14,0.169,40.65,2.61,24.45,0.118,26.85,0.391,26.81,0.355,0,7.134373,0.011,0.1288933,0,16.9,0.013,7.208686,0.015,0.13052,0,15.32,0.02,9.58192,0.001,0.1800933,0,12.08,0.024,12.30833,0.018,0.2310867,0,15.68,0.012,6.829133,0.001,0.1221133,0,11.17,0.015,9.791312,0.017,0.1841933,0,10.46,0.022,7.924846,0.015,0.14602,0,18.14,0.032,0,0,NaN,NaN,0,0,7.819926,0.001,0.1437867,0,12.04,0.03,548.2,25.31,18.17,1.606,97,11.86,0.01586,0.001,0.03993333,0.001,1,0.01354,0.001,0.01421333,0,1
2017-10-14 16:15:00,8264,13.71,24.47,229,1.751,2.47,0.461,15,0,0,0,0,0,0,0,20.57,0.409,43.48,2.422,23.97,0.224,25.64,0.477,25.68,0.45,0,7.130433,0.001,0.1287933,0,16.86,0.027,7.18604,0.006,0.1300267,0,15.29,0.021,9.581453,0,0.1801,0,12.14,0.014,12.29756,0.001,0.2309,0,15.7,0.017,6.828586,0.001,0.1221067,0,11.21,0.02,9.7772,0.001,0.18392,0,10.48,0.019,7.914493,0.001,0.1458,0,18.03,0.032,0,0,NaN,NaN,0,0,7.81994,0.001,0.1437667,0,12.13,0.032,458.5,25.68,14.77,1.606,60.2,10.9,0.01418667,0.001,0.03634,0.001,1,0.01191333,0.001,0.01226667,0.001,1
2017-10-14 16:30:00,8265,13.62,23.91,239,1.765,2.91,0.455,15,0,0,0,0,0,0,0,22.12,0.459,45.66,3.284,22.88,0.224,23.92,0.465,24.02,0.444,0,7.130839,0.001,0.1288133,0,16.72,0.064,7.18586,0.006,0.1300333,0,15.23,0.025,9.581532,0.001,0.1801,0,12.2,0.022,12.28745,0.017,0.2307133,0,15.68,0.014,6.82816,0.001,0.1221,0,11.24,0.021,9.777173,0.001,0.1839133,0,10.5,0.026,7.886106,0.011,0.14518,0,17.9,0.06,0,0,NaN,NaN,0,0,7.8196,0,0.14378,0,12.22,0.034,367.4,26.52,13.18,1.158,32.03,4.622,0.01222,0.001,0.03242667,0.001,1,0.009866667,0.001,0.01029333,0.001,1
2017-10-14 16:45:00,8266,13.34,23.46,221,1.318,1.82,0.33,15,0,0,0,0,0,0,0,20.77,1.471,46.24,1.324,22.54,0.12,22.62,0.449,22.8,0.424,0,7.110406,0.014,0.12836,0,16.43,0.096,7.185426,0.005,0.1300067,0,15.19,0.025,9.58116,0.001,0.1800867,0,12.25,0.02,12.25942,0.001,0.2302267,0,15.62,0.024,6.828866,0.001,0.1221133,0,11.27,0.015,9.77706,0.001,0.1839267,0,10.53,0.02,7.883319,0.001,0.14512,0,17.64,0.091,0,0,NaN,NaN,0,0,7.819167,0.001,0.14376,0,12.3,0.039,275.6,26.36,9.77,1.158,22.72,2.032,0.01020667,0.001,0.02818667,0.001,1,0.007813333,0.001,0.0081,0.001,1
2017-10-14 17:00:00,8267,13.44,22.86,206,0.788,1.42,0.357,15,0,0,0,0,0,0,0,17.36,0.321,44.03,0.975,22.08,0.226,20.77,0.583,21.04,0.562,0,7.100433,0.001,0.1281333,0,16.1,0.098,7.180993,0.004,0.1299067,0,15.09,0.033,9.58146,0.001,0.1801,0,12.29,0.019,12.24947,0.017,0.2300467,0,15.52,0.041,6.828873,0.001,0.1221067,0,11.3,0.016,9.777272,0.001,0.1839267,0,10.55,0.017,7.870873,0.016,0.1448467,0,17.28,0.106,0,0,NaN,NaN,0,0,7.81942,0.001,0.1437533,0,12.39,0.022,185.6,26.09,6.816,0,19.99,1.158,0.007879999,0.001,0.02299333,0.002,1,0.0055,0.001,0.00588,0.001,1
2017-10-14 17:15:00,8268,12.98,22.07,334,0.772,1.37,0.328,15,0,0,0,0,0,0,0,16.27,0.884,45.59,1.321,19.63,1.349,15.72,1.607,16.07,1.618,0,7.100866,0.001,0.1281533,0,15.72,0.116,7.177373,0.004,0.12984,0,14.96,0.042,9.581126,0.001,0.1800867,0,12.34,0.022,12.2216,0.001,0.22958,0,15.36,0.06,6.82872,0.001,0.1221067,0,11.33,0.016,9.776793,0.001,0.1839,0,10.58,0.015,7.852,0.001,0.1444467,0,16.9,0.108,0,0,NaN,NaN,0,0,7.819446,0.001,0.1437667,0,12.46,0.027,47.94,23.26,3.636,0.85,10.91,1.846,0.00066,0.001,0.00202,0.004,1,0.00104,0.001,0.0007533333,0.001,1
2017-10-14 17:30:00,8269,12.87,20.21,10,1.175,1.81,0.332,15,0,0,0,0,0,0,0,14.83,0.166,45.09,0.746,16.44,0.501,13.04,0.336,13.31,0.349,0,7.101986,0.001,0.1281933,0,15.23,0.152,7.177106,0.004,0.12984,0,14.82,0.053,9.581366,0.001,0.1800933,0,12.37,0.019,12.20263,0.019,0.2292266,0,15.1,0.102,6.82892,0.001,0.1221133,0,11.34,0.017,9.776607,0.001,0.1839133,0,10.6,0.021,7.85406,0.001,0.1444867,0,16.42,0.158,0,0,NaN,NaN,0,0,7.819067,0.001,0.1437267,0,12.52,0.033,21.82,4.623,3.409,0,6.363,1.159,0.0001733333,0,0.0005266666,0,1,0.0001733333,0,0.0002733333,0,1
2017-10-14 17:45:00,8270,12.77,18.49,34,1.988,2.69,0.382,15,0,0,0,0,0,0,0,15.78,0.396,50.47,1.7,15.31,0.253,12.34,0.152,12.59,0.157,0,7.101027,0.008,0.12816,0,14.73,0.138,7.175006,0.003,0.1297867,0,14.6,0.071,9.58126,0,0.1800867,0,12.42,0.011,12.18567,0.001,0.2289133,0,14.73,0.108,6.828806,0.001,0.1221133,0,11.35,0.014,9.776613,0.001,0.1839133,0,10.62,0.016,7.843699,0.016,0.1442733,0,15.86,0.16,0,0,NaN,NaN,0,0,7.819467,0.001,0.1437733,0,12.59,0.023,7.728,3.401,2.5,1.508,3.41,0,4.666666e-05,0,0.00028,0,1,0.00026,0,1e-04,0,1
2017-10-14 18:00:00,8271,12.83,16.95,22,2.287,2.92,0.331,15,0,0,0,0,0,0,0,15.4,0.543,51.72,1.791,14.46,0.219,11.63,0.205,11.86,0.208,0,7.072786,0.001,0.1275133,0,14.29,0.112,7.173153,0.004,0.12974,0,14.37,0.069,9.581187,0,0.1800867,0,12.45,0.018,12.18688,0.001,0.2289467,0,14.35,0.104,6.828786,0.001,0.1221067,0,11.35,0.014,9.776486,0.001,0.1839066,0,10.65,0.017,7.823333,0.001,0.1438333,0,15.34,0.14,0,0,NaN,NaN,0,0,7.819227,0.001,0.1437533,0,12.64,0.017,0.909,1.508,0,0,2.728,1.364,2e-05,0,8e-05,0,1,5.333333e-05,0,0.0001133333,0,1
2017-10-14 18:15:00,8272,12.78,15.79,31,2.276,2.71,0.292,15,0,0,0,0,0,0,0,16.05,0.258,54.1,1.013,14.05,0.082,11.27,0.127,11.49,0.128,0,7.073113,0.001,0.1275333,0,13.92,0.1,7.16944,0.003,0.1296467,0,14.14,0.062,9.581273,0.001,0.1800933,0,12.48,0.016,12.17325,0.019,0.22872,0,14.01,0.095,6.8295,0.001,0.12212,0,11.34,0.012,9.776279,0.001,0.1839066,0,10.68,0.017,7.825447,0.001,0.1438867,0,14.86,0.127,0,0,NaN,NaN,0,0,7.81936,0.001,0.14376,0,12.69,0.018,0,0,0,0,1.819,1.702,0,0,5.333333e-05,0,1,7.333334e-05,0,3.333333e-05,0,1
2017-10-14 18:30:00,8273,12.97,14.75,41,2.301,2.75,0.248,15,0,0,0,0,0,0,0,15.96,0.226,53.29,0.761,13.73,0.056,10.81,0.139,11.03,0.139,0,7.074233,0.001,0.1275867,0,13.59,0.092,7.1686,0.003,0.1296333,0,13.92,0.059,9.581133,0.001,0.18008,0,12.5,0.013,12.15179,0.001,0.2283067,0,13.69,0.084,6.83008,0.001,0.1221467,0,11.33,0.017,9.776627,0.001,0.1839066,0,10.69,0.021,7.827213,0.002,0.14392,0,14.46,0.113,0,0,NaN,NaN,0,0,7.819353,0.001,0.14376,0,12.73,0.019,0,0,0,0,1.82,1.702,2.666667e-05,0,4e-05,0,1,0.0001533333,0,6.666666e-05,0,1
2017-10-14 18:45:00,8274,12.93,14.01,40,2.253,2.59,0.206,15,0,0,0,0,0,0,0,15.86,0.35,54.04,0.684,13.34,0.146,10.38,0.166,10.59,0.168,0,7.074913,0.001,0.1275933,0,13.32,0.075,7.166047,0.002,0.1295867,0,13.72,0.059,9.580914,0.001,0.1800733,0,12.5,0.015,12.15271,0.001,0.2283467,0,13.4,0.077,6.829667,0.001,0.1221333,0,11.3,0.021,9.776539,0.001,0.1839066,0,10.71,0.016,7.813627,0.016,0.1436333,0,14.09,0.097,0,0,NaN,NaN,0,0,7.81902,0.001,0.1437533,0,12.77,0.016,0,0,0,0,2.502,1.509,2.666667e-05,0,5.333333e-05,0,1,3e-04,0,0.00012,0,1
2017-10-14 19:00:00,8275,12.97,13.31,38,2.252,2.66,0.225,15,0,0,0,0,0,0,0,15.39,0.196,53.64,0.727,12.89,0.121,9.88,0.167,10.09,0.169,0,7.07552,0.001,0.1275933,0,13.06,0.072,7.1679,0.004,0.1296333,0,13.54,0.051,9.581199,0.001,0.18008,0,12.51,0.019,12.15427,0.001,0.22838,0,13.14,0.076,6.810133,0.014,0.1217067,0,11.27,0.022,9.776134,0.001,0.1839,0,10.74,0.016,7.79622,0.001,0.14326,0,13.76,0.086,0,0,NaN,NaN,0,0,7.819006,0.001,0.14374,0,12.79,0.018,0,0,0,0,2.957,1.16,2.666667e-05,0,3.333333e-05,0,1,0.0001733333,0,8.666666e-05,0,1
2017-10-14 19:15:00,8276,12.93,12.85,28,2.105,2.53,0.336,15,0,0,0,0,0,0,0,15.8,0.246,54.67,0.473,12.67,0.103,9.56,0.124,9.77,0.125,0,7.0764,0.001,0.1276067,0,12.85,0.063,7.164186,0.004,0.1295467,0,13.36,0.053,9.580846,0.001,0.1800733,0,12.51,0.014,12.15513,0.001,0.2284,0,12.91,0.071,6.800213,0.001,0.1215,0,11.24,0.021,9.776646,0.001,0.1839066,0,10.75,0.021,7.797813,0.001,0.1433,0,13.46,0.085,0,0,NaN,NaN,0,0,7.810073,0.015,0.1435467,0,12.81,0.018,0,0,0,0,3.185,0.851,6.666667e-06,0,2e-05,0,1,8.666666e-05,0,1e-04,0,1
2017-10-14 19:30:00,8277,12.94,12.35,36,2.177,2.65,0.274,15,0,0,0,0,0,0,0,16.21,0.459,54.35,0.795,12.34,0.084,9.2,0.08,9.4,0.081,0,7.07678,0.001,0.1276133,0,12.64,0.054,7.160286,0.004,0.1294733,0,13.21,0.049,9.58082,0.001,0.1800733,0,12.52,0.014,12.15639,0.001,0.2284,0,12.69,0.071,6.800433,0.001,0.1215,0,11.21,0.023,9.776406,0.001,0.1839,0,10.76,0.015,7.798473,0.001,0.1433,0,13.19,0.075,0,0,NaN,NaN,0,0,7.786606,0.001,0.1430467,0,12.82,0.024,0,0,0,0,3.185,0.851,2e-05,0,4e-05,0,1,0.0002133333,0,0.0001133333,0,1
2017-10-14 19:45:00,8278,12.87,12.11,36,2.249,2.57,0.198,15,0,0,0,0,0,0,0,16.99,0.45,55.61,0.974,12.22,0.123,9.07,0.101,9.26,0.103,0,7.0773,0.001,0.1276267,0,12.46,0.06,7.16076,0.004,0.1294667,0,13.06,0.039,9.581106,0.001,0.1800867,0,12.51,0.017,12.15823,0.001,0.2284467,0,12.49,0.056,6.801226,0.001,0.1215067,0,11.18,0.021,9.775866,0.001,0.1839,0,10.78,0.019,7.79984,0.001,0.1433333,0,12.95,0.066,0,0,NaN,NaN,0,0,7.786026,0.001,0.14302,0,12.83,0.026,0,0,0,0,2.73,1.365,1.333333e-05,0,2.666667e-05,0,1,0.0002066667,0,3.333333e-05,0,1
2017-10-14 20:00:00,8279,12.91,11.82,40,2.453,2.86,0.211,15,0,0,0,0,0,0,0,17.31,0.394,55.13,0.836,12.02,0.082,8.82,0.063,9.01,0.064,0,7.07756,0.001,0.1276133,0,12.29,0.047,7.159846,0.003,0.1294533,0,12.92,0.041,9.581039,0.001,0.18008,0,12.5,0.018,12.15889,0.001,0.2284733,0,12.3,0.056,6.801213,0.001,0.1215067,0,11.14,0.018,9.776546,0.001,0.1839,0,10.8,0.021,7.80032,0.001,0.1433467,0,12.72,0.061,0,0,NaN,NaN,0,0,7.786293,0.001,0.1430467,0,12.82,0.016,0,0,0,0,2.275,1.609,6.666667e-06,0,3.333333e-05,0,1,0.0002666666,0,6.666666e-05,0,1
2017-10-14 20:15:00,8280,12.88,11.71,33,2.528,2.86,0.149,15,0,0,0,0,0,0,0,16.96,0.301,54.98,0.464,12.09,0.122,8.83,0.078,9.02,0.08,0,7.07826,0.001,0.12766,0,12.12,0.046,7.15948,0.004,0.1294333,0,12.78,0.034,9.580999,0.001,0.1800733,0,12.48,0.011,12.15995,0.001,0.2285,0,12.14,0.049,6.801426,0.001,0.1215067,0,11.11,0.023,9.776119,0.001,0.1839,0,10.81,0.015,7.801106,0.001,0.1433666,0,12.52,0.058,0,0,NaN,NaN,0,0,7.7865,0.001,0.1430533,0,12.82,0.016,0,0,0,0,2.958,1.16,6.666667e-06,0,7.333334e-05,0,1,0.0001133333,0,2e-05,0,1
2017-10-14 20:30:00,8281,12.95,11.48,42,2.445,2.79,0.155,15,0,0,0,0,0,0,0,16.84,0.349,54.52,0.491,11.87,0.056,8.6,0.045,8.78,0.045,0,7.0785,0.001,0.1276667,0,11.99,0.043,7.157013,0.005,0.1293867,0,12.67,0.034,9.580993,0.001,0.18006,0,12.47,0.022,12.16059,0.001,0.2284933,0,11.98,0.051,6.80158,0.001,0.1215067,0,11.07,0.013,9.776493,0.001,0.1839,0,10.82,0.011,7.802433,0.002,0.1433933,0,12.33,0.051,0,0,NaN,NaN,0,0,7.78642,0.001,0.1430533,0,12.8,0.015,0,0,0,0,3.413,0,1.333333e-05,0,3.333333e-05,0,1,0.0002466667,0,0.0001133333,0,1
