"TIMESTAMP","RECORD","Batt_V_Avg","Log_T_Avg","Wind_Dir","Wind_Speed_Avg","Wind_Speed_Max","Wind_Speed_Std","Wind_SmplsF_Tot","Wind_Diag1F_Tot","Wind_Diag2F_Tot","Wind_Diag4F_Tot","Wind_Diag8F_Tot","Wind_Diag9F_Tot","Wind_Diag10F_Tot","Wind_NNDF_Tot","Air_T_Avg","Air_T_Std","Air_RH_Avg","Air_RH_Std","Precip_Tot","SWC_P_02_Avg","SWC_P_02_Std","SWC_WC_02_Avg","SWC_WC_02_Std","SWC_ST_02_Avg","SWC_ST_02_Std","SWC_P_05_Avg","SWC_P_05_Std","SWC_WC_05_Avg","SWC_WC_05_Std","SWC_ST_05_Avg","SWC_ST_05_Std","SWC_P_20_Avg","SWC_P_20_Std","SWC_WC_20_Avg","SWC_WC_20_Std","SWC_ST_20_Avg","SWC_ST_20_Std","SWP_WP_05_Avg","SWP_WP_05_Std","SWP_ST_05_Avg","SWP_ST_05_Std","SWP_WP_20_Avg","SWP_WP_20_Std","SWP_ST_20_Avg","SWP_ST_20_Std","SR_SW_Avg","SR_SW_Std","PAR_Up_Avg","PAR_Up_Std","PAR_Soil_Avg","PAR_Soil_Std"
"TS","RN","Volts","Deg C","degrees","meters/Second","meters/Second","meters/Second","","","","","","","","","Deg C","Deg C","%","%","mm","unitless","unitless","m^3/m^3","m^3/m^3","Deg C","Deg C","unitless","unitless","m^3/m^3","m^3/m^3","Deg C","Deg C","unitless","unitless","m^3/m^3","m^3/m^3","Deg C","Deg C","kPa","kPa","Deg C","Deg C","kPa","kPa","Deg C","Deg C","W/m2","W/m2","umol/m2s1","umol/m2s1","umol/m2s1","umol/m2s1"
"","","Avg","Avg","Smp","Avg","Max","Std","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Avg","Std","Avg","Std","Tot","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std"
"2017-11-29 01:30:00",522,12.85,-6.787,338,1.003,1.85,0.492,15,0,0,0,0,0,0,0,-7.208,0.244,75.89,2.816,0,8.13222,0.026,0.1503933,0.001,-0.172,0.034,14.75467,0,0.2719,0,0.68,0.026,12.39619,0,0.23262,0,2.163,0.024,-16.33,0.04422183,1,0,-19.13333,0.119,2.7,0,3306,47.24,0,0,1.134,0.802
"2017-11-29 01:45:00",523,12.84,-6.819,32,1.632,2.47,0.519,15,0,0,0,0,0,0,0,-7.529,0.137,78.44,1.407,0,8.045939,0.028,0.1485933,0.001,-0.208,0.023,14.75489,0,0.2719,0,0.685,0.023,12.39644,0.001,0.23264,0,2.156,0.016,-16.31,0.03399358,1,0,-19.19333,0.118,2.7,0,3443,20.68,0,0,0.907,0.849
"2017-11-29 02:00:00",524,12.85,-6.855,29,1.241,1.9,0.286,15,0,0,0,0,0,0,0,-6.928,0.27,74.53,1.63,0,7.962473,0.027,0.1468,0.001,-0.217,0.021,14.75465,0,0.2719,0,0.671,0.017,12.3964,0.001,0.23264,0,2.171,0.026,-16.35,0.04988895,1,0,-19.22,0.122,2.7,0,3326,53.93,0,0,0.907,0.849
"2017-11-29 02:15:00",525,12.83,-6.864,246,1.116,1.55,0.217,15,0,0,0,0,0,0,0,-6.832,0.149,74.88,0.938,0,7.881206,0.024,0.1450733,0.001,-0.242,0.029,14.74936,0.014,0.2718133,0,0.664,0.023,12.39621,0.001,0.23262,0,2.153,0.031,-16.37,0.04714063,1,0,-19.19333,0.118,2.7,0,3294,11.52,0,0,1.134,0.802
"2017-11-29 02:30:00",526,12.82,-6.814,275,1.395,2,0.478,15,0,0,0,0,0,0,0,-6.846,0.296,75.91,1.709,0,7.80438,0.024,0.1434333,0.001,-0.237,0.019,14.71277,0,0.27126,0,0.664,0.012,12.39627,0,0.2326267,0,2.154,0.023,-16.38,0.04000015,1,0,-19.22667,0.134,2.7,0,3302,42.44,0,0,0.794,0.849
"2017-11-29 02:45:00",527,12.8,-6.802,330,0.881,1.5,0.242,15,0,0,0,0,0,0,0,-7.152,0.088,76.63,1.122,0,7.728586,0.025,0.1418,0.001,-0.252,0.026,14.71284,0.001,0.2712733,0,0.652,0.018,12.39624,0,0.23262,0,2.151,0.02,-16.35,0.04988895,1,0,-19.24,0.095,2.7,0,3360,13.76,0,0,1.021,0.833
"2017-11-29 03:00:00",528,12.8,-6.857,171,0.609,0.79,0.13,15,0,0,0,0,0,0,0,-7.391,0.046,78.27,0.742,0,7.656313,0.023,0.1402667,0,-0.263,0.032,14.71292,0.001,0.27126,0,0.646,0.017,12.39617,0.001,0.23262,0,2.153,0.024,-16.38,0.04000014,1,0,-19.3,0.141,2.7,0,3425,10.61,0,0,0.454,0.752
"2017-11-29 03:15:00",529,12.76,-6.966,234,1.579,2.28,0.546,15,0,0,0,0,0,0,0,-7.355,0.079,77.69,0.838,0,7.587433,0.021,0.1387733,0,-0.282,0.032,14.69335,0.021,0.27096,0,0.642,0.024,12.39629,0,0.2326133,0,2.157,0.016,-16.39,0.03399359,1,0,-19.22,0.065,2.7,0,3414,10.73,0,0,0.794,0.849
"2017-11-29 03:30:00",530,12.76,-7.047,88,0.945,1.81,0.477,15,0,0,0,0,0,0,0,-7.369,0.03,75.47,0.295,0,7.518353,0.021,0.1372733,0,-0.31,0.033,14.67089,0,0.2706,0,0.647,0.016,12.39646,0.001,0.2326333,0,2.144,0.021,-16.39,0.03399358,1,0,-19.20667,0.085,2.7,0,3340,18.93,0,0,0.907,0.849
"2017-11-29 03:45:00",531,12.75,-7.145,49,1.131,3.19,0.656,15,0,0,0,0,0,0,0,-7.634,0.102,77.9,0.943,0,7.450373,0.015,0.1358,0,-0.315,0.024,14.67111,0,0.2706,0,0.636,0.009,12.39645,0,0.2326333,0,2.153,0.016,-16.39,0.02494448,1,0,-19.26,0.125,2.7,0,3384,34.13,0,0,1.021,0.833
"2017-11-29 04:00:00",532,12.75,-7.227,259,1.117,1.88,0.407,15,0,0,0,0,0,0,0,-7.315,0.069,76.3,0.323,0,7.38218,0.018,0.13432,0,-0.338,0.022,14.66544,0.014,0.2705067,0,0.622,0.017,12.39608,0.001,0.2326333,0,2.126,0.026,-16.4,0,1,0,-19.32,0.091,2.7,0,3378,19.46,0,0,0.68,0.833
"2017-11-29 04:15:00",533,12.72,-7.279,319,1.078,1.66,0.431,15,0,0,0,0,0,0,0,-7.208,0.052,75.68,0.303,0,7.315233,0.023,0.1328733,0,-0.324,0.029,14.62913,0,0.2699,0,0.633,0.022,12.39609,0,0.23262,0,2.144,0.025,-16.39,0.03399359,1,0,-19.31333,0.072,2.7,0,3337,7.609,0,0,0.794,0.849
"2017-11-29 04:30:00",534,12.7,-7.243,300,0.562,0.93,0.252,15,0,0,0,0,0,0,0,-6.974,0.032,74.93,0.953,0,7.256154,0.021,0.13156,0,-0.335,0.036,14.62927,0,0.2699,0,0.626,0.026,12.3965,0.001,0.2326467,0,2.144,0.019,-16.4,0,1,0,-19.30667,0.085,2.7,0,3298,8.93,0,0,1.134,0.802
"2017-11-29 04:45:00",535,12.7,-7.213,314,0.981,1.62,0.423,15,0,0,0,0,0,0,0,-7.063,0.049,76.71,0.854,0,7.19106,0.019,0.1301333,0,-0.345,0.023,14.60987,0.021,0.26962,0,0.609,0.02,12.39645,0.001,0.23264,0,2.136,0.021,-16.4,0,1,0,-19.31333,0.102,2.7,0,3344,23.83,0,0,1.248,0.752
"2017-11-29 05:00:00",536,12.71,-7.195,26,0.613,1.17,0.283,15,0,0,0,0,0,0,0,-7.131,0.053,79.31,1.26,0,7.1345,0.019,0.1289,0,-0.351,0.031,14.58727,0,0.2693,0,0.61,0.027,12.39649,0,0.2326467,0,2.133,0.02,-16.43,0.04714063,1,0,-19.34667,0.109,2.7,0,3441,35.69,0,0,0.794,0.849
"2017-11-29 05:15:00",537,12.69,-7.204,243,0.919,1.72,0.441,15,0,0,0,0,0,0,0,-6.927,0.044,79.53,0.241,0,7.079533,0.016,0.12768,0,-0.359,0.027,14.58741,0,0.2692933,0,0.596,0.019,12.39639,0,0.23264,0,2.134,0.025,-16.46,0.04898998,0.993,0.025,-19.34,0.102,2.7,0,3484,3.044,0,0,0.68,0.833
"2017-11-29 05:30:00",538,12.68,-7.138,338,1.346,1.75,0.377,15,0,0,0,0,0,0,0,-6.907,0.026,79.65,0.183,0,7.02534,0.017,0.1264867,0,-0.356,0.039,14.5678,0.021,0.2689666,0,0.59,0.017,12.3964,0,0.2326333,0,2.128,0.023,-16.49,0.03399358,0.947,0.05,-19.29333,0.093,2.7,0,3487,1.84,0,0,0.794,0.849
"2017-11-29 05:45:00",539,12.68,-7.061,217,0.595,0.84,0.148,15,0,0,0,0,0,0,0,-6.835,0.033,80,0.355,0,6.977799,0.017,0.12544,0,-0.357,0.022,14.54553,0.001,0.2686,0,0.581,0.026,12.39641,0.001,0.2326333,0,2.128,0.027,-16.49,0.03399359,0.9,0,-19.28,0.091,2.7,0,3494,3,0,0,0.567,0.802
"2017-11-29 06:00:00",540,12.7,-7.007,83,0.897,1.94,0.492,15,0,0,0,0,0,0,0,-6.931,0.057,80.7,0.979,0,6.92858,0.015,0.1243467,0,-0.362,0.028,14.54565,0,0.2686,0,0.585,0.02,12.39663,0.001,0.2326467,0,2.124,0.02,-16.5,0,0.9,0,-19.31333,0.12,2.7,0,3521,18.03,0,0,0.68,0.833
"2017-11-29 06:15:00",541,12.68,-7.016,246,0.724,1.33,0.358,15,0,0,0,0,0,0,0,-6.94,0.026,80.2,0.558,0,6.8869,0.012,0.1234067,0,-0.357,0.025,14.50959,0.014,0.2679933,0,0.583,0.021,12.39623,0,0.2326267,0,2.109,0.022,-16.49,0.03399359,0.9,0,-19.3,0.073,2.7,0,3507,8.5,0,0,0.68,0.833
"2017-11-29 06:30:00",542,12.67,-6.979,220,1.237,1.83,0.279,15,0,0,0,0,0,0,0,-6.82,0.036,80.4,0.363,0,6.842486,0.014,0.1224133,0,-0.363,0.023,14.5041,0,0.2679,0,0.573,0.022,12.39651,0,0.23264,0,2.119,0.024,-16.5,0,0.9,0,-19.32,0.091,2.7,0,3514,2.921,0,0,1.021,0.833
"2017-11-29 06:45:00",543,12.67,-6.926,42,0.845,1.82,0.443,15,0,0,0,0,0,0,0,-6.823,0.066,81.7,0.634,0,6.803473,0.015,0.1215667,0,-0.363,0.034,14.48457,0.021,0.26762,0,0.562,0.022,12.39643,0,0.2326333,0,2.119,0.016,-16.51,0.05734904,0.9,0,-19.32,0.098,2.7,0,3547,17.14,0,0,0.794,0.849
"2017-11-29 07:00:00",544,12.69,-6.893,15,1.745,2.49,0.53,15,0,0,0,0,0,0,0,-6.938,0.052,80.7,0.396,0,6.769993,0.015,0.1208133,0,-0.369,0.038,14.46223,0,0.2673,0,0.56,0.016,12.39659,0.001,0.23266,0,2.11,0.026,-16.53,0.04714063,0.9,0,-19.30667,0.1,2.7,0,3540,17.27,0,0,0.68,0.833
"2017-11-29 07:15:00",545,12.65,-6.882,242,0.709,2.14,0.542,15,0,0,0,0,0,0,0,-6.625,0.096,80.3,0.425,0,6.72886,0.013,0.11988,0,-0.373,0.038,14.45666,0.014,0.2672067,0,0.558,0.025,12.3967,0,0.2326533,0,2.104,0.018,-16.51,0.02494448,0.9,0,-19.37333,0.106,2.7,0,3517,8.09,0,0,0.907,0.849
"2017-11-29 07:30:00",546,12.64,-6.829,286,1.161,1.83,0.433,15,0,0,0,0,0,0,0,-6.635,0.058,80.7,0.298,0,6.696633,0.01,0.11918,0,-0.375,0.043,14.42089,0,0.2666,0,0.554,0.013,12.39642,0.001,0.2326467,0,2.098,0.02,-16.57,0.04422183,0.9,0,-19.34,0.095,2.7,0,3516,9.22,1.247,0.752,1.247,0.752
"2017-11-29 07:45:00",547,12.64,-6.766,315,0.737,1.42,0.39,15,0,0,0,0,0,0,0,-6.551,0.106,80.3,0.661,0,6.66236,0.013,0.1183867,0,-0.365,0.034,14.42086,0,0.2666,0,0.542,0.019,12.39634,0.001,0.2326267,0,2.111,0.02,-16.6,0,0.9,0,-19.34,0.102,2.7,0,3513,11.07,7.031,2.768,1.701,0
"2017-11-29 08:00:00",548,12.68,-6.711,311,0.566,1.22,0.329,15,0,0,0,0,0,0,0,-6.792,0.052,82.1,0.412,0,6.63008,0.014,0.11768,0,-0.384,0.03,14.40152,0.021,0.2662733,0,0.535,0.022,12.39642,0,0.23264,0,2.098,0.013,-16.61,0.03399359,0.9,0,-19.28666,0.072,2.7,0,3564,11.28,20.07,4.176,2.948,1.156
"2017-11-29 08:15:00",549,12.7,-6.705,334,0.518,1.07,0.213,15,0,0,0,0,0,0,0,-6.608,0.053,81.2,0.671,0,6.604987,0.012,0.1171067,0,-0.377,0.028,14.37935,0,0.2659067,0,0.539,0.017,12.39655,0.001,0.23264,0,2.095,0.025,-16.65,0.04988895,0.9,0,-19.3,0.097,2.7,0,3548,12.77,40.48,9.07,5.67,1.189
"2017-11-29 08:30:00",550,12.73,-6.635,53,0.46,0.7,0.134,15,0,0,0,0,0,0,0,-6.585,0.06,82.2,1.253,0,6.577493,0.01,0.1164867,0,-0.367,0.032,14.36837,0.019,0.2657533,0,0.532,0.019,12.39667,0.001,0.2326467,0,2.091,0.02,-16.68,0.04000015,0.9,0,-19.31333,0.088,2.7,0,3585,16.24,75.52,8.8,9.98,1.37
"2017-11-29 08:45:00",551,12.85,-6.511,52,0.885,1.53,0.392,15,0,0,0,0,0,0,0,-6.391,0.078,79.55,0.644,0,6.5521,0.002,0.11592,0,-0.373,0.027,14.33779,0,0.2653,0,0.528,0.019,12.39655,0.001,0.2326467,0,2.102,0.01,-16.71,0.04988829,0.9,0,-19.33333,0.119,2.7,0,3503,25.35,113.6,13.5,15.99,2.041
"2017-11-29 09:00:00",552,13.09,-6.285,243,0.845,1.33,0.314,15,0,0,0,0,0,0,0,-6.185,0.079,79.83,1.22,0,6.525267,0.01,0.11532,0,-0.352,0.042,14.33219,0.014,0.2652067,0,0.514,0.023,12.39669,0.001,0.23266,0,2.081,0.015,-16.83,0.04714063,0.9,0,-19.40667,0.124,2.7,0,3478,22.34,159.7,10.13,21.77,1.111
"2017-11-29 09:15:00",553,13.4,-5.967,110,0.963,1.9,0.448,15,0,0,0,0,0,0,0,-5.952,0.125,78.55,1.776,0,6.521886,0.002,0.11524,0,-0.346,0.029,14.2962,0,0.2646,0,0.511,0.016,12.39652,0.001,0.2326467,0,2.087,0.015,-16.92,0.06531996,0.9,0,-19.44666,0.109,2.7,0,3460,35.46,200.9,12.81,26.76,1.807
"2017-11-29 09:30:00",554,13.78,-5.539,48,0.719,1.21,0.281,15,0,0,0,0,0,0,0,-6.005,0.076,80.2,1.43,0,6.496086,0.011,0.1146533,0,-0.32,0.027,14.29643,0,0.2646,0,0.504,0.015,12.39679,0.001,0.2326467,0,2.086,0.022,-17.03,0.04422183,0.9,0,-19.56667,0.047,2.7,0,3504,16.53,255.9,21.25,35.6,3.37
"2017-11-29 09:45:00",555,14.04,-5.023,59,0.854,1.37,0.216,15,0,0,0,0,0,0,0,-5.515,0.14,77.09,0.987,0,6.492673,0.001,0.11458,0,-0.312,0.03,14.26317,0.017,0.26404,0,0.503,0.019,12.39681,0.001,0.23266,0,2.07,0.022,-17.09,0.02494448,0.9,0,-19.58,0.04,2.7,0,3419,34.58,295.5,8.55,41.27,2.009
"2017-11-29 10:00:00",556,14.17,-4.498,114,0.647,1.33,0.337,15,0,0,0,0,0,0,0,-5.243,0.097,76.57,0.49,0,6.492493,0.001,0.1145867,0,-0.284,0.019,14.25494,0,0.2639,0,0.508,0.028,12.39647,0,0.23264,0,2.074,0.024,-17.12,0.04000015,0.9,0,-19.59333,0.025,2.7,0,3361,3.394,323.5,16.93,45.35,2.61
"2017-11-29 10:15:00",557,14.27,-4.075,163,0.784,1.56,0.402,15,0,0,0,0,0,0,0,-5.308,0.123,77.36,1.065,0,6.492673,0.002,0.1145933,0,-0.25,0.025,14.26633,0.018,0.2641,0,0.495,0.017,12.39649,0,0.2326467,0,2.074,0.017,-17.12,0.04000015,0.9,0,-19.58667,0.034,2.7,0,3389,14.13,385.5,12.92,55.67,2.362
"2017-11-29 10:30:00",558,14.38,-3.594,208,1.448,2.62,0.705,15,0,0,0,0,0,0,0,-5.068,0.068,78.12,1.134,0,6.492086,0.001,0.1145733,0,-0.23,0.026,14.23883,0.02,0.2636867,0,0.494,0.022,12.39633,0.001,0.2326333,0,2.079,0.014,-17.12,0.07483343,0.9,0,-19.6,0,2.7,0,3402,24.95,418.9,17.55,62.7,2.768
"2017-11-29 10:45:00",559,14.32,-3.299,168,0.901,1.88,0.481,15,0,0,0,0,0,0,0,-5.032,0.066,79.88,0.516,0,6.49276,0.001,0.11458,0,-0.215,0.028,14.21381,0,0.2633,0,0.498,0.022,12.39666,0.001,0.2326733,0,2.067,0.02,-17.15,0.06182436,0.9,0,-19.58,0.04,2.7,0,3473,16.69,394,12.12,56.58,2.52
"2017-11-29 11:00:00",560,14.25,-3.01,241,0.443,0.97,0.249,15,0,0,0,0,0,0,0,-4.891,0.152,79.82,0.381,0,6.49156,0.001,0.1145667,0,-0.202,0.028,14.21357,0.001,0.2633,0,0.493,0.019,12.39682,0,0.2326733,0,2.069,0.019,-17.16,0.04898998,0.9,0,-19.58,0.04,2.7,0,3490,2.943,377.8,11.43,51.36,2.721
"2017-11-29 11:15:00",561,14.25,-2.711,267,1.052,1.95,0.549,15,0,0,0,0,0,0,0,-4.629,0.176,79.82,1.477,0,6.492013,0.001,0.1145667,0,-0.176,0.043,14.18343,0.018,0.2627867,0,0.493,0.02,12.39671,0,0.2326533,0,2.057,0.024,-17.19,0.02494447,0.9,0,-19.59333,0.025,2.7,0,3476,22.39,388.1,4.041,50.79,1.052
"2017-11-29 11:30:00",562,14.91,-2.418,119,1.379,2.68,0.541,15,0,0,0,0,0,0,0,-4.302,0.147,79.28,0.844,0,6.513313,0.013,0.1150333,0,-0.171,0.029,14.17253,0.001,0.2626,0,0.49,0.018,12.39661,0,0.2326533,0,2.054,0.023,-16.93,0.1526074,0.887,0.034,-19.61333,0.034,2.7,0,3486,20.64,622.9,183.4,93.4,35.55
"2017-11-29 11:45:00",563,15.04,-1.718,153,0.697,2.44,0.544,15,0,0,0,0,0,0,0,-3.983,0.394,77.93,2.149,0,6.520633,0.002,0.1151933,0,-0.15,0.032,14.17272,0,0.2626,0,0.493,0.025,12.39721,0.001,0.2326667,0,2.06,0.023,-16.91,0.07180247,0.893,0.025,-19.60667,0.025,2.7,0,3442,34.28,464.8,56.23,73.11,10.46
"2017-11-29 12:00:00",564,15.05,-1.267,214,3.229,5.17,1.351,15,0,0,0,0,0,0,0,-4.189,0.368,79.62,2.153,0,6.521106,0.002,0.1152067,0,-0.133,0.027,14.16159,0.018,0.2624133,0,0.504,0.014,12.39705,0.001,0.2326733,0,2.063,0.02,-16.96,0.04898998,0.867,0.047,-19.58667,0.034,2.7,0,3423,51.31,588.4,21,92.9,3.81
"2017-11-29 12:15:00",565,14.75,-1.429,198,2.478,3.83,0.722,15,0,0,0,0,0,0,0,-4.565,0.15,83,0.876,0,6.5332,0.015,0.1154933,0,-0.127,0.044,14.13077,0.001,0.2619,0,0.496,0.025,12.39676,0.001,0.2326733,0,2.051,0.015,-17.08,0.122202,0.827,0.044,-19.59333,0.025,2.7,0,3587,15.87,445.9,37.65,65.4,8.73
"2017-11-29 12:30:00",566,14.37,-1.682,222,0.827,2.18,0.534,15,0,0,0,0,0,0,0,-4.855,0.145,85.9,1.059,0,6.550733,0.001,0.1159,0,-0.115,0.025,14.13129,0,0.2619067,0,0.501,0.016,12.39684,0,0.23266,0,2.047,0.017,-17.31,0.04422152,0.807,0.025,-19.58667,0.034,2.7,0,3672,36.74,343.1,25.81,45.56,3.735
"2017-11-29 12:45:00",567,14.47,-1.782,170,0.613,1.47,0.425,15,0,0,0,0,0,0,0,-3.978,0.339,79.77,1.77,0,6.55644,0.012,0.1160267,0,-0.09,0.032,14.13137,0,0.2619067,0,0.482,0.018,12.38886,0.015,0.23252,0,2.047,0.015,-17.28,0.03999939,0.8,0,-19.58667,0.05,2.653,0.05,3550,69.37,382.7,20.15,52.93,3.559
"2017-11-29 13:00:00",568,14.48,-1.602,83,0.853,1.42,0.268,15,0,0,0,0,0,0,0,-3.804,0.15,80.4,0.7,0,6.580353,0.002,0.1165533,0,-0.087,0.034,14.12027,0.018,0.26176,0,0.496,0.015,12.39401,0.01,0.2326067,0,2.041,0.022,-17.28,0.03999939,0.8,0,-19.59333,0.025,2.62,0.04,3485,15.57,365.6,17.6,48.28,3.214
"2017-11-29 13:15:00",569,14.38,-1.464,184,1.019,2.45,0.584,15,0,0,0,0,0,0,0,-3.878,0.212,81.7,2.518,0,6.584607,0.01,0.1166333,0,-0.086,0.028,14.08995,0,0.2613,0,0.499,0.02,12.35767,0.001,0.2319933,0,2.054,0.026,-17.33,0.06798671,0.8,0,-19.61333,0.034,2.6,0,3518,41.78,299.2,8.6,37.4,1.388
"2017-11-29 13:30:00",570,14.59,-1.503,222,1.236,2.09,0.466,15,0,0,0,0,0,0,0,-4.463,0.167,89.3,1.168,0,6.609493,0.001,0.1172133,0,-0.082,0.019,14.0897,0,0.2612933,0,0.498,0.028,12.35728,0.001,0.2319733,0,2.034,0.018,-17.24,0.1199996,0.8,0,-19.60667,0.025,2.6,0,3757,54.2,333.8,34.06,40.92,4.14
"2017-11-29 13:45:00",571,14.47,-1.611,219,2.247,3.46,0.499,15,0,0,0,0,0,0,0,-4.733,0.076,92.8,0.668,0,6.60924,0.001,0.1172067,0,-0.074,0.025,14.09015,0.001,0.2613,0,0.509,0.023,12.35719,0.001,0.23198,0,2.031,0.018,-17.37,0.04714063,0.8,0,-19.6,0,2.6,0,3889,18.94,316.2,23.85,35.82,3.007
"2017-11-29 14:00:00",572,14.47,-1.807,236,1.743,3.06,0.748,15,0,0,0,0,0,0,0,-4.948,0.136,95.5,1.166,0,6.631546,0.013,0.1177133,0,-0.066,0.028,14.09016,0,0.2613,0,0.502,0.018,12.35717,0.001,0.2319667,0,2.042,0.024,-17.35,0.04988895,0.8,0,-19.6,0.052,2.6,0,3957,27.16,281.7,20.46,28.79,2.441
"2017-11-29 14:15:00",573,14.32,-1.987,63,0.983,2.16,0.707,15,0,0,0,0,0,0,0,-4.71,0.211,94.6,1.433,0,6.638627,0.001,0.1178733,0,-0.061,0.024,14.09579,0.014,0.26138,0,0.505,0.02,12.3577,0.001,0.2319933,0,2.041,0.029,-17.39,0.03399358,0.807,0.025,-19.57333,0.044,2.6,0,3935,20.84,280.9,50.85,26.64,5.541
"2017-11-29 14:30:00",574,13.95,-2.013,90,0.637,1.05,0.169,15,0,0,0,0,0,0,0,-4.726,0.127,96.4,0.673,0,6.656873,0.015,0.1182733,0,-0.061,0.03,14.09291,0.01,0.26134,0,0.507,0.025,12.3573,0,0.2319933,0,2.032,0.022,-17.41,0.02494448,0.8,0,-19.58,0.04,2.6,0,3982,11.02,226.6,9.51,16.21,1.221
"2017-11-29 14:45:00",575,13.72,-1.997,77,0.439,0.86,0.217,15,0,0,0,0,0,0,0,-4.569,0.066,96.4,0.246,0,6.66922,0.001,0.1185467,0,-0.048,0.032,14.09011,0,0.2613,0,0.504,0.018,12.35752,0.001,0.2319867,0,2.028,0.017,-17.4,0,0.807,0.025,-19.58,0.04,2.6,0,3977,4.28,205,20.07,13.03,1.478
"2017-11-29 15:00:00",576,13.64,-1.954,133,0.633,1.03,0.218,15,0,0,0,0,0,0,0,-4.445,0.077,95.4,0.328,0,6.676453,0.013,0.1187133,0,-0.045,0.022,14.09025,0,0.2613,0,0.511,0.022,12.35759,0.001,0.232,0,2.025,0.017,-17.39,0.02494448,0.807,0.025,-19.55333,0.05,2.6,0,3956,8.14,210.6,19.93,11.11,0.848
"2017-11-29 15:15:00",577,13.54,-1.948,175,0.616,0.96,0.203,15,0,0,0,0,0,0,0,-4.358,0.04,94.7,0.66,0,6.699046,0.001,0.1192067,0,-0.045,0.022,14.09007,0.001,0.2613,0,0.506,0.021,12.35746,0.001,0.23198,0,2.021,0.018,-17.39,0.02494448,0.8,0,-19.54667,0.062,2.6,0,3933,10.49,175.5,10.45,8.16,0.921
"2017-11-29 15:30:00",578,13.44,-1.955,177,0.491,1.12,0.273,15,0,0,0,0,0,0,0,-4.601,0.047,97.4,0.553,0,6.698906,0.002,0.1192133,0,-0.031,0.028,14.09033,0,0.2613,0,0.513,0.016,12.35756,0.001,0.2319933,0,2.026,0.027,-17.38,0.04000015,0.813,0.034,-19.53333,0.047,2.6,0,3993,20.94,159.7,20.21,7.367,1.341
"2017-11-29 15:45:00",579,13.33,-2.037,198,0.497,1.78,0.491,15,0,0,0,0,0,0,0,-4.705,0.058,97.4,0.291,0,6.710806,0.016,0.1194933,0,-0.051,0.024,14.07925,0.018,0.2611133,0,0.519,0.028,12.35737,0.001,0.2319933,0,2.02,0.018,-17.32,0.05416018,0.82,0.04,-19.52,0.054,2.6,0,4003,5.316,86.9,11.05,3.627,1.051
"2017-11-29 16:00:00",580,13.26,-2.269,212,1.249,1.94,0.387,15,0,0,0,0,0,0,0,-4.979,0.054,98.2,0.73,0,6.72828,0.001,0.1198867,0,-0.04,0.027,14.04889,0,0.2606,0,0.501,0.02,12.35761,0,0.232,0,2.012,0.011,-17.3,0,0.82,0.04,-19.50666,0.118,2.6,0,4017,10.38,62.23,6.505,2.494,0.848
"2017-11-29 16:15:00",581,13.19,-2.642,350,0.881,2.16,0.741,15,0,0,0,0,0,0,0,-5.293,0.093,98.2,0.61,0,6.727593,0.002,0.1198733,0,-0.03,0.029,14.04881,0,0.2606,0,0.51,0.021,12.35781,0.001,0.232,0,2.014,0.018,-17.29,0.024944,0.86,0.049,-19.49333,0.118,2.6,0,4015,13.47,35.82,5.321,1.7,0
"2017-11-29 16:30:00",582,13.15,-3.013,40,0.282,0.54,0.113,15,0,0,0,0,0,0,0,-5.297,0.043,97.5,0.327,0,6.743987,0.016,0.12024,0,-0.026,0.041,14.04907,0,0.2606,0,0.517,0.022,12.35729,0,0.2319933,0,2.015,0.024,-17.3,0,0.847,0.05,-19.42667,0.134,2.6,0,4005,9.11,18.82,3.998,1.701,0
"2017-11-29 16:45:00",583,13.11,-3.374,6,0.928,1.4,0.222,15,0,0,0,0,0,0,0,-5.37,0.105,97.5,0.338,0,6.75834,0.002,0.1205533,0,-0.039,0.027,14.04924,0,0.2606,0,0.526,0.015,12.35738,0.001,0.2319867,0,2.011,0.02,-17.3,0,0.873,0.044,-19.44,0.102,2.6,0,4003,4.255,6.349,2.877,0.907,0.848
"2017-11-29 17:00:00",584,13.1,-3.729,126,1.171,2.23,0.616,15,0,0,0,0,0,0,0,-4.864,0.103,92.4,1.978,0,6.759186,0.001,0.1205733,0,-0.028,0.021,14.04875,0,0.2606,0,0.511,0.023,12.35761,0.001,0.232,0,2.002,0.021,-17.3,0.03651463,0.88,0.04,-19.42667,0.129,2.6,0,3903,52.26,1.02,0.833,0,0
"2017-11-29 17:15:00",585,13.07,-4.031,259,1.634,2.75,0.715,15,0,0,0,0,0,0,0,-5.24,0.241,92.3,2.392,0,6.75794,0.001,0.1205267,0,-0.012,0.025,14.04901,0.001,0.2606,0,0.516,0.026,12.35753,0.001,0.2319867,0,2.002,0.036,-17.3,0,0.853,0.05,-19.44,0.136,2.6,0,3855,50.78,0,0,0,0
