TOA5,HiResAlp_I3 IP,CR1000,E7549,CR1000.Std.27,CPU:I3_160923 - 9xSWC - modem .CR1,21874,MeteoVal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Avg,SWC_02_A_Avg,SWC_02_A_Std,ST_02_A_Avg,ST_02_A_Std,SWC_02_B_Avg,SWC_02_B_Std,ST_02_B_Avg,ST_02_B_Std,SWC_02_C_Avg,SWC_02_C_Std,ST_02_C_Avg,ST_02_C_Std,SWC_05_A_Avg,SWC_05_A_Std,ST_05_A_Avg,ST_05_A_Std,SWC_05_B_Avg,SWC_05_B_Std,ST_05_B_Avg,ST_05_B_Std,SWC_05_C_Avg,SWC_05_C_Std,ST_05_C_Avg,ST_05_C_Std,SWC_20_A_Avg,SWC_20_A_Std,ST_20_A_Avg,ST_20_A_Std,SWC_20_B_Avg,SWC_20_B_Std,ST_20_B_Avg,ST_20_B_Std,SWC_20_C_Avg,SWC_20_C_Std,ST_20_C_Avg,ST_20_C_Std
TS,RN,Volts,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,m^3/m^3,m^3/m^3,Deg,Deg,m^3/m^3,m^3/m^3,Deg C,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,m^3/m^3,m^3/m^3,Deg,Deg
,,Avg,Avg,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std
2018-01-01 00:00,91063,12.95,-0.878,0.388,0,0.18,0.023,0.436,0,0.173,0.021,0.42,0,0.273,0.021,0.383,0,0.362,0.012,0.424,0,0.287,0.015,0.403,0,0.44,0.018,0.208,0,0.991,0.02,0.244,0,0.847,0.027,0.31,0,0.909,0.027
2018-01-01 00:15,91064,12.9,-0.893,0.389,0,0.176,0.018,0.436,0,0.179,0.022,0.42,0,0.275,0.02,0.383,0,0.37,0.024,0.424,0,0.291,0.015,0.403,0,0.443,0.018,0.208,0,0.986,0.027,0.244,0,0.851,0.019,0.31,0,0.902,0.02
2018-01-01 00:30,91065,12.88,-0.888,0.389,0,0.172,0.021,0.436,0,0.172,0.017,0.42,0,0.278,0.019,0.383,0,0.362,0.013,0.424,0,0.293,0.017,0.403,0,0.433,0.022,0.208,0,0.985,0.027,0.244,0,0.845,0.018,0.31,0,0.912,0.034
2018-01-01 00:45,91066,12.93,-0.959,0.389,0,0.185,0.019,0.436,0,0.172,0.019,0.42,0,0.268,0.012,0.383,0,0.366,0.018,0.424,0,0.305,0.019,0.403,0,0.432,0.021,0.208,0,0.982,0.027,0.244,0,0.858,0.027,0.31,0,0.907,0.031
2018-01-01 01:00,91067,12.94,-1.089,0.389,0,0.182,0.019,0.436,0,0.185,0.015,0.42,0,0.279,0.015,0.383,0,0.369,0.019,0.424,0,0.289,0.017,0.403,0,0.444,0.017,0.208,0,0.994,0.023,0.244,0,0.856,0.018,0.311,0,0.904,0.021
2018-01-01 01:15,91068,12.9,-1.179,0.39,0,0.17,0.017,0.436,0,0.18,0.015,0.42,0,0.269,0.015,0.383,0,0.372,0.015,0.424,0,0.298,0.019,0.403,0,0.439,0.027,0.208,0,1.003,0.025,0.244,0,0.861,0.022,0.311,0,0.9,0.015
2018-01-01 01:30,91069,12.89,-1.164,0.39,0,0.174,0.022,0.436,0,0.177,0.02,0.42,0,0.274,0.019,0.383,0,0.361,0.018,0.424,0,0.3,0.028,0.403,0,0.442,0.015,0.208,0,0.985,0.027,0.245,0,0.848,0.023,0.311,0,0.905,0.024
2018-01-01 01:45,91070,12.92,-1.15,0.39,0,0.172,0.026,0.436,0,0.181,0.016,0.42,0,0.283,0.016,0.383,0,0.365,0.019,0.424,0,0.295,0.016,0.403,0,0.437,0.019,0.208,0,0.991,0.028,0.245,0,0.856,0.032,0.311,0,0.905,0.025
2018-01-01 02:00,91071,12.93,-1.308,0.391,0,0.173,0.011,0.436,0,0.186,0.016,0.42,0,0.276,0.017,0.383,0,0.367,0.016,0.424,0,0.298,0.025,0.402,0,0.439,0.024,0.208,0,0.994,0.017,0.245,0,0.845,0.025,0.311,0,0.9,0.027
2018-01-01 02:15,91072,12.87,-1.499,0.391,0,0.189,0.017,0.436,0,0.177,0.015,0.42,0,0.283,0.014,0.383,0,0.363,0.024,0.424,0,0.302,0.023,0.402,0,0.441,0.019,0.208,0,0.993,0.024,0.245,0,0.842,0.018,0.311,0,0.905,0.021
2018-01-01 02:30,91073,12.87,-1.631,0.391,0,0.174,0.021,0.436,0,0.18,0.014,0.42,0,0.275,0.017,0.383,0,0.364,0.022,0.424,0,0.298,0.023,0.402,0,0.447,0.021,0.208,0,0.986,0.028,0.245,0,0.85,0.018,0.311,0,0.909,0.021
2018-01-01 02:45,91074,12.91,-1.74,0.391,0,0.174,0.019,0.436,0,0.187,0.019,0.42,0,0.29,0.016,0.383,0,0.372,0.014,0.424,0,0.288,0.024,0.402,0,0.435,0.018,0.208,0,1.003,0.031,0.245,0,0.862,0.027,0.311,0,0.903,0.02
2018-01-01 03:00,91075,12.92,-1.874,0.391,0,0.193,0.016,0.436,0,0.187,0.016,0.42,0,0.273,0.027,0.383,0,0.364,0.023,0.424,0,0.286,0.021,0.403,0,0.439,0.024,0.208,0,0.992,0.024,0.246,0,0.859,0.028,0.311,0,0.913,0.028
2018-01-01 03:15,91076,12.87,-1.974,0.391,0,0.184,0.019,0.436,0,0.176,0.017,0.42,0,0.282,0.02,0.383,0,0.376,0.021,0.424,0,0.291,0.019,0.403,0,0.438,0.015,0.208,0,0.989,0.032,0.246,0,0.859,0.017,0.311,0,0.903,0.019
2018-01-01 03:30,91077,12.86,-2.013,0.392,0,0.185,0.027,0.435,0,0.186,0.025,0.42,0,0.279,0.015,0.383,0,0.372,0.018,0.424,0,0.3,0.027,0.403,0,0.446,0.023,0.208,0,1.003,0.036,0.245,0,0.848,0.023,0.311,0,0.906,0.031
2018-01-01 03:45,91078,12.9,-1.982,0.392,0,0.177,0.022,0.435,0,0.175,0.026,0.42,0,0.279,0.015,0.383,0,0.371,0.018,0.424,0,0.295,0.02,0.403,0,0.443,0.017,0.208,0,0.991,0.026,0.245,0,0.853,0.02,0.311,0,0.907,0.015
2018-01-01 04:00,91079,12.91,-1.879,0.392,0,0.184,0.015,0.435,0,0.185,0.028,0.42,0,0.285,0.018,0.383,0,0.373,0.019,0.424,0,0.293,0.019,0.403,0,0.442,0.025,0.208,0,0.982,0.033,0.245,0,0.858,0.022,0.311,0,0.91,0.029
2018-01-01 04:15,91080,12.87,-1.782,0.392,0,0.19,0.025,0.435,0,0.184,0.022,0.42,0,0.281,0.014,0.383,0,0.368,0.015,0.424,0,0.296,0.026,0.403,0,0.452,0.023,0.208,0,0.99,0.027,0.246,0,0.863,0.018,0.311,0,0.901,0.024
2018-01-01 04:30,91081,12.86,-1.696,0.392,0,0.181,0.016,0.435,0,0.195,0.023,0.42,0,0.284,0.024,0.383,0,0.37,0.018,0.424,0,0.296,0.024,0.403,0,0.434,0.02,0.208,0,0.994,0.027,0.246,0,0.853,0.033,0.311,0,0.907,0.035
2018-01-01 04:45,91082,12.89,-1.653,0.392,0,0.182,0.026,0.435,0,0.19,0.012,0.42,0,0.279,0.021,0.383,0,0.372,0.017,0.424,0,0.295,0.022,0.402,0,0.448,0.024,0.208,0,0.989,0.02,0.246,0,0.852,0.029,0.311,0,0.907,0.026
2018-01-01 05:00,91083,12.9,-1.622,0.392,0,0.187,0.02,0.435,0,0.19,0.017,0.42,0,0.28,0.019,0.383,0,0.368,0.025,0.424,0,0.306,0.021,0.402,0,0.442,0.028,0.208,0,1,0.026,0.246,0,0.863,0.026,0.311,0,0.906,0.023
2018-01-01 05:15,91084,12.86,-1.496,0.392,0,0.179,0.018,0.435,0,0.187,0.014,0.42,0,0.279,0.021,0.383,0,0.373,0.019,0.424,0,0.3,0.018,0.402,0,0.444,0.013,0.208,0,0.979,0.025,0.246,0,0.847,0.025,0.311,0,0.923,0.031
2018-01-01 05:30,91085,12.86,-1.308,0.392,0,0.176,0.029,0.435,0,0.177,0.026,0.42,0,0.293,0.025,0.383,0,0.37,0.017,0.424,0,0.298,0.023,0.402,0,0.443,0.015,0.208,0,0.976,0.024,0.246,0,0.86,0.026,0.312,0,0.913,0.02
2018-01-01 05:45,91086,12.89,-1.189,0.392,0,0.187,0.023,0.435,0,0.181,0.027,0.42,0,0.29,0.017,0.383,0,0.378,0.018,0.424,0,0.3,0.018,0.402,0,0.442,0.017,0.208,0,0.983,0.023,0.246,0,0.857,0.02,0.312,0,0.907,0.023
2018-01-01 06:00,91087,12.9,-1.157,0.392,0,0.184,0.015,0.435,0,0.184,0.03,0.42,0,0.289,0.017,0.383,0,0.372,0.018,0.424,0,0.301,0.027,0.402,0,0.433,0.023,0.208,0,0.983,0.033,0.247,0,0.857,0.02,0.312,0,0.908,0.019
2018-01-01 06:15,91088,12.84,-1.088,0.392,0,0.182,0.022,0.435,0,0.187,0.026,0.42,0,0.286,0.017,0.383,0,0.375,0.021,0.424,0,0.297,0.022,0.402,0,0.442,0.024,0.208,0,0.988,0.034,0.247,0,0.851,0.027,0.312,0,0.913,0.021
2018-01-01 06:30,91089,12.84,-0.973,0.392,0,0.185,0.024,0.435,0,0.189,0.033,0.42,0,0.283,0.018,0.383,0,0.369,0.017,0.424,0,0.31,0.013,0.402,0,0.451,0.027,0.208,0,0.999,0.033,0.247,0,0.86,0.021,0.312,0,0.923,0.028
2018-01-01 06:45,91090,12.88,-0.908,0.392,0,0.184,0.026,0.435,0,0.194,0.02,0.42,0,0.283,0.022,0.383,0,0.376,0.02,0.424,0,0.298,0.019,0.402,0,0.442,0.024,0.208,0,0.994,0.03,0.247,0,0.853,0.025,0.312,0,0.912,0.029
2018-01-01 07:00,91091,12.89,-0.948,0.392,0,0.178,0.017,0.435,0,0.185,0.023,0.42,0,0.289,0.02,0.383,0,0.372,0.019,0.424,0,0.302,0.024,0.401,0,0.445,0.016,0.209,0,0.991,0.034,0.247,0,0.85,0.025,0.312,0,0.912,0.031
2018-01-01 07:15,91092,12.85,-0.99,0.393,0,0.178,0.019,0.435,0,0.187,0.019,0.42,0,0.289,0.02,0.383,0,0.374,0.018,0.424,0,0.3,0.015,0.401,0,0.446,0.018,0.209,0,0.989,0.032,0.247,0,0.849,0.025,0.312,0,0.918,0.017
2018-01-01 07:30,91093,12.84,-0.975,0.393,0,0.19,0.017,0.434,0,0.193,0.025,0.42,0,0.289,0.018,0.383,0,0.379,0.022,0.424,0,0.307,0.023,0.401,0,0.45,0.032,0.209,0,0.994,0.028,0.247,0,0.845,0.02,0.312,0,0.914,0.02
2018-01-01 07:45,91094,12.88,-0.95,0.393,0,0.199,0.03,0.434,0,0.189,0.021,0.42,0,0.291,0.015,0.383,0,0.38,0.016,0.424,0,0.306,0.024,0.401,0,0.446,0.014,0.209,0,1,0.021,0.248,0,0.852,0.024,0.312,0,0.92,0.013
2018-01-01 08:00,91095,12.89,-0.969,0.393,0,0.183,0.015,0.434,0,0.191,0.023,0.42,0,0.287,0.022,0.383,0,0.372,0.012,0.424,0,0.305,0.026,0.401,0,0.448,0.023,0.209,0,0.985,0.028,0.247,0,0.851,0.02,0.312,0,0.907,0.025
2018-01-01 08:15,91096,12.83,-0.925,0.394,0,0.186,0.016,0.434,0,0.19,0.026,0.42,0,0.285,0.013,0.383,0,0.373,0.013,0.424,0,0.307,0.016,0.401,0,0.454,0.018,0.209,0,0.993,0.032,0.247,0,0.85,0.019,0.312,0,0.903,0.016
2018-01-01 08:30,91097,12.84,-0.822,0.394,0,0.186,0.017,0.434,0,0.186,0.022,0.42,0,0.293,0.02,0.383,0,0.372,0.02,0.424,0,0.3,0.015,0.401,0,0.449,0.034,0.209,0,0.984,0.026,0.248,0,0.865,0.029,0.312,0,0.922,0.029
2018-01-01 08:45,91098,12.87,-0.783,0.394,0,0.182,0.017,0.434,0,0.195,0.017,0.42,0,0.292,0.02,0.383,0,0.379,0.016,0.424,0,0.3,0.021,0.401,0,0.446,0.026,0.209,0,0.986,0.027,0.247,0,0.859,0.028,0.312,0,0.918,0.016
2018-01-01 09:00,91099,12.89,-0.798,0.394,0,0.184,0.018,0.434,0,0.191,0.028,0.42,0,0.3,0.02,0.383,0,0.376,0.028,0.424,0,0.307,0.01,0.401,0,0.458,0.019,0.209,0,1.002,0.027,0.248,0,0.864,0.025,0.312,0,0.914,0.022
2018-01-01 09:15,91100,12.85,-0.758,0.394,0,0.178,0.021,0.434,0,0.191,0.021,0.42,0,0.297,0.02,0.383,0,0.382,0.02,0.424,0,0.298,0.021,0.401,0,0.459,0.025,0.209,0,0.994,0.013,0.248,0,0.861,0.033,0.312,0,0.918,0.015
2018-01-01 09:30,91101,12.95,-0.612,0.394,0,0.188,0.015,0.434,0,0.199,0.026,0.42,0,0.3,0.017,0.383,0,0.371,0.015,0.424,0,0.304,0.015,0.401,0,0.442,0.02,0.209,0,0.994,0.021,0.248,0,0.862,0.014,0.312,0,0.917,0.024
2018-01-01 09:45,91102,13.14,-0.435,0.394,0,0.183,0.012,0.434,0,0.186,0.017,0.42,0,0.297,0.016,0.383,0,0.38,0.023,0.424,0,0.306,0.018,0.401,0,0.456,0.017,0.209,0,0.999,0.029,0.248,0,0.857,0.024,0.312,0,0.915,0.016
2018-01-01 10:00,91103,13.31,-0.29,0.394,0,0.183,0.015,0.434,0,0.192,0.015,0.42,0,0.304,0.017,0.383,0,0.378,0.019,0.424,0,0.301,0.016,0.401,0,0.448,0.026,0.209,0,0.996,0.028,0.247,0,0.864,0.017,0.312,0,0.909,0.023
2018-01-01 10:15,91104,13.35,-0.127,0.394,0,0.186,0.011,0.434,0,0.202,0.023,0.42,0,0.298,0.018,0.383,0,0.382,0.026,0.424,0,0.309,0.024,0.401,0,0.461,0.016,0.209,0,0.991,0.029,0.248,0,0.87,0.029,0.312,0,0.915,0.027
2018-01-01 10:30,91105,13.43,0.086,0.394,0,0.195,0.014,0.434,0,0.201,0.026,0.42,0,0.313,0.02,0.383,0,0.379,0.02,0.424,0,0.3,0.021,0.401,0,0.441,0.017,0.209,0,0.996,0.022,0.248,0,0.854,0.022,0.312,0,0.918,0.021
2018-01-01 10:45,91106,13.54,0.288,0.394,0,0.198,0.018,0.434,0,0.189,0.025,0.42,0,0.307,0.01,0.383,0,0.373,0.021,0.424,0,0.307,0.017,0.401,0,0.455,0.025,0.209,0,0.996,0.029,0.248,0,0.868,0.017,0.312,0,0.911,0.02
2018-01-01 11:00,91107,13.67,0.435,0.394,0,0.19,0.021,0.434,0,0.195,0.017,0.42,0,0.304,0.021,0.383,0,0.378,0.018,0.424,0,0.316,0.018,0.401,0,0.458,0.017,0.209,0,0.998,0.022,0.248,0,0.868,0.021,0.312,0,0.922,0.021
2018-01-01 11:15,91108,13.66,0.631,0.394,0,0.189,0.018,0.434,0,0.193,0.012,0.42,0,0.322,0.019,0.383,0,0.386,0.027,0.424,0,0.299,0.021,0.401,0,0.449,0.028,0.21,0,0.989,0.019,0.248,0,0.866,0.021,0.312,0,0.924,0.024
2018-01-01 11:30,91109,13.81,0.926,0.394,0,0.199,0.029,0.434,0,0.203,0.028,0.42,0,0.318,0.017,0.384,0,0.378,0.018,0.424,0,0.305,0.018,0.401,0,0.453,0.022,0.21,0,1,0.035,0.249,0,0.862,0.022,0.312,0,0.92,0.018
2018-01-01 11:45,91110,13.98,1.268,0.395,0,0.192,0.018,0.434,0,0.188,0.017,0.42,0,0.309,0.012,0.384,0,0.381,0.016,0.424,0,0.305,0.02,0.401,0,0.463,0.02,0.21,0,0.993,0.023,0.249,0,0.868,0.024,0.312,0,0.916,0.024
2018-01-01 12:00,91111,14.17,1.506,0.395,0,0.192,0.016,0.434,0,0.204,0.025,0.42,0,0.311,0.013,0.384,0,0.381,0.021,0.424,0,0.307,0.024,0.401,0,0.454,0.02,0.21,0,0.999,0.03,0.249,0,0.859,0.026,0.312,0,0.921,0.026
2018-01-01 12:15,91112,14.32,1.759,0.395,0,0.189,0.018,0.434,0,0.199,0.022,0.42,0,0.325,0.016,0.384,0,0.382,0.02,0.424,0,0.302,0.021,0.401,0,0.463,0.031,0.21,0,1,0.025,0.249,0,0.871,0.012,0.312,0,0.91,0.016
2018-01-01 12:30,91113,15,2.11,0.395,0,0.192,0.014,0.434,0,0.211,0.02,0.42,0,0.319,0.019,0.384,0,0.383,0.014,0.424,0,0.31,0.023,0.401,0,0.457,0.016,0.21,0,0.992,0.026,0.249,0,0.857,0.019,0.312,0,0.922,0.024
2018-01-01 12:45,91114,15.09,2.586,0.395,0,0.188,0.021,0.434,0,0.2,0.02,0.42,0,0.325,0.014,0.384,0,0.378,0.018,0.424,0,0.309,0.025,0.401,0,0.46,0.027,0.21,0,1.014,0.023,0.249,0,0.868,0.029,0.313,0,0.913,0.021
2018-01-01 13:00,91115,15.07,2.997,0.395,0,0.195,0.017,0.434,0,0.204,0.021,0.42,0,0.327,0.019,0.384,0,0.381,0.018,0.424,0,0.311,0.02,0.401,0,0.454,0.023,0.21,0,0.992,0.021,0.25,0,0.854,0.032,0.313,0,0.922,0.013
2018-01-01 13:15,91116,15.12,3.352,0.395,0,0.203,0.012,0.434,0,0.197,0.021,0.42,0,0.327,0.015,0.384,0,0.381,0.013,0.424,0,0.305,0.016,0.4,0,0.461,0.021,0.21,0,0.982,0.032,0.25,0,0.857,0.025,0.313,0,0.923,0.02
2018-01-01 13:30,91117,15.07,3.72,0.395,0,0.179,0.013,0.434,0,0.202,0.025,0.42,0,0.332,0.02,0.384,0,0.389,0.019,0.424,0,0.317,0.026,0.4,0,0.461,0.02,0.21,0,0.987,0.028,0.25,0,0.862,0.017,0.313,0,0.917,0.022
2018-01-01 13:45,91118,15.08,3.912,0.396,0,0.195,0.021,0.434,0,0.19,0.017,0.42,0,0.331,0.025,0.384,0,0.386,0.024,0.424,0,0.315,0.015,0.4,0,0.456,0.013,0.21,0,1.002,0.03,0.25,0,0.857,0.024,0.313,0,0.921,0.022
2018-01-01 14:00,91119,15.08,3.752,0.396,0,0.195,0.02,0.434,0,0.203,0.018,0.42,0,0.335,0.018,0.384,0,0.38,0.021,0.423,0,0.313,0.026,0.4,0,0.457,0.023,0.21,0,0.987,0.017,0.25,0,0.86,0.033,0.313,0,0.918,0.023
2018-01-01 14:15,91120,15.16,3.606,0.396,0,0.196,0.018,0.434,0,0.205,0.021,0.42,0,0.336,0.019,0.384,0,0.38,0.019,0.423,0,0.32,0.022,0.401,0,0.46,0.017,0.21,0,0.992,0.018,0.25,0,0.868,0.023,0.313,0,0.923,0.019
2018-01-01 14:30,91121,15.02,3.908,0.396,0,0.197,0.016,0.434,0,0.196,0.031,0.42,0,0.334,0.018,0.384,0,0.383,0.012,0.423,0,0.309,0.024,0.401,0,0.457,0.015,0.21,0,0.995,0.02,0.25,0,0.859,0.022,0.313,0,0.923,0.017
2018-01-01 14:45,91122,14.45,5.039,0.396,0,0.185,0.02,0.434,0,0.204,0.019,0.42,0,0.332,0.017,0.384,0,0.381,0.019,0.424,0,0.307,0.012,0.4,0,0.469,0.015,0.21,0,1.004,0.029,0.25,0,0.858,0.017,0.313,0,0.921,0.017
2018-01-01 15:00,91123,14.34,6.228,0.396,0,0.196,0.022,0.434,0,0.195,0.029,0.42,0,0.335,0.012,0.384,0,0.378,0.016,0.424,0,0.319,0.019,0.4,0,0.471,0.023,0.21,0,1.007,0.029,0.25,0,0.854,0.026,0.313,0,0.921,0.031
2018-01-01 15:15,91124,14.31,6.844,0.396,0,0.204,0.023,0.434,0,0.194,0.024,0.42,0,0.338,0.015,0.384,0,0.381,0.02,0.424,0,0.321,0.023,0.401,0,0.471,0.015,0.21,0,0.998,0.033,0.25,0,0.864,0.02,0.313,0,0.918,0.023
2018-01-01 15:30,91125,14.24,7.477,0.397,0,0.195,0.02,0.434,0,0.194,0.034,0.42,0,0.344,0.013,0.384,0,0.383,0.026,0.424,0,0.313,0.026,0.401,0,0.459,0.018,0.21,0,1.005,0.022,0.25,0,0.861,0.014,0.313,0,0.925,0.031
2018-01-01 15:45,91126,14,7.748,0.396,0,0.192,0.026,0.434,0,0.21,0.019,0.42,0,0.344,0.012,0.384,0,0.384,0.01,0.424,0,0.313,0.023,0.401,0,0.462,0.02,0.21,0,0.993,0.023,0.25,0,0.874,0.02,0.313,0,0.917,0.029
2018-01-01 16:00,91127,13.56,6.746,0.396,0,0.188,0.023,0.434,0,0.195,0.027,0.42,0,0.345,0.02,0.384,0,0.386,0.023,0.424,0,0.32,0.019,0.401,0,0.467,0.016,0.21,0,1.005,0.02,0.25,0,0.867,0.015,0.313,0,0.912,0.021
2018-01-01 16:15,91128,13.23,5.179,0.397,0,0.193,0.018,0.434,0,0.212,0.025,0.42,0,0.347,0.012,0.384,0,0.377,0.027,0.424,0,0.318,0.018,0.401,0,0.458,0.02,0.21,0,1.004,0.025,0.25,0,0.863,0.021,0.313,0,0.925,0.026
2018-01-01 16:30,91129,13.14,3.785,0.397,0,0.202,0.023,0.434,0,0.201,0.019,0.42,0.002,0.351,0.022,0.384,0,0.387,0.016,0.424,0,0.321,0.024,0.401,0,0.467,0.014,0.21,0,0.996,0.022,0.25,0,0.864,0.032,0.313,0,0.923,0.027
2018-01-01 16:45,91130,13.15,2.607,0.397,0,0.19,0.015,0.434,0,0.209,0.019,0.418,0.001,0.318,0.022,0.384,0,0.39,0.024,0.424,0,0.324,0.02,0.401,0,0.475,0.031,0.21,0,0.99,0.019,0.251,0,0.866,0.015,0.313,0,0.924,0.016
2018-01-01 17:00,91131,13.13,1.663,0.397,0,0.193,0.021,0.434,0,0.205,0.026,0.421,0.001,0.288,0.025,0.384,0,0.38,0.026,0.424,0,0.327,0.019,0.401,0,0.472,0.019,0.21,0,0.996,0.038,0.25,0,0.862,0.02,0.313,0,0.925,0.024
2018-01-01 17:15,91132,13.04,0.903,0.397,0,0.193,0.021,0.434,0,0.209,0.012,0.422,0,0.268,0.021,0.384,0,0.38,0.02,0.424,0,0.321,0.027,0.401,0,0.475,0.017,0.21,0,1.007,0.022,0.25,0,0.86,0.029,0.313,0,0.929,0.017
2018-01-01 17:30,91133,13.03,0.357,0.398,0,0.195,0.024,0.434,0,0.209,0.023,0.423,0,0.264,0.019,0.384,0,0.386,0.02,0.424,0,0.33,0.016,0.401,0,0.472,0.033,0.21,0,0.994,0.023,0.25,0,0.869,0.024,0.313,0,0.928,0.018
2018-01-01 17:45,91134,13.06,-0.134,0.398,0,0.2,0.019,0.434,0,0.208,0.035,0.423,0,0.251,0.015,0.384,0,0.383,0.01,0.424,0,0.313,0.02,0.401,0,0.468,0.024,0.21,0,1.003,0.023,0.25,0,0.859,0.026,0.313,0,0.925,0.016
2018-01-01 18:00,91135,13.06,-0.612,0.398,0,0.206,0.013,0.434,0,0.206,0.019,0.424,0,0.248,0.013,0.384,0,0.391,0.018,0.424,0,0.309,0.023,0.401,0,0.473,0.018,0.21,0,0.979,0.029,0.251,0,0.864,0.024,0.314,0,0.927,0.024
2018-01-01 18:15,91136,12.97,-0.961,0.398,0,0.198,0.014,0.434,0,0.205,0.024,0.424,0,0.243,0.017,0.384,0,0.392,0.017,0.424,0,0.322,0.022,0.4,0,0.475,0.026,0.21,0,1.002,0.025,0.251,0,0.866,0.027,0.314,0,0.924,0.028
2018-01-01 18:30,91137,12.96,-1.189,0.398,0,0.196,0.02,0.434,0,0.219,0.019,0.425,0,0.247,0.021,0.384,0,0.39,0.019,0.423,0,0.325,0.022,0.4,0,0.472,0.015,0.21,0,1.003,0.027,0.251,0,0.871,0.03,0.314,0,0.925,0.021
2018-01-01 18:45,91138,13.01,-1.351,0.398,0,0.2,0.021,0.434,0,0.213,0.015,0.425,0,0.231,0.014,0.384,0,0.378,0.02,0.423,0,0.318,0.022,0.4,0,0.467,0.016,0.21,0,1.002,0.033,0.251,0,0.872,0.019,0.314,0,0.921,0.018
2018-01-01 19:00,91139,13.01,-1.598,0.398,0,0.2,0.02,0.434,0,0.203,0.027,0.425,0,0.226,0.014,0.384,0,0.385,0.026,0.423,0,0.334,0.023,0.4,0,0.476,0.021,0.21,0,0.995,0.03,0.251,0,0.863,0.024,0.314,0,0.925,0.022
2018-01-01 19:15,91140,12.95,-1.873,0.398,0,0.21,0.029,0.434,0,0.212,0.033,0.425,0,0.224,0.025,0.384,0,0.384,0.02,0.423,0,0.321,0.028,0.4,0,0.475,0.021,0.21,0,1.001,0.031,0.251,0,0.86,0.031,0.314,0,0.928,0.021
2018-01-01 19:30,91141,12.94,-2.035,0.398,0,0.193,0.02,0.433,0,0.217,0.013,0.425,0,0.227,0.018,0.384,0,0.383,0.019,0.423,0,0.324,0.017,0.401,0,0.469,0.014,0.21,0,1.005,0.028,0.251,0,0.865,0.024,0.314,0,0.932,0.02
2018-01-01 19:45,91142,12.98,-2.23,0.398,0,0.207,0.021,0.433,0,0.205,0.022,0.425,0,0.235,0.015,0.384,0,0.381,0.018,0.423,0,0.316,0.022,0.401,0,0.471,0.02,0.211,0,1,0.026,0.252,0,0.866,0.035,0.314,0,0.927,0.02
2018-01-01 20:00,91143,12.98,-2.524,0.398,0,0.201,0.019,0.433,0,0.212,0.029,0.425,0,0.226,0.02,0.384,0,0.39,0.019,0.423,0,0.314,0.031,0.401,0,0.478,0.024,0.211,0,0.998,0.021,0.252,0,0.863,0.027,0.314,0,0.922,0.027
2018-01-01 20:15,91144,12.92,-2.708,0.398,0,0.198,0.02,0.433,0,0.212,0.026,0.425,0,0.219,0.017,0.384,0,0.392,0.017,0.423,0,0.33,0.024,0.401,0,0.471,0.027,0.211,0,1.007,0.031,0.252,0,0.864,0.017,0.314,0,0.93,0.028
2018-01-01 20:30,91145,12.91,-2.907,0.398,0,0.207,0.021,0.433,0,0.228,0.028,0.425,0,0.225,0.014,0.384,0,0.395,0.023,0.423,0,0.33,0.024,0.401,0,0.476,0.021,0.211,0,1.008,0.037,0.252,0,0.863,0.019,0.314,0,0.927,0.027
2018-01-01 20:45,91146,12.94,-3.182,0.399,0,0.2,0.019,0.433,0,0.199,0.037,0.425,0,0.22,0.016,0.384,0,0.387,0.023,0.423,0,0.315,0.026,0.4,0,0.478,0.033,0.211,0,0.979,0.023,0.252,0,0.869,0.023,0.314,0,0.929,0.022
2018-01-01 21:00,91147,12.95,-3.46,0.399,0,0.199,0.018,0.433,0,0.216,0.028,0.425,0,0.213,0.024,0.384,0,0.388,0.021,0.423,0,0.324,0.027,0.4,0,0.471,0.026,0.211,0,0.997,0.021,0.252,0,0.863,0.018,0.314,0,0.919,0.021
2018-01-01 21:15,91148,12.89,-3.72,0.399,0,0.201,0.016,0.433,0,0.215,0.019,0.425,0,0.224,0.021,0.384,0,0.389,0.017,0.423,0,0.324,0.019,0.4,0,0.467,0.017,0.211,0,0.99,0.025,0.252,0,0.867,0.014,0.314,0,0.928,0.015
2018-01-01 21:30,91149,12.88,-3.951,0.399,0,0.212,0.017,0.433,0,0.221,0.025,0.425,0,0.213,0.017,0.384,0,0.385,0.021,0.423,0,0.326,0.019,0.4,0,0.481,0.015,0.211,0,0.995,0.028,0.252,0,0.861,0.017,0.314,0,0.924,0.014
2018-01-01 21:45,91150,12.91,-4.114,0.399,0,0.203,0.016,0.433,0,0.215,0.02,0.425,0,0.217,0.023,0.384,0,0.389,0.02,0.423,0,0.322,0.025,0.4,0,0.478,0.019,0.211,0,1.004,0.025,0.252,0,0.877,0.026,0.314,0,0.926,0.024
