TOA5,HiResAlp_I3 IP,CR1000,E7549,CR1000.Std.27,CPU:I3_160923 - 9xSWC - modem .CR1,21874,MeteoVal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Avg,SWC_02_A_Avg,SWC_02_A_Std,ST_02_A_Avg,ST_02_A_Std,SWC_02_B_Avg,SWC_02_B_Std,ST_02_B_Avg,ST_02_B_Std,SWC_02_C_Avg,SWC_02_C_Std,ST_02_C_Avg,ST_02_C_Std,SWC_05_A_Avg,SWC_05_A_Std,ST_05_A_Avg,ST_05_A_Std,SWC_05_B_Avg,SWC_05_B_Std,ST_05_B_Avg,ST_05_B_Std,SWC_05_C_Avg,SWC_05_C_Std,ST_05_C_Avg,ST_05_C_Std,SWC_20_A_Avg,SWC_20_A_Std,ST_20_A_Avg,ST_20_A_Std,SWC_20_B_Avg,SWC_20_B_Std,ST_20_B_Avg,ST_20_B_Std,SWC_20_C_Avg,SWC_20_C_Std,ST_20_C_Avg,ST_20_C_Std
2016-11-14 08:15,51545,12.86,-2.081,0.359,0,1.696,0.017,0.399,0,1.63,0.028,0.361,0,1.595,0.033,0.377,0,2.413,0.019,0.38,0,2.288,0.021,0.376,0,2.506,0.02,0.211,0,3.855,0.03,0.283,0,3.688,0.022,0.32,0,3.681,0.018
2016-11-14 08:30,51546,12.88,-2.16,0.359,0,1.678,0.011,0.398,0,1.624,0.027,0.36,0,1.581,0.018,0.376,0,2.384,0.014,0.38,0,2.266,0.019,0.376,0,2.499,0.02,0.211,0,3.858,0.026,0.283,0,3.685,0.026,0.32,0,3.675,0.016
2016-11-14 08:45,51547,14.55,-2.131,0.358,0,1.664,0.015,0.398,0,1.591,0.023,0.36,0,1.545,0.019,0.376,0,2.372,0.019,0.38,0,2.242,0.028,0.376,0,2.475,0.019,0.211,0,3.844,0.025,0.283,0,3.681,0.01,0.32,0,3.671,0.018
2016-11-14 09:00,51548,15.19,-1.203,0.358,0,1.637,0.021,0.398,0,1.57,0.014,0.36,0,1.537,0.023,0.376,0,2.356,0.021,0.38,0,2.22,0.022,0.376,0,2.464,0.029,0.211,0,3.847,0.022,0.283,0,3.672,0.017,0.32,0,3.656,0.024
2016-11-14 09:15,51549,15.16,0.601,0.358,0,1.623,0.015,0.398,0,1.563,0.027,0.36,0,1.525,0.02,0.376,0,2.345,0.017,0.38,0,2.198,0.026,0.376,0,2.45,0.018,0.211,0,3.829,0.028,0.283,0,3.663,0.026,0.32,0,3.648,0.016
2016-11-14 09:30,51550,15.1,2.488,0.358,0,1.618,0.019,0.398,0,1.538,0.029,0.36,0,1.52,0.023,0.376,0,2.332,0.014,0.38,0,2.186,0.02,0.376,0,2.445,0.017,0.211,0,3.826,0.021,0.283,0,3.664,0.03,0.32,0,3.642,0.029
2016-11-14 09:45,51551,15.08,4.2,0.358,0,1.615,0.014,0.398,0,1.564,0.027,0.36,0,1.553,0.022,0.376,0,2.329,0.015,0.38,0,2.185,0.027,0.376,0,2.434,0.02,0.211,0,3.829,0.031,0.283,0,3.658,0.016,0.32,0,3.642,0.018
2016-11-14 10:00,51552,15,5.655,0.359,0,1.633,0.019,0.398,0,1.579,0.032,0.36,0,1.661,0.046,0.376,0,2.341,0.022,0.38,0,2.183,0.021,0.376,0,2.438,0.025,0.211,0,3.821,0.032,0.283,0,3.643,0.012,0.32,0,3.632,0.017
2016-11-14 10:15,51553,14.96,6.925,0.36,0,1.71,0.037,0.399,0,1.679,0.042,0.36,0,1.898,0.105,0.376,0,2.366,0.017,0.38,0,2.184,0.026,0.376,0,2.466,0.018,0.211,0,3.839,0.032,0.283,0,3.639,0.017,0.32,0,3.625,0.029
2016-11-14 10:30,51554,14.98,7.965,0.36,0,1.868,0.059,0.399,0,1.876,0.072,0.361,0,2.245,0.106,0.376,0,2.416,0.029,0.38,0,2.218,0.023,0.376,0,2.507,0.021,0.211,0,3.798,0.03,0.283,0,3.639,0.02,0.32,0,3.617,0.01
2016-11-14 10:45,51555,14.93,8.87,0.36,0,2.127,0.094,0.399,0,2.197,0.106,0.361,0,2.666,0.124,0.376,0,2.502,0.033,0.38,0,2.283,0.036,0.376,0,2.571,0.031,0.211,0,3.804,0.026,0.283,0,3.634,0.019,0.32,0,3.615,0.018
2016-11-14 11:00,51556,14.38,9.44,0.36,0,2.476,0.101,0.399,0,2.611,0.133,0.361,0,3.134,0.138,0.376,0,2.606,0.039,0.38,0,2.387,0.041,0.376,0,2.664,0.031,0.211,0,3.794,0.022,0.283,0,3.626,0.027,0.32,0,3.599,0.026
2016-11-14 11:15,51557,14.34,9.85,0.36,0,2.883,0.118,0.399,0,3.085,0.141,0.361,0,3.599,0.132,0.376,0,2.742,0.047,0.38,0,2.541,0.045,0.376,0,2.802,0.043,0.211,0,3.786,0.026,0.283,0,3.608,0.016,0.32,0,3.607,0.017
2016-11-14 11:30,51558,14.29,10.23,0.359,0,3.302,0.12,0.399,0,3.554,0.135,0.361,0,4.068,0.138,0.376,0,2.892,0.05,0.38,0,2.721,0.059,0.376,0,2.959,0.048,0.211,0,3.797,0.034,0.283,0,3.613,0.031,0.32,0,3.592,0.013
2016-11-14 11:45,51559,14.31,10.54,0.359,0,3.75,0.138,0.399,0,4.055,0.155,0.36,0,4.511,0.128,0.376,0,3.063,0.052,0.38,0,2.927,0.062,0.376,0,3.132,0.06,0.211,0,3.793,0.026,0.283,0,3.62,0.021,0.32,0,3.609,0.016
2016-11-14 12:00,51560,14.29,10.83,0.358,0,4.215,0.127,0.398,0,4.546,0.142,0.36,0,4.964,0.123,0.376,0,3.272,0.058,0.38,0,3.153,0.072,0.375,0,3.327,0.061,0.211,0,3.782,0.03,0.283,0,3.618,0.018,0.32,0,3.609,0.017
2016-11-14 12:15,51561,14.27,11.08,0.358,0,4.639,0.123,0.398,0,5.017,0.131,0.359,0,5.373,0.118,0.376,0,3.467,0.072,0.38,0,3.409,0.073,0.375,0,3.533,0.061,0.211,0,3.779,0.029,0.282,0,3.613,0.022,0.32,0,3.626,0.022
2016-11-14 12:30,51562,14.27,11.31,0.357,0,5.035,0.113,0.397,0,5.448,0.131,0.359,0,5.765,0.109,0.375,0,3.678,0.055,0.38,0,3.663,0.077,0.375,0,3.756,0.065,0.211,0,3.812,0.024,0.282,0,3.626,0.034,0.32,0,3.641,0.019
2016-11-14 12:45,51563,14.26,11.55,0.357,0,5.425,0.104,0.396,0,5.877,0.123,0.359,0,6.145,0.116,0.375,0,3.898,0.055,0.38,0,3.942,0.086,0.374,0,3.992,0.066,0.211,0,3.819,0.036,0.282,0,3.645,0.025,0.32,0,3.661,0.018
2016-11-14 13:00,51564,14.25,11.86,0.357,0,5.795,0.104,0.397,0,6.291,0.12,0.358,0,6.516,0.094,0.375,0,4.116,0.074,0.379,0,4.208,0.079,0.374,0,4.21,0.063,0.211,0,3.826,0.028,0.282,0,3.658,0.015,0.32,0,3.705,0.029
2016-11-14 13:15,51565,14.31,12.15,0.356,0,6.132,0.087,0.396,0,6.682,0.107,0.358,0,6.819,0.081,0.374,0,4.328,0.071,0.379,0,4.472,0.085,0.373,0.001,4.439,0.062,0.211,0,3.83,0.033,0.282,0,3.678,0.02,0.319,0,3.744,0.027
2016-11-14 13:30,51566,14.25,12.46,0.355,0,6.43,0.078,0.396,0,7.04,0.101,0.357,0,7.088,0.071,0.374,0,4.536,0.078,0.379,0,4.723,0.079,0.374,0,4.665,0.069,0.211,0,3.855,0.029,0.282,0,3.713,0.027,0.319,0,3.788,0.024
2016-11-14 13:45,51567,14.26,12.82,0.355,0,6.723,0.083,0.395,0,7.354,0.1,0.357,0,7.308,0.058,0.374,0,4.751,0.063,0.379,0,4.98,0.07,0.374,0,4.887,0.067,0.21,0,3.881,0.029,0.282,0,3.747,0.017,0.319,0,3.85,0.021
2016-11-14 14:00,51568,14.26,13.09,0.354,0,6.981,0.071,0.395,0,7.681,0.084,0.357,0,7.513,0.062,0.373,0,4.958,0.057,0.379,0,5.222,0.069,0.373,0.001,5.096,0.067,0.21,0,3.91,0.03,0.282,0,3.782,0.017,0.319,0,3.891,0.028
2016-11-14 14:15,51569,14.22,13.38,0.354,0,7.197,0.061,0.394,0,7.944,0.072,0.356,0,7.701,0.054,0.373,0,5.159,0.051,0.378,0,5.444,0.061,0.372,0,5.306,0.051,0.21,0,3.944,0.034,0.282,0,3.819,0.026,0.319,0,3.948,0.027
2016-11-14 14:30,51570,14.22,13.6,0.353,0,7.283,0.043,0.394,0,8.16,0.057,0.356,0,7.832,0.032,0.373,0,5.344,0.051,0.378,0,5.65,0.057,0.371,0,5.496,0.063,0.21,0,3.962,0.031,0.282,0,3.868,0.027,0.319,0,4.014,0.028
2016-11-14 14:45,51571,14.19,13.7,0.353,0,6.941,0.139,0.394,0,8.33,0.044,0.355,0,7.91,0.023,0.372,0,5.507,0.044,0.378,0,5.831,0.049,0.371,0,5.679,0.054,0.21,0,4.002,0.032,0.282,0,3.921,0.024,0.319,0,4.093,0.02
2016-11-14 15:00,51572,14.2,13.54,0.353,0,6.579,0.063,0.393,0,8.42,0.03,0.355,0,7.925,0.023,0.372,0,5.618,0.028,0.378,0,5.986,0.056,0.371,0,5.829,0.052,0.21,0,4.048,0.026,0.282,0,3.954,0.03,0.319,0,4.155,0.031
2016-11-14 15:15,51573,14.19,13.16,0.354,0,6.561,0.03,0.393,0,8.43,0.021,0.354,0,7.873,0.023,0.372,0,5.662,0.014,0.378,0,6.113,0.039,0.37,0,5.984,0.041,0.21,0,4.088,0.033,0.282,0,4.022,0.025,0.319,0,4.23,0.021
2016-11-14 15:30,51574,14.21,12.75,0.353,0,6.639,0.023,0.392,0,8.35,0.037,0.354,0,7.775,0.049,0.372,0,5.676,0.012,0.377,0,6.202,0.027,0.37,0,6.101,0.035,0.21,0,4.142,0.02,0.282,0,4.085,0.023,0.318,0,4.315,0.035
2016-11-14 15:45,51575,14.22,12.2,0.352,0,6.633,0.024,0.392,0,8.23,0.04,0.354,0,7.638,0.05,0.372,0,5.7,0.016,0.377,0,6.251,0.022,0.37,0,6.184,0.024,0.21,0,4.175,0.024,0.281,0,4.139,0.027,0.318,0,4.381,0.033
2016-11-14 16:00,51576,14.22,11.52,0.352,0,6.547,0.041,0.392,0,8.07,0.048,0.354,0,7.42,0.07,0.372,0,5.713,0.015,0.377,0,6.262,0.022,0.37,0,6.251,0.027,0.21,0,4.232,0.042,0.281,0,4.196,0.027,0.318,0,4.451,0.045
2016-11-14 16:15,51577,14.22,10.84,0.352,0,6.428,0.058,0.392,0,7.864,0.07,0.354,0,7.181,0.082,0.371,0,5.718,0.013,0.377,0,6.251,0.033,0.37,0,6.29,0.025,0.21,0,4.274,0.029,0.281,0,4.265,0.022,0.318,0,4.528,0.027
2016-11-14 16:30,51578,13.45,9.62,0.352,0,6.179,0.101,0.392,0,7.52,0.143,0.353,0,6.878,0.092,0.371,0,5.707,0.017,0.377,0,6.191,0.021,0.37,0,6.298,0.029,0.21,0,4.321,0.03,0.281,0,4.323,0.027,0.318,0,4.604,0.036
2016-11-14 16:45,51579,13.26,7.739,0.352,0,5.786,0.125,0.392,0,6.972,0.171,0.353,0,6.508,0.116,0.371,0,5.664,0.029,0.377,0,6.092,0.036,0.37,0,6.287,0.022,0.21,0,4.366,0.029,0.281,0,4.386,0.024,0.318,0,4.667,0.039
2016-11-14 17:00,51580,13.21,5.81,0.352,0,5.372,0.115,0.392,0,6.392,0.16,0.353,0,6.128,0.1,0.371,0,5.581,0.034,0.377,0,5.946,0.063,0.369,0,6.22,0.026,0.21,0,4.407,0.035,0.281,0,4.446,0.037,0.318,0,4.739,0.036
2016-11-14 17:15,51581,13.13,4.148,0.352,0,5.007,0.1,0.392,0,5.864,0.141,0.353,0,5.785,0.093,0.371,0,5.457,0.041,0.376,0,5.76,0.059,0.369,0,6.132,0.037,0.21,0,4.449,0.02,0.281,0,4.504,0.021,0.318,0,4.78,0.022
2016-11-14 17:30,51582,13.1,2.902,0.351,0,4.675,0.093,0.392,0,5.414,0.117,0.352,0,5.453,0.087,0.371,0,5.325,0.046,0.376,0,5.565,0.056,0.369,0,6.018,0.043,0.21,0,4.486,0.023,0.28,0,4.556,0.021,0.318,0,4.846,0.029
2016-11-14 17:45,51583,13.13,1.935,0.351,0,4.409,0.078,0.392,0,5.02,0.103,0.352,0,5.173,0.085,0.37,0,5.184,0.041,0.376,0,5.372,0.057,0.369,0,5.887,0.041,0.21,0,4.523,0.021,0.28,0,4.611,0.02,0.318,0,4.894,0.031
2016-11-14 18:00,51584,13.13,1.106,0.352,0.001,4.146,0.073,0.392,0,4.688,0.096,0.352,0,4.909,0.076,0.37,0,5.038,0.049,0.376,0,5.183,0.052,0.369,0,5.758,0.051,0.21,0,4.556,0.026,0.28,0,4.65,0.026,0.318,0,4.934,0.03
2016-11-14 18:15,51585,13.05,0.496,0.352,0,3.95,0.059,0.392,0,4.407,0.076,0.352,0,4.663,0.081,0.37,0,4.898,0.051,0.376,0,5.008,0.065,0.37,0,5.608,0.044,0.21,0,4.592,0.02,0.28,0,4.697,0.023,0.318,0,4.956,0.031
2016-11-14 18:30,51586,13.04,0.066,0.353,0,3.755,0.055,0.391,0,4.155,0.071,0.352,0,4.44,0.069,0.37,0,4.751,0.04,0.376,0,4.846,0.045,0.37,0,5.469,0.054,0.21,0,4.602,0.027,0.28,0,4.721,0.024,0.318,0,4.991,0.037
2016-11-14 18:45,51587,13.08,-0.266,0.352,0.001,3.577,0.05,0.391,0,3.947,0.06,0.352,0,4.248,0.069,0.37,0,4.621,0.042,0.376,0,4.692,0.059,0.37,0,5.327,0.042,0.21,0,4.629,0.025,0.28,0,4.757,0.025,0.318,0,5.02,0.027
2016-11-14 19:00,51588,13.08,-0.572,0.351,0,3.439,0.043,0.391,0,3.764,0.062,0.352,0,4.073,0.058,0.37,0,4.495,0.05,0.376,0,4.533,0.043,0.37,0,5.207,0.046,0.21,0,4.647,0.02,0.28,0,4.789,0.017,0.318,0,5.033,0.017
2016-11-14 19:15,51589,13.02,-0.785,0.351,0,3.305,0.04,0.391,0,3.592,0.047,0.352,0,3.893,0.057,0.37,0,4.382,0.039,0.376,0,4.404,0.048,0.37,0,5.076,0.041,0.21,0,4.675,0.025,0.28,0,4.799,0.023,0.318,0,5.048,0.025
2016-11-14 19:30,51590,13,-0.883,0.351,0,3.182,0.041,0.391,0,3.45,0.052,0.352,0,3.743,0.048,0.37,0,4.272,0.036,0.375,0,4.283,0.048,0.37,0,4.949,0.033,0.21,0,4.687,0.025,0.28,0,4.813,0.013,0.317,0,5.038,0.032
2016-11-14 19:45,51591,13.04,-0.969,0.352,0,3.08,0.028,0.391,0,3.313,0.037,0.352,0,3.601,0.05,0.37,0,4.165,0.037,0.375,0,4.173,0.039,0.37,0,4.842,0.042,0.21,0,4.682,0.019,0.28,0,4.833,0.024,0.317,0,5.042,0.029
2016-11-14 20:00,51592,13.05,-1.118,0.35,0.001,2.981,0.031,0.391,0,3.166,0.049,0.352,0,3.469,0.051,0.37,0,4.058,0.042,0.375,0,4.062,0.036,0.37,0,4.724,0.03,0.21,0,4.696,0.022,0.28,0,4.831,0.023,0.317,0,5.04,0.031
2016-11-14 20:15,51593,12.97,-1.222,0.35,0,2.876,0.033,0.391,0,3.075,0.032,0.352,0,3.337,0.042,0.37,0,3.963,0.036,0.375,0,3.961,0.031,0.37,0,4.607,0.037,0.21,0,4.692,0.022,0.28,0,4.825,0.021,0.317,0,5.034,0.025
2016-11-14 20:30,51594,12.97,-1.194,0.35,0,2.792,0.027,0.391,0,2.974,0.026,0.351,0,3.222,0.044,0.37,0,3.881,0.038,0.375,0,3.872,0.034,0.37,0,4.515,0.034,0.21,0,4.69,0.019,0.28,0,4.82,0.023,0.317,0,5.004,0.033
2016-11-14 20:45,51595,13.02,-1.154,0.349,0,2.705,0.026,0.391,0,2.871,0.033,0.351,0,3.118,0.044,0.369,0,3.782,0.028,0.375,0,3.773,0.035,0.37,0,4.424,0.03,0.21,0,4.684,0.023,0.28,0,4.825,0.02,0.317,0,4.992,0.022
2016-11-14 21:00,51596,13.02,-1.142,0.349,0,2.646,0.033,0.39,0,2.776,0.041,0.351,0,3.019,0.041,0.369,0,3.695,0.029,0.375,0,3.7,0.033,0.369,0,4.324,0.028,0.21,0,4.691,0.03,0.28,0,4.803,0.009,0.317,0,4.979,0.023
2016-11-14 21:15,51597,12.96,-1.122,0.35,0,2.578,0.021,0.39,0,2.706,0.038,0.351,0,2.918,0.04,0.369,0,3.631,0.04,0.375,0,3.618,0.031,0.369,0,4.242,0.025,0.21,0,4.677,0.015,0.279,0,4.8,0.017,0.317,0,4.967,0.023
2016-11-14 21:30,51598,12.94,-1.065,0.349,0,2.509,0.025,0.39,0,2.625,0.03,0.351,0,2.83,0.033,0.369,0,3.556,0.025,0.375,0,3.545,0.03,0.369,0,4.147,0.027,0.21,0,4.676,0.024,0.279,0,4.784,0.019,0.317,0,4.927,0.035
2016-11-14 21:45,51599,12.99,-1.042,0.348,0,2.446,0.016,0.39,0,2.541,0.034,0.35,0,2.748,0.032,0.369,0,3.487,0.032,0.375,0,3.485,0.021,0.369,0,4.065,0.022,0.21,0,4.662,0.02,0.279,0,4.768,0.016,0.317,0,4.903,0.019
2016-11-14 22:00,51600,13,-1.14,0.348,0,2.387,0.022,0.389,0,2.478,0.039,0.35,0,2.675,0.041,0.369,0,3.429,0.033,0.375,0,3.411,0.025,0.369,0.001,3.989,0.033,0.21,0,4.658,0.025,0.279,0,4.752,0.013,0.317,0,4.891,0.025
2016-11-14 22:15,51601,12.94,-1.254,0.347,0,2.328,0.022,0.389,0,2.422,0.035,0.35,0,2.597,0.028,0.369,0,3.363,0.031,0.374,0,3.352,0.024,0.369,0,3.916,0.032,0.21,0,4.64,0.014,0.279,0,4.73,0.019,0.317,0,4.872,0.032
2016-11-14 22:30,51602,12.93,-1.338,0.347,0,2.274,0.03,0.389,0,2.363,0.039,0.349,0,2.524,0.031,0.368,0,3.306,0.032,0.374,0,3.288,0.024,0.369,0,3.853,0.034,0.21,0,4.632,0.02,0.279,0,4.715,0.017,0.317,0,4.857,0.018
2016-11-14 22:45,51603,12.98,-1.446,0.346,0,2.226,0.025,0.389,0,2.296,0.029,0.349,0,2.454,0.028,0.368,0,3.239,0.029,0.374,0,3.228,0.019,0.369,0,3.781,0.035,0.21,0,4.622,0.029,0.279,0,4.706,0.021,0.316,0,4.818,0.026
2016-11-14 23:00,51604,12.99,-1.662,0.346,0,2.183,0.028,0.388,0,2.239,0.044,0.349,0,2.401,0.026,0.368,0,3.205,0.025,0.374,0,3.174,0.02,0.369,0,3.711,0.036,0.21,0,4.612,0.028,0.279,0,4.675,0.022,0.316,0,4.794,0.032
2016-11-14 23:15,51605,12.93,-1.799,0.345,0,2.139,0.014,0.388,0,2.182,0.03,0.349,0,2.337,0.028,0.368,0,3.142,0.017,0.374,0,3.122,0.021,0.369,0,3.658,0.034,0.21,0,4.581,0.027,0.279,0,4.651,0.02,0.316,0,4.774,0.02
2016-11-14 23:30,51606,12.92,-1.868,0.345,0,2.092,0.022,0.388,0,2.125,0.024,0.348,0,2.278,0.022,0.368,0,3.1,0.032,0.374,0,3.068,0.023,0.368,0,3.595,0.025,0.21,0,4.576,0.037,0.279,0,4.629,0.016,0.316,0,4.752,0.024
2016-11-14 23:45,51607,12.96,-1.956,0.344,0,2.046,0.019,0.387,0,2.091,0.024,0.348,0,2.231,0.033,0.367,0,3.055,0.026,0.374,0,3.022,0.02,0.368,0,3.535,0.028,0.21,0,4.559,0.018,0.279,0,4.611,0.016,0.316,0,4.727,0.029
2016-11-15 00:00,51608,12.96,-2.059,0.344,0,2.005,0.023,0.387,0,2.05,0.017,0.348,0,2.172,0.033,0.367,0,3.007,0.031,0.373,0,2.965,0.03,0.369,0,3.482,0.029,0.21,0,4.552,0.026,0.278,0,4.585,0.02,0.316,0,4.692,0.021
2016-11-15 00:15,51609,12.91,-2.22,0.343,0,1.96,0.019,0.387,0,2.005,0.042,0.347,0,2.122,0.03,0.367,0,2.963,0.029,0.373,0,2.926,0.021,0.369,0,3.429,0.033,0.21,0,4.528,0.023,0.278,0,4.558,0.025,0.316,0,4.67,0.018
2016-11-15 00:30,51610,12.9,-2.311,0.343,0,1.913,0.017,0.386,0,1.959,0.017,0.347,0,2.065,0.027,0.367,0,2.917,0.015,0.373,0,2.883,0.021,0.369,0,3.371,0.022,0.21,0,4.504,0.035,0.279,0,4.532,0.017,0.316,0,4.644,0.034
2016-11-15 00:45,51611,12.94,-2.275,0.342,0,1.895,0.016,0.386,0,1.92,0.032,0.346,0,2.021,0.038,0.366,0,2.881,0.022,0.373,0,2.841,0.011,0.368,0,3.324,0.017,0.21,0,4.497,0.021,0.278,0,4.513,0.02,0.316,0,4.619,0.019
2016-11-15 01:00,51612,12.94,-2.26,0.342,0,1.845,0.019,0.386,0,1.864,0.031,0.346,0,1.999,0.031,0.366,0,2.846,0.016,0.373,0,2.796,0.02,0.368,0,3.278,0.034,0.21,0,4.488,0.025,0.278,0,4.491,0.022,0.316,0,4.58,0.028
2016-11-15 01:15,51613,12.89,-2.212,0.341,0,1.81,0.016,0.385,0,1.854,0.034,0.345,0,1.956,0.03,0.366,0,2.812,0.025,0.373,0,2.755,0.016,0.368,0,3.22,0.023,0.21,0,4.465,0.021,0.278,0,4.47,0.02,0.316,0,4.559,0.027
2016-11-15 01:30,51614,12.88,-2.15,0.341,0,1.785,0.021,0.385,0,1.814,0.02,0.345,0,1.913,0.028,0.366,0,2.777,0.023,0.372,0,2.718,0.019,0.368,0,3.177,0.016,0.21,0,4.445,0.025,0.278,0,4.448,0.022,0.316,0,4.538,0.02
2016-11-15 01:45,51615,12.92,-2.124,0.34,0,1.752,0.018,0.385,0,1.785,0.029,0.345,0,1.869,0.027,0.365,0,2.737,0.014,0.372,0,2.677,0.019,0.367,0,3.134,0.025,0.21,0,4.426,0.029,0.278,0,4.412,0.019,0.316,0,4.52,0.028
2016-11-15 02:00,51616,12.93,-2.151,0.34,0,1.715,0.013,0.384,0,1.744,0.027,0.344,0,1.824,0.018,0.365,0,2.701,0.029,0.372,0,2.642,0.02,0.367,0,3.081,0.03,0.209,0,4.426,0.031,0.278,0,4.408,0.029,0.316,0,4.495,0.03
2016-11-15 02:15,51617,12.87,-2.151,0.339,0,1.682,0.022,0.384,0,1.719,0.036,0.344,0,1.8,0.023,0.365,0,2.665,0.017,0.371,0,2.599,0.021,0.368,0,3.054,0.024,0.209,0,4.396,0.022,0.278,0,4.372,0.024,0.316,0,4.469,0.027
2016-11-15 02:30,51618,12.86,-2.138,0.339,0,1.658,0.018,0.383,0,1.688,0.025,0.343,0,1.77,0.02,0.365,0,2.655,0.019,0.371,0,2.57,0.023,0.367,0.001,3.018,0.019,0.209,0,4.384,0.023,0.278,0,4.353,0.016,0.316,0,4.434,0.025
2016-11-15 02:45,51619,12.9,-2.269,0.338,0,1.632,0.016,0.383,0,1.654,0.029,0.343,0,1.74,0.017,0.365,0,2.61,0.018,0.371,0,2.535,0.02,0.367,0,2.978,0.02,0.209,0,4.372,0.024,0.278,0,4.339,0.018,0.316,0,4.408,0.023
2016-11-15 03:00,51620,12.91,-2.388,0.339,0,1.598,0.014,0.382,0,1.637,0.03,0.342,0,1.696,0.028,0.364,0,2.584,0.02,0.371,0,2.501,0.02,0.367,0.001,2.944,0.016,0.209,0,4.363,0.028,0.278,0,4.306,0.022,0.316,0,4.395,0.022
