TOA5,HiResAlp_I3 IP,CR1000,E7549,CR1000.Std.27,CPU:I3_160923 - 9xSWC - modem .CR1,21874,MeteoVal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Avg,SWC_02_A_Avg,SWC_02_A_Std,ST_02_A_Avg,ST_02_A_Std,SWC_02_B_Avg,SWC_02_B_Std,ST_02_B_Avg,ST_02_B_Std,SWC_02_C_Avg,SWC_02_C_Std,ST_02_C_Avg,ST_02_C_Std,SWC_05_A_Avg,SWC_05_A_Std,ST_05_A_Avg,ST_05_A_Std,SWC_05_B_Avg,SWC_05_B_Std,ST_05_B_Avg,ST_05_B_Std,SWC_05_C_Avg,SWC_05_C_Std,ST_05_C_Avg,ST_05_C_Std,SWC_20_A_Avg,SWC_20_A_Std,ST_20_A_Avg,ST_20_A_Std,SWC_20_B_Avg,SWC_20_B_Std,ST_20_B_Avg,ST_20_B_Std,SWC_20_C_Avg,SWC_20_C_Std,ST_20_C_Avg,ST_20_C_Std
2016-11-25 21:00,52555,12.18,4.886,0.397,0,5.783,0.02,0.425,0,5.818,0.013,0.392,0,5.811,0.018,0.401,0,6.017,0.022,0.397,0,5.995,0.012,0.4,0,6.088,0.015,0.249,0,6.337,0.026,0.307,0,6.27,0.024,0.332,0,6.327,0.028
2016-11-25 21:15,52556,11.97,4.876,0.397,0,5.777,0.018,0.425,0,5.809,0.016,0.392,0,5.795,0.014,0.401,0,6.011,0.027,0.397,0,5.987,0.025,0.4,0.001,6.068,0.02,0.249,0,6.322,0.026,0.307,0,6.277,0.02,0.332,0,6.32,0.018
2016-11-25 21:30,52557,11.95,4.991,0.396,0,5.767,0.009,0.425,0,5.797,0.016,0.391,0,5.793,0.019,0.401,0,5.988,0.021,0.397,0,5.977,0.018,0.399,0,6.063,0.016,0.249,0,6.313,0.032,0.307,0,6.259,0.021,0.332,0,6.317,0.019
2016-11-25 21:45,52558,12.17,5.04,0.397,0.001,5.764,0.018,0.425,0,5.799,0.013,0.391,0,5.787,0.026,0.401,0,5.991,0.021,0.397,0,5.977,0.02,0.4,0,6.058,0.018,0.249,0,6.312,0.036,0.307,0,6.262,0.019,0.332,0,6.314,0.021
2016-11-25 22:00,52559,12.18,4.958,0.397,0.001,5.757,0.015,0.425,0,5.786,0.018,0.391,0,5.788,0.018,0.401,0,5.982,0.026,0.397,0,5.961,0.018,0.4,0,6.041,0.026,0.249,0,6.314,0.023,0.308,0,6.261,0.02,0.332,0,6.311,0.027
2016-11-25 22:15,52560,11.97,4.926,0.396,0,5.733,0.023,0.425,0,5.784,0.021,0.391,0,5.77,0.02,0.401,0,5.977,0.018,0.397,0,5.958,0.025,0.399,0,6.045,0.025,0.249,0,6.316,0.025,0.308,0,6.264,0.02,0.332,0,6.312,0.022
2016-11-25 22:30,52561,11.94,5.028,0.396,0,5.732,0.014,0.425,0,5.783,0.018,0.391,0,5.759,0.022,0.401,0,5.97,0.008,0.397,0,5.948,0.017,0.4,0,6.03,0.013,0.25,0,6.31,0.029,0.308,0,6.262,0.018,0.332,0,6.3,0.019
2016-11-25 22:45,52562,12.16,5.076,0.396,0,5.725,0.018,0.425,0,5.774,0.013,0.391,0,5.753,0.016,0.401,0,5.958,0.023,0.397,0,5.938,0.015,0.399,0,6.025,0.019,0.249,0,6.322,0.032,0.308,0,6.254,0.016,0.332,0,6.305,0.015
2016-11-25 23:00,52563,12.17,4.996,0.396,0,5.727,0.019,0.425,0,5.758,0.016,0.391,0,5.742,0.014,0.401,0,5.948,0.024,0.397,0,5.927,0.02,0.4,0,6.014,0.02,0.249,0,6.315,0.023,0.308,0,6.259,0.023,0.332,0,6.285,0.024
2016-11-25 23:15,52564,11.96,4.963,0.396,0,5.716,0.015,0.425,0,5.748,0.014,0.391,0,5.744,0.019,0.401,0,5.943,0.02,0.397,0,5.926,0.02,0.4,0,6.005,0.026,0.25,0,6.304,0.018,0.308,0,6.25,0.026,0.332,0,6.295,0.02
2016-11-25 23:30,52565,11.94,5.049,0.396,0,5.699,0.019,0.424,0,5.748,0.011,0.391,0,5.722,0.022,0.401,0,5.947,0.014,0.397,0,5.914,0.024,0.401,0,6.002,0.021,0.25,0,6.3,0.021,0.308,0,6.249,0.026,0.332,0,6.287,0.021
2016-11-25 23:45,52566,12.16,5.077,0.396,0,5.689,0.021,0.424,0,5.733,0.011,0.391,0,5.715,0.022,0.4,0,5.923,0.018,0.397,0,5.901,0.024,0.401,0,5.988,0.017,0.25,0,6.308,0.033,0.308,0,6.242,0.027,0.332,0,6.286,0.014
2016-11-26 00:00,52567,12.17,4.982,0.396,0,5.684,0.015,0.424,0,5.727,0.016,0.391,0,5.708,0.021,0.4,0,5.928,0.017,0.397,0,5.908,0.021,0.4,0,5.979,0.023,0.25,0,6.29,0.021,0.308,0,6.248,0.024,0.332,0,6.285,0.022
2016-11-26 00:15,52568,11.96,4.952,0.396,0,5.68,0.018,0.424,0,5.721,0.013,0.391,0,5.699,0.025,0.4,0,5.923,0.024,0.397,0,5.906,0.018,0.4,0,5.979,0.021,0.25,0,6.295,0.027,0.308,0,6.239,0.025,0.332,0,6.276,0.012
2016-11-26 00:30,52569,11.93,5.061,0.396,0,5.664,0.015,0.424,0,5.714,0.019,0.391,0,5.698,0.018,0.4,0,5.912,0.027,0.397,0,5.892,0.022,0.4,0,5.965,0.016,0.251,0,6.294,0.034,0.308,0,6.229,0.022,0.332,0,6.276,0.034
2016-11-26 00:45,52570,12.16,5.094,0.396,0,5.655,0.02,0.424,0,5.699,0.014,0.391,0,5.684,0.02,0.4,0,5.905,0.012,0.397,0,5.879,0.024,0.399,0,5.957,0.02,0.251,0,6.292,0.021,0.308,0,6.231,0.012,0.332,0,6.261,0.022
2016-11-26 01:00,52571,12.16,4.978,0.396,0,5.643,0.017,0.424,0,5.69,0.017,0.391,0,5.67,0.023,0.4,0,5.902,0.012,0.397,0,5.877,0.025,0.399,0,5.957,0.014,0.251,0,6.291,0.033,0.308,0,6.226,0.03,0.332,0,6.258,0.02
2016-11-26 01:15,52572,11.95,4.919,0.395,0,5.626,0.017,0.424,0,5.679,0.012,0.391,0,5.649,0.027,0.4,0,5.888,0.021,0.397,0,5.874,0.025,0.399,0,5.949,0.023,0.251,0,6.286,0.026,0.308,0,6.224,0.017,0.332,0,6.257,0.023
2016-11-26 01:30,52573,11.93,4.995,0.395,0,5.607,0.012,0.424,0,5.666,0.023,0.39,0,5.636,0.018,0.4,0,5.875,0.018,0.397,0,5.859,0.017,0.399,0,5.934,0.017,0.251,0,6.284,0.032,0.308,0,6.224,0.019,0.332,0,6.249,0.02
2016-11-26 01:45,52574,12.15,5.015,0.395,0,5.601,0.017,0.424,0,5.645,0.016,0.39,0,5.632,0.017,0.4,0,5.868,0.022,0.397,0,5.854,0.022,0.399,0,5.928,0.016,0.251,0,6.28,0.027,0.308,0,6.225,0.024,0.332,0,6.242,0.018
2016-11-26 02:00,52575,12.16,4.92,0.394,0,5.586,0.015,0.424,0,5.631,0.014,0.39,0,5.615,0.018,0.4,0,5.855,0.024,0.397,0,5.852,0.025,0.399,0,5.916,0.018,0.251,0,6.27,0.024,0.308,0,6.209,0.021,0.332,0,6.246,0.018
2016-11-26 02:15,52576,11.95,4.887,0.394,0,5.573,0.013,0.424,0,5.619,0.014,0.39,0,5.596,0.021,0.4,0,5.85,0.032,0.397,0,5.837,0.025,0.399,0,5.909,0.023,0.252,0,6.281,0.025,0.308,0,6.217,0.021,0.332,0,6.244,0.029
2016-11-26 02:30,52577,11.92,4.976,0.395,0,5.559,0.015,0.424,0,5.611,0.014,0.39,0,5.591,0.025,0.399,0,5.833,0.016,0.397,0,5.818,0.022,0.399,0,5.897,0.027,0.252,0,6.267,0.028,0.308,0,6.212,0.015,0.332,0,6.23,0.022
2016-11-26 02:45,52578,12.15,5.021,0.395,0,5.548,0.02,0.423,0,5.592,0.019,0.39,0,5.568,0.017,0.399,0,5.833,0.026,0.397,0,5.809,0.02,0.399,0,5.883,0.024,0.252,0,6.277,0.023,0.308,0,6.21,0.029,0.332,0,6.228,0.024
2016-11-26 03:00,52579,12.15,4.945,0.395,0,5.542,0.021,0.423,0,5.585,0.014,0.39,0,5.573,0.021,0.399,0,5.834,0.019,0.397,0,5.807,0.032,0.399,0,5.882,0.012,0.252,0,6.272,0.019,0.308,0,6.209,0.019,0.332,0,6.233,0.022
2016-11-26 03:15,52580,11.94,4.932,0.395,0,5.543,0.017,0.423,0,5.586,0.017,0.39,0,5.573,0.023,0.399,0,5.819,0.028,0.397,0,5.799,0.021,0.399,0,5.866,0.011,0.252,0,6.256,0.027,0.308,0,6.203,0.024,0.332,0,6.224,0.022
2016-11-26 03:30,52581,11.92,5.051,0.394,0,5.533,0.012,0.423,0,5.583,0.017,0.39,0,5.567,0.019,0.399,0,5.802,0.016,0.397,0,5.785,0.024,0.4,0,5.864,0.028,0.252,0,6.261,0.027,0.308,0,6.193,0.018,0.332,0,6.215,0.01
2016-11-26 03:45,52582,12.14,5.119,0.394,0,5.542,0.02,0.423,0,5.582,0.016,0.39,0,5.561,0.018,0.399,0,5.798,0.02,0.397,0,5.785,0.022,0.399,0,5.854,0.02,0.252,0,6.246,0.019,0.308,0,6.189,0.02,0.332,0,6.223,0.018
2016-11-26 04:00,52583,12.15,5.039,0.395,0,5.539,0.018,0.423,0,5.592,0.013,0.39,0,5.546,0.021,0.399,0,5.802,0.021,0.397,0,5.777,0.022,0.4,0,5.845,0.023,0.252,0,6.258,0.03,0.308,0,6.187,0.027,0.332,0,6.215,0.023
2016-11-26 04:15,52584,11.94,4.995,0.395,0,5.533,0.02,0.423,0,5.584,0.013,0.39,0,5.557,0.014,0.399,0,5.791,0.016,0.397,0,5.776,0.013,0.4,0,5.833,0.014,0.252,0,6.24,0.024,0.308,0,6.185,0.021,0.332,0,6.207,0.028
2016-11-26 04:30,52585,11.91,5.031,0.395,0,5.523,0.015,0.424,0,5.574,0.015,0.39,0,5.537,0.019,0.399,0,5.785,0.027,0.397,0,5.773,0.023,0.399,0,5.841,0.015,0.253,0,6.246,0.032,0.308,0,6.184,0.019,0.333,0,6.203,0.029
2016-11-26 04:45,52586,12.14,4.978,0.396,0,5.496,0.018,0.424,0,5.543,0.018,0.39,0,5.511,0.021,0.399,0,5.781,0.012,0.397,0,5.77,0.027,0.399,0,5.832,0.022,0.252,0,6.26,0.027,0.308,0,6.184,0.032,0.333,0,6.207,0.017
2016-11-26 05:00,52587,12.15,4.777,0.396,0,5.455,0.021,0.424,0,5.508,0.019,0.391,0,5.467,0.021,0.4,0,5.768,0.023,0.397,0,5.761,0.021,0.399,0,5.825,0.02,0.252,0,6.231,0.024,0.308,0,6.18,0.016,0.333,0,6.196,0.016
2016-11-26 05:15,52588,11.93,4.668,0.396,0,5.414,0.018,0.424,0,5.471,0.022,0.39,0,5.444,0.024,0.4,0,5.752,0.022,0.397,0,5.74,0.021,0.399,0,5.812,0.028,0.252,0,6.23,0.038,0.308,0,6.167,0.013,0.333,0,6.194,0.015
2016-11-26 05:30,52589,11.91,4.706,0.396,0,5.39,0.015,0.424,0,5.444,0.021,0.39,0,5.413,0.021,0.4,0,5.74,0.027,0.397,0,5.722,0.026,0.399,0,5.794,0.03,0.252,0,6.226,0.027,0.308,0,6.165,0.014,0.333,0,6.186,0.026
2016-11-26 05:45,52590,12.14,4.7,0.395,0,5.362,0.015,0.424,0,5.421,0.016,0.39,0,5.386,0.021,0.4,0,5.721,0.017,0.397,0,5.698,0.019,0.399,0,5.777,0.02,0.252,0,6.23,0.024,0.308,0,6.159,0.02,0.333,0,6.183,0.022
2016-11-26 06:00,52591,12.14,4.556,0.395,0,5.321,0.021,0.424,0,5.388,0.029,0.39,0,5.348,0.027,0.4,0,5.707,0.017,0.397,0,5.689,0.016,0.399,0,5.756,0.024,0.252,0,6.233,0.028,0.309,0,6.165,0.016,0.333,0,6.178,0.014
2016-11-26 06:15,52592,11.93,4.477,0.395,0.001,5.274,0.019,0.424,0,5.337,0.027,0.39,0,5.297,0.031,0.4,0,5.687,0.022,0.397,0,5.663,0.016,0.399,0,5.747,0.021,0.253,0,6.224,0.028,0.309,0,6.156,0.016,0.333,0,6.175,0.024
2016-11-26 06:30,52593,11.9,4.526,0.395,0,5.236,0.021,0.424,0,5.298,0.018,0.39,0,5.268,0.02,0.4,0,5.659,0.017,0.397,0,5.651,0.024,0.399,0,5.716,0.026,0.253,0,6.205,0.025,0.309,0,6.143,0.014,0.333,0,6.161,0.029
2016-11-26 06:45,52594,12.13,4.474,0.395,0,5.187,0.024,0.424,0,5.258,0.027,0.39,0,5.228,0.028,0.4,0,5.639,0.017,0.397,0,5.621,0.025,0.399,0,5.706,0.014,0.253,0,6.208,0.016,0.309,0,6.149,0.015,0.333,0,6.167,0.023
2016-11-26 07:00,52595,12.14,4.305,0.396,0,5.143,0.018,0.424,0,5.204,0.022,0.39,0,5.178,0.034,0.4,0,5.608,0.018,0.397,0,5.592,0.019,0.4,0,5.684,0.02,0.253,0,6.209,0.023,0.309,0,6.145,0.01,0.333,0,6.158,0.022
2016-11-26 07:15,52596,11.92,4.278,0.395,0,5.116,0.016,0.424,0,5.177,0.017,0.39,0,5.166,0.021,0.4,0,5.584,0.02,0.397,0,5.558,0.016,0.4,0,5.66,0.021,0.253,0,6.196,0.027,0.309,0,6.131,0.032,0.333,0,6.147,0.02
2016-11-26 07:30,52597,11.89,4.447,0.395,0,5.13,0.016,0.424,0,5.18,0.016,0.39,0,5.153,0.022,0.4,0,5.556,0.02,0.397,0,5.546,0.017,0.4,0,5.635,0.025,0.253,0,6.189,0.028,0.309,0,6.135,0.018,0.333,0,6.154,0.016
2016-11-26 07:45,52598,12.12,4.563,0.395,0,5.14,0.018,0.424,0,5.189,0.016,0.39,0,5.171,0.028,0.4,0,5.543,0.017,0.397,0,5.529,0.015,0.4,0,5.615,0.018,0.253,0,6.182,0.027,0.309,0,6.13,0.027,0.333,0,6.15,0.022
2016-11-26 08:00,52599,12.14,4.557,0.395,0,5.163,0.014,0.424,0,5.21,0.018,0.39,0,5.192,0.019,0.4,0,5.53,0.018,0.397,0,5.525,0.016,0.4,0,5.601,0.014,0.253,0,6.187,0.024,0.309,0,6.111,0.019,0.333,0,6.126,0.015
2016-11-26 08:15,52600,12.01,4.627,0.395,0,5.189,0.023,0.424,0,5.231,0.017,0.39,0,5.205,0.016,0.4,0,5.521,0.031,0.397,0,5.519,0.014,0.4,0,5.59,0.017,0.254,0,6.185,0.021,0.309,0,6.106,0.027,0.333,0,6.118,0.019
2016-11-26 08:30,52601,12.02,4.794,0.395,0,5.232,0.014,0.424,0,5.273,0.013,0.39,0,5.246,0.029,0.399,0,5.521,0.029,0.397,0,5.521,0.014,0.4,0,5.587,0.018,0.254,0,6.185,0.026,0.309,0,6.101,0.029,0.333,0,6.117,0.018
2016-11-26 08:45,52602,12.27,4.872,0.395,0,5.279,0.018,0.424,0,5.311,0.018,0.39,0,5.272,0.023,0.399,0,5.531,0.022,0.397,0,5.533,0.016,0.4,0,5.591,0.023,0.254,0,6.174,0.022,0.309,0,6.103,0.019,0.333,0,6.108,0.012
2016-11-26 09:00,52603,12.26,4.806,0.395,0,5.319,0.013,0.424,0,5.351,0.015,0.39,0,5.31,0.024,0.399,0,5.537,0.013,0.397,0,5.543,0.015,0.4,0,5.578,0.025,0.254,0,6.168,0.024,0.309,0,6.083,0.014,0.333,0,6.102,0.02
2016-11-26 09:15,52604,12.04,4.794,0.395,0,5.353,0.015,0.424,0,5.396,0.015,0.39,0,5.345,0.034,0.399,0,5.55,0.014,0.397,0,5.555,0.01,0.4,0,5.594,0.024,0.254,0,6.166,0.023,0.309,0,6.097,0.023,0.333,0,6.091,0.019
2016-11-26 09:30,52605,12.14,4.903,0.395,0,5.393,0.018,0.424,0,5.429,0.016,0.39,0,5.378,0.017,0.399,0,5.573,0.024,0.397,0,5.582,0.016,0.4,0,5.608,0.013,0.254,0,6.165,0.027,0.309,0,6.079,0.024,0.333,0,6.088,0.021
2016-11-26 09:45,52606,12.47,5.002,0.397,0.001,5.444,0.029,0.425,0.001,5.471,0.018,0.392,0,5.428,0.027,0.4,0,5.577,0.023,0.397,0,5.599,0.017,0.401,0,5.619,0.023,0.254,0,6.15,0.031,0.309,0,6.075,0.024,0.333,0,6.075,0.022
2016-11-26 10:00,52607,12.53,4.999,0.399,0,5.507,0.027,0.426,0,5.536,0.024,0.394,0,5.483,0.023,0.401,0,5.605,0.016,0.398,0,5.618,0.013,0.401,0.001,5.633,0.019,0.254,0,6.151,0.018,0.309,0,6.073,0.02,0.333,0,6.08,0.021
2016-11-26 10:15,52608,12.27,5.014,0.401,0.001,5.591,0.022,0.428,0,5.614,0.032,0.395,0,5.542,0.027,0.402,0,5.617,0.018,0.398,0,5.649,0.019,0.403,0,5.642,0.021,0.254,0,6.15,0.024,0.31,0,6.065,0.013,0.334,0,6.072,0.02
2016-11-26 10:30,52609,12.31,5.111,0.404,0.001,5.654,0.027,0.429,0.001,5.675,0.021,0.397,0.001,5.608,0.028,0.404,0,5.654,0.018,0.399,0,5.678,0.02,0.404,0,5.685,0.024,0.255,0,6.135,0.021,0.31,0,6.069,0.018,0.334,0,6.074,0.024
2016-11-26 10:45,52610,12.6,5.243,0.407,0.001,5.73,0.028,0.432,0.001,5.744,0.032,0.399,0.001,5.669,0.031,0.405,0.001,5.704,0.017,0.401,0.001,5.723,0.017,0.405,0,5.712,0.011,0.255,0,6.132,0.021,0.31,0,6.059,0.018,0.334,0,6.058,0.018
2016-11-26 11:00,52611,12.69,5.366,0.41,0.001,5.839,0.047,0.433,0.001,5.849,0.039,0.401,0,5.769,0.039,0.407,0.001,5.727,0.015,0.402,0,5.755,0.024,0.407,0.001,5.736,0.018,0.255,0,6.127,0.023,0.311,0,6.066,0.026,0.334,0,6.061,0.017
2016-11-26 11:15,52612,12.6,5.499,0.413,0.001,6.001,0.044,0.435,0,5.98,0.043,0.403,0.001,5.919,0.039,0.409,0.001,5.764,0.022,0.403,0.001,5.818,0.027,0.408,0,5.776,0.025,0.255,0,6.11,0.021,0.311,0,6.06,0.013,0.334,0,6.067,0.017
2016-11-26 11:30,52613,12.6,5.69,0.414,0,6.133,0.045,0.436,0,6.115,0.04,0.404,0,6.048,0.037,0.411,0,5.839,0.031,0.405,0,5.876,0.034,0.409,0,5.823,0.016,0.255,0,6.119,0.026,0.312,0,6.057,0.016,0.335,0,6.05,0.026
2016-11-26 11:45,52614,12.83,5.872,0.415,0,6.276,0.038,0.437,0,6.243,0.044,0.404,0,6.175,0.044,0.411,0,5.903,0.032,0.405,0,5.958,0.031,0.411,0,5.889,0.021,0.256,0,6.116,0.023,0.313,0,6.046,0.026,0.335,0,6.07,0.017
2016-11-26 12:00,52615,12.79,5.969,0.415,0.001,6.446,0.05,0.437,0,6.413,0.046,0.404,0,6.332,0.045,0.412,0,5.964,0.028,0.405,0,6.046,0.028,0.412,0,5.948,0.022,0.257,0,6.12,0.022,0.314,0,6.048,0.014,0.336,0,6.058,0.016
2016-11-26 12:15,52616,12.78,6.143,0.416,0,6.611,0.043,0.437,0,6.557,0.042,0.404,0,6.477,0.046,0.412,0,6.061,0.03,0.405,0,6.123,0.034,0.412,0,6.035,0.029,0.258,0,6.121,0.021,0.314,0,6.056,0.017,0.336,0,6.062,0.022
2016-11-26 12:30,52617,12.66,6.308,0.415,0,6.754,0.036,0.437,0,6.686,0.031,0.404,0,6.606,0.027,0.412,0,6.141,0.033,0.405,0,6.22,0.033,0.411,0,6.121,0.033,0.258,0,6.124,0.03,0.315,0,6.062,0.029,0.337,0,6.076,0.027
2016-11-26 12:45,52618,12.67,6.345,0.414,0,6.809,0.022,0.436,0,6.75,0.027,0.404,0,6.675,0.021,0.412,0,6.221,0.036,0.405,0,6.302,0.035,0.411,0,6.187,0.032,0.259,0,6.131,0.028,0.316,0,6.054,0.016,0.337,0,6.078,0.013
2016-11-26 13:00,52619,12.64,6.28,0.413,0.001,6.845,0.023,0.436,0,6.799,0.025,0.404,0,6.697,0.017,0.415,0.006,6.291,0.042,0.405,0,6.373,0.024,0.411,0,6.27,0.026,0.259,0.001,6.121,0.02,0.316,0,6.063,0.02,0.337,0,6.094,0.015
2016-11-26 13:15,52620,12.56,6.243,0.411,0,6.851,0.022,0.436,0,6.81,0.023,0.403,0,6.719,0.02,0.418,0.001,6.362,0.033,0.405,0,6.42,0.016,0.411,0,6.328,0.017,0.26,0,6.128,0.03,0.317,0,6.068,0.017,0.337,0,6.103,0.021
2016-11-26 13:30,52621,12.55,6.269,0.413,0.001,6.842,0.015,0.435,0,6.823,0.026,0.403,0,6.716,0.015,0.42,0,6.415,0.026,0.405,0,6.461,0.028,0.411,0,6.38,0.022,0.26,0,6.141,0.025,0.317,0,6.084,0.013,0.338,0,6.111,0.012
2016-11-26 13:45,52622,12.6,6.318,0.411,0,6.851,0.015,0.435,0,6.805,0.021,0.403,0,6.72,0.015,0.42,0,6.449,0.021,0.405,0,6.483,0.018,0.411,0,6.426,0.021,0.261,0,6.15,0.02,0.317,0,6.089,0.025,0.338,0,6.136,0.015
2016-11-26 14:00,52623,12.63,6.288,0.411,0,6.862,0.016,0.435,0,6.83,0.03,0.402,0,6.729,0.013,0.42,0,6.472,0.017,0.405,0,6.51,0.021,0.411,0,6.458,0.02,0.262,0,6.152,0.021,0.317,0,6.098,0.025,0.338,0,6.146,0.016
2016-11-26 14:15,52624,12.57,6.292,0.41,0,6.877,0.015,0.434,0,6.843,0.018,0.402,0,6.755,0.016,0.42,0,6.502,0.03,0.405,0,6.533,0.02,0.41,0,6.493,0.025,0.262,0,6.172,0.023,0.318,0,6.119,0.026,0.339,0,6.165,0.014
2016-11-26 14:30,52625,12.52,6.37,0.41,0,6.904,0.018,0.434,0,6.874,0.028,0.401,0,6.781,0.012,0.42,0,6.538,0.027,0.404,0,6.556,0.021,0.41,0,6.526,0.032,0.263,0,6.171,0.033,0.318,0,6.128,0.017,0.339,0,6.186,0.019
2016-11-26 14:45,52626,12.54,6.431,0.41,0,6.904,0.011,0.433,0,6.886,0.033,0.401,0,6.791,0.01,0.42,0,6.544,0.025,0.404,0,6.584,0.02,0.41,0,6.547,0.017,0.263,0,6.185,0.03,0.318,0,6.145,0.021,0.339,0,6.205,0.02
2016-11-26 15:00,52627,12.52,6.351,0.41,0,6.895,0.016,0.433,0,6.878,0.025,0.401,0,6.779,0.016,0.42,0,6.577,0.017,0.404,0,6.596,0.016,0.41,0,6.586,0.016,0.263,0,6.208,0.028,0.318,0,6.162,0.019,0.339,0,6.224,0.015
2016-11-26 15:15,52628,12.45,6.275,0.409,0,6.871,0.01,0.433,0,6.851,0.026,0.401,0,6.763,0.014,0.42,0,6.583,0.021,0.403,0,6.608,0.018,0.409,0,6.592,0.024,0.264,0,6.212,0.014,0.318,0,6.178,0.021,0.339,0,6.25,0.019
2016-11-26 15:30,52629,12.41,6.205,0.409,0,6.84,0.021,0.433,0,6.835,0.027,0.401,0,6.738,0.02,0.42,0,6.608,0.017,0.403,0,6.621,0.021,0.408,0,6.613,0.029,0.264,0,6.233,0.03,0.318,0,6.189,0.02,0.339,0,6.253,0.025
2016-11-26 15:45,52630,12.41,6.115,0.408,0,6.791,0.02,0.433,0,6.788,0.029,0.401,0,6.692,0.023,0.42,0,6.595,0.019,0.403,0,6.612,0.026,0.408,0,6.619,0.017,0.264,0,6.248,0.03,0.319,0,6.2,0.02,0.339,0,6.277,0.016
2016-11-26 16:00,52631,12.4,5.975,0.408,0,6.748,0.023,0.433,0,6.756,0.025,0.401,0,6.671,0.019,0.419,0,6.581,0.021,0.403,0,6.598,0.028,0.408,0,6.637,0.03,0.264,0,6.259,0.021,0.319,0,6.212,0.021,0.339,0,6.295,0.021
2016-11-26 16:15,52632,12.34,5.845,0.408,0,6.698,0.018,0.432,0,6.695,0.027,0.4,0,6.64,0.021,0.419,0,6.588,0.029,0.402,0,6.597,0.027,0.408,0,6.616,0.016,0.265,0,6.264,0.03,0.319,0,6.239,0.012,0.339,0,6.306,0.022
2016-11-26 16:30,52633,12.22,5.739,0.407,0,6.647,0.029,0.432,0,6.64,0.021,0.4,0,6.585,0.02,0.419,0,6.576,0.022,0.402,0,6.575,0.026,0.408,0,6.622,0.02,0.265,0,6.284,0.02,0.319,0,6.242,0.023,0.339,0,6.313,0.012
2016-11-26 16:45,52634,12.15,5.647,0.407,0,6.586,0.027,0.432,0,6.594,0.031,0.399,0,6.543,0.02,0.419,0,6.57,0.02,0.402,0,6.562,0.022,0.408,0,6.611,0.018,0.265,0,6.29,0.024,0.319,0,6.255,0.018,0.339,0,6.337,0.015
2016-11-26 17:00,52635,12.15,5.512,0.407,0,6.543,0.019,0.432,0,6.55,0.025,0.399,0,6.5,0.021,0.419,0,6.55,0.025,0.402,0,6.545,0.032,0.408,0,6.599,0.018,0.265,0,6.311,0.028,0.319,0,6.274,0.018,0.339,0,6.354,0.019
2016-11-26 17:15,52636,12.09,5.42,0.407,0,6.491,0.017,0.432,0,6.486,0.02,0.399,0,6.452,0.021,0.419,0,6.528,0.021,0.402,0,6.517,0.024,0.408,0,6.58,0.012,0.266,0,6.306,0.033,0.319,0,6.283,0.012,0.339,0,6.363,0.02
2016-11-26 17:30,52637,12.06,5.454,0.407,0,6.445,0.03,0.432,0,6.451,0.023,0.398,0,6.41,0.014,0.419,0,6.505,0.026,0.402,0,6.489,0.022,0.408,0,6.56,0.02,0.266,0,6.333,0.033,0.319,0,6.294,0.015,0.339,0,6.373,0.013
2016-11-26 17:45,52638,12.19,5.428,0.407,0,6.404,0.024,0.431,0,6.412,0.024,0.398,0,6.375,0.016,0.418,0,6.479,0.021,0.402,0,6.467,0.024,0.407,0,6.548,0.018,0.266,0,6.333,0.02,0.319,0,6.303,0.029,0.339,0,6.387,0.022
2016-11-26 18:00,52639,12.21,5.291,0.406,0,6.365,0.022,0.431,0,6.375,0.02,0.398,0,6.348,0.016,0.418,0,6.47,0.023,0.402,0,6.446,0.025,0.407,0,6.525,0.019,0.266,0,6.335,0.025,0.319,0,6.316,0.025,0.339,0,6.393,0.018
2016-11-26 18:15,52640,12.03,5.222,0.406,0,6.345,0.023,0.431,0,6.351,0.025,0.398,0,6.327,0.017,0.418,0,6.452,0.022,0.402,0,6.428,0.021,0.407,0,6.502,0.023,0.266,0,6.35,0.028,0.319,0,6.325,0.019,0.339,0,6.393,0.014
2016-11-26 18:30,52641,12.01,5.255,0.406,0.001,6.313,0.017,0.431,0,6.322,0.029,0.398,0,6.302,0.022,0.418,0,6.431,0.028,0.402,0,6.404,0.03,0.407,0,6.473,0.023,0.266,0,6.364,0.024,0.318,0,6.33,0.034,0.339,0,6.398,0.021
2016-11-26 18:45,52642,12.16,5.231,0.405,0,6.287,0.03,0.431,0,6.287,0.025,0.398,0,6.273,0.016,0.418,0,6.401,0.02,0.402,0,6.389,0.02,0.407,0,6.475,0.017,0.266,0,6.37,0.029,0.318,0,6.336,0.019,0.339,0,6.407,0.016
2016-11-26 19:00,52643,12.17,5.085,0.406,0,6.249,0.021,0.431,0,6.245,0.023,0.398,0,6.238,0.015,0.418,0,6.379,0.025,0.402,0,6.37,0.022,0.407,0,6.449,0.017,0.266,0,6.37,0.026,0.318,0,6.345,0.022,0.339,0,6.419,0.019
2016-11-26 19:15,52644,11.99,4.992,0.405,0,6.216,0.02,0.431,0,6.221,0.023,0.398,0,6.214,0.02,0.418,0,6.375,0.03,0.402,0,6.334,0.025,0.407,0,6.436,0.016,0.266,0,6.391,0.019,0.318,0,6.347,0.019,0.339,0,6.417,0.015
